998 1000
862 679 190 22688770 7710800 3946090
337 460 780 17210857 28749200 21232817
884 33 583 10427101 8136965 181274
421 594 227 21780865 58283930 147039449
210 759 650 8499133 31489225 69748648
66 944 716 31393696 68214970 7096330
757 3 773 14711545 8048548 12251101
165 549 696 70169346 5530225 37369729
77 1 2 2873041 1 2873050
549 878 165 4325465 41680253 70169346
388 569 529 20587988 12644872 41170372
447 549 162 43291274 60915737 103613185
388 912 22 57912122 30263026 16536200
996 388 2 76804709 17469128 28109129
83 951 493 9191080 66328180 60216020
138 459 549 4193506 63651208 41984738
86 692 3 150889789 39280708 36665225
549 795 667 83658745 53416864 6888577
195 2 175 36974890 11736656 55503298
142 388 720 56460277 58830164 434365
204 3 945 7098944 6507940 281348
785 643 981 35347364 23543840 2307988
3 253 760 10833296 6801309 10999925
510 673 3 19884173 20634733 207250
155 388 623 59785588 48262525 66767969
327 115 523 9978244 1020564 10203808
865 130 3 3777001 10391265 2907922
3 53 320 11542802 34793333 6261993
128 447 706 34842229 22289794 14472125
851 770 956 696085 28372930 35709697
267 878 549 38739653 4325465 68751290
619 127 275 74722050 57049109 19585217
447 549 226 43291274 4362845 55192133
434 549 166 15075685 58532906 26391989
658 1 898 8873892 13085533 413737
398 253 465 4066213 3015674 795605
460 840 697 40908185 28758509 4664218
772 120 869 16837241 55213641 42781250
1000 775 295 34500616 23395005 1679905
3 692 426 39280708 80857010 9997426
919 3 639 1457362 38021044 35539362
392 230 951 10856205 4837493 29645984
680 22 918 14462757 13380968 36498785
460 218 111 8104402 23413760 10026770
653 83 493 8728025 60216020 24465285
487 3 937 23724698 36585385 46852121
591 530 3 4979588 829621 9820033
3 802 174 12613409 2535220 8275661
2 388 57 17469128 11545096 4808528
938 366 800 21262625 29284637 20447082
3 747 67 17953445 6070725 33892994
447 549 613 43291274 47143282 4522472
202 173 3 33269704 12162805 28673465
251 3 977 27778529 24826229 192008
596 549 897 56707501 50023714 32186925
176 119 60 33170474 16646041 50456321
673 1 901 20637128 7244761 41311525
457 712 660 707837 5020138 8517425
388 918 125 20171840 47461321 23842249
447 549 3 43291274 20705173 20439389
777 3 94 17147626 2642473 19193345
491 526 656 51585616 132925069 19280981
602 446 3 35987668 16831957 32702877
3 128 74 1945168 33403717 25129717
89 413 300 54941153 130087413 53828882
636 549 3 2356901 20705173 16155698
204 3 395 7098944 31608261 67628261
519 795 549 14165000 83658745 33860861
716 66 444 7096330 52380721 59703349
5 460 631 10491445 40503053 15616016
225 495 526 2332157 87135386 60987645
800 366 853 29284637 103925204 23526145
541 246 821 49537181 73029268 11281045
78 446 3 97480388 16831957 35665237
359 878 670 2860709 5781997 15404602
806 414 704 11579077 28457221 21086596
903 388 369 32047250 24404836 2830210
740 655 793 20421617 3999970 39451373
413 785 1 46198793 26764324 28472329
141 525 3 63415592 24054593 22671917
803 447 128 47389156 34842229 5032721
918 680 877 36498785 71883785 16635250
548 723 3 7231237 3761680 601573
897 951 158 55315298 15787117 35861473
742 932 3 12161333 29691257 3875572
584 258 460 3385565 8523281 14146378
650 657 282 40399610 11527778 68648616
485 22 619 9088488 22281857 34002725
918 680 344 36498785 81017945 9688418
422 2 912 28960490 21279690 97238432
752 802 204 26563400 30519953 10509421
188 111 52 51137525 11955528 62645873
702 3 976 22823554 9759952 14866490
121 460 34 23865209 16180805 1261226
592 484 100 32648200 10215848 7344016
235 803 128 49458964 5032721 23406365
362 898 1 88427546 13085533 33482065
723 3 26 3761680 13499968 9452304
510 673 181 19884173 5861456 9887165
222 388 887 20353330 32057765 1484677
22 388 273 16536200 89394898 29381690
12 3 388 23403626 17475498 44448680
204 561 186 37864602 20666645 17885393
768 636 214 44495125 60221441 2061482
71 549 361 41187389 16115752 12439177
255 549 883 28043489 21483988 31823065
92 89 31 60605969 23358725 58823208
965 495 554 682193 4429316 2013093
650 651 984 21610000 12375538 5312138
946 378 119 2763234 5424669 591453
977 251 381 192008 88268553 83566181
1 3 773 1 8048548 8043065
351 549 897 64237986 50023714 4471300
1 739 461 19786861 28222900 27307521
657 364 650 26057434 60457700 40399610
626 204 75 14795821 24111706 47414737
364 650 117 60457700 9190393 37338689
2 126 908 3414721 23597428 10799933
839 2 321 16988585 21076565 75779892
70 302 305 20251817 11361281 29792330
503 60 3 18767809 5422465 5452112
1 3 2 1 2 1
725 240 960 16092260 19073956 11701192
55 897 189 5137274 33176149 35268125
279 2 569 21971408 13920516 12101108
352 460 5 35869426 10491445 13272685
501 579 260 43760146 53163549 13177741
383 3 33 33550436 3086345 52509213
291 218 460 11185000 8104402 7977218
84 439 322 2717042 76809961 51734621
173 3 802 12162805 12613409 8399336
887 388 693 32057765 38706565 31198292
394 3 549 12108109 20705173 1442960
3 549 897 20705173 50023714 7044129
764 237 302 38792925 30034954 3032209
442 3 149 4540901 7185793 21946490
388 2 517 17469128 15920770 59324554
636 549 214 2356901 54034184 60221441
163 785 781 48421922 42966100 1361266
549 679 873 3417273 57250580 40452341
10 2 249 24866305 7996052 5985869
240 816 24 70225713 60156761 67119050
59 549 637 5013181 72784253 39628210
897 240 687 51327890 94006120 7911050
128 447 326 34842229 25290137 24405512
838 204 405 13615193 16742816 55198753
640 3 388 21649042 17475498 69017332
536 243 781 52445717 26483962 4391909
58 204 253 9873826 16778704 10448234
15 897 746 25870825 19902853 772724
55 897 427 5137274 28310105 41653645
819 951 897 48580337 55315298 1361537
800 2 265 1807396 18951802 18948770
443 119 995 26132017 35730117 1307818
708 204 3 49092634 7098944 44104138
951 650 544 15591220 221005 16013933
993 869 120 63408260 55213641 3727373
505 660 712 76268629 5020138 109765745
546 726 810 18812642 1017620 21968698
626 204 49 14795821 12192545 27732890
580 389 837 62631925 43118917 1820468
751 773 476 21343645 23848425 6925960
22 407 385 5347357 902645 6710944
940 388 3 249785 17475498 21749885
263 875 130 13519061 39324834 19701365
735 831 204 23034337 29445700 394213
454 987 650 125996029 63334948 81955485
3 2 208 2 628706 626580
930 460 574 6289546 40360489 56135605
786 983 415 5481809 28420045 43616162
188 111 900 51137525 13662248 12996553
2 1 175 1 11740489 11736656
237 3 302 24169172 5401090 30034954
253 204 194 16778704 9665426 49962490
101 549 835 90182690 44917645 42060845
3 549 783 20705173 14629005 12580450
912 2 647 21279690 32227925 2573621
22 619 266 22281857 26738753 2132530
388 569 262 20587988 58795609 71383189
128 447 738 34842229 18291970 34661105
549 897 644 50023714 3212645 32954381
549 55 967 62048468 162248 61672532
293 60 119 10313725 16646041 7657480
513 679 232 35415362 40709689 67198237
723 521 719 39414178 55840005 1427077
29 463 763 30577914 33529945 59269957
589 670 876 25397893 8048402 20986733
388 57 791 11545096 5150452 1936276
15 897 161 25870825 19601849 7918400
460 218 450 8104402 46386985 19811529
29 68 797 33329908 8320610 63449794
839 2 555 16988585 4622521 10740538
950 176 60 17379125 50456321 18230472
323 919 334 26192288 16634402 4528242
502 3 237 30953485 24169172 102294433
204 3 220 7098944 13128001 2878145
905 388 73 15469778 5572570 5972644
219 388 527 12623650 52717106 14240756
836 1 377 1006042 8571569 11943805
804 14 3 54828261 23243705 20467442
120 460 849 12901165 8709425 40567880
15 600 76 69101636 9713210 27028730
123 502 920 78705245 56113250 20177533
1000 549 178 54511801 12710161 27532674
15 929 601 44788285 67857876 15458893
765 549 459 35451601 63651208 8118045
607 1 963 30395348 18793570 45431186
278 120 966 27729385 6215540 59834465
471 495 460 25931762 5704976 14169690
549 848 622 4090725 8612200 22216465
349 1000 775 30481450 34500616 35085178
3 2 69 2 29529721 29526205
459 277 247 36358954 36102050 11069924
897 951 179 55315298 77610325 10651577
650 657 317 40399610 42794645 83747925
3 551 284 24598297 45209673 12234538
108 549 699 32840996 76875749 11519041
880 918 713 1844804 35575514 53215058
29 463 129 30577914 45551861 53586545
260 5 460 10718461 10491445 7371090
473 643 785 5795813 35347364 68569265
89 413 92 54941153 63920980 60605969
124 204 1 35698961 7095169 10965970
120 993 608 3727373 28455769 47747810
537 972 594 4408469 20298788 11561009
708 204 686 49092634 24270100 11864106
749 388 2 92169761 17469128 31403605
689 759 650 2258132 31489225 50252977
655 3 740 9583880 20753581 20421617
364 657 423 26057434 18418184 750586
416 3 436 33894961 4032425 16089296
120 549 869 44525716 68493457 55213641
897 121 585 45852904 18081929 11417941
889 932 347 17469970 54132058 55234404
327 603 156 53922149 19963378 49730149
309 15 558 81835469 41022189 36235058
273 22 407 29381690 5347357 42773165
586 549 3 96778921 20705173 29697160
339 1 800 6307780 1807697 6339865
957 5 460 2115085 10491445 21556324
918 464 435 32661250 103924405 23618429
434 549 878 15075685 4325465 8494250
968 70 642 6229954 76618708 89994770
516 447 915 22564625 50355268 7309081
486 22 870 14767568 23260005 32110325
975 218 842 7170925 7898213 2032388
65 951 771 18735298 18270157 42426117
460 225 348 812221 11887220 7087517
617 204 626 2221477 14795821 7780770
329 1 549 20563204 20713160 57972548
388 569 801 20587988 14062754 67009914
199 3 878 25437321 7551146 7665617
349 1000 328 30481450 53645492 20664674
3 302 914 5401090 2896829 12587833
22 388 918 16536200 20171840 13380968
951 650 987 15591220 63334948 17077000
415 786 168 43616162 4193578 30932980
380 2 796 11895650 21754664 59786586
912 2 700 21279690 24647588 8518130
45 918 344 7740290 9688418 34712100
415 388 860 34263577 81911524 44835085
349 1000 794 30481450 2051197 41982473
777 3 881 17147626 5507858 30314128
1 3 898 1 13079380 13085533
388 788 350 59926337 10802882 21940013
954 530 624 184617 34991620 40030489
890 349 3 77247745 27561250 13684345
79 550 204 22892832 7782185 4432961
972 3 594 6076196 4706960 20298788
273 22 139 29381690 22413305 78644565
641 388 22 29220637 16536200 21096665
90 978 897 44683810 23270650 3473640
460 35 419 17811317 298378 15262997
802 3 298 12613409 15977690 3384697
63 81 518 25781320 62473760 29975560
754 1 323 27115277 19039421 85945540
917 824 329 16498420 54464714 12378242
951 650 823 15591220 23117056 48816884
739 3 1 19793300 1 19786861
34 460 35 16180805 17811317 62897444
3 549 99 20705173 23173145 13043764
460 495 5 5704976 9795413 10491445
509 2 540 7050685 21696865 31115002
655 592 484 54867181 32648200 64617633
2 388 911 17469128 16079837 27278065
173 122 648 72890753 92415760 12071449
257 119 60 85112201 16646041 45519922
83 951 160 9191080 64064617 46440509
660 244 505 78983689 68532008 76268629
727 321 2 1463461 21076565 16851458
649 549 459 22319144 63651208 19646224
613 447 254 4522472 36437293 43152737
447 549 970 43291274 77470010 31270248
561 1 204 12188257 7095169 37864602
286 351 549 15449410 64237986 70875268
342 11 549 107157541 83953018 2669453
460 218 676 8104402 6421465 28028673
460 897 337 4682533 22958858 17210857
985 364 230 10155636 25102337 5112905
951 650 759 15591220 31489225 8106085
204 39 892 33151133 588032 38367965
721 891 585 5134324 20819101 8139389
308 323 334 15983213 4528242 7388585
204 1 445 7095169 12235329 29541700
253 204 831 16778704 29445700 45003236
155 388 2 59785588 17469128 21785332
44 204 186 11009905 17885393 3760490
626 204 355 14795821 51168200 110835785
741 387 559 17461170 16371205 6215245
807 951 897 99952340 55315298 14387202
3 549 972 20705173 5280673 6076196
2 431 259 11478953 9166477 16998098
781 163 805 1361266 20707812 29166586
843 128 3 21400105 1945168 11151377
925 702 198 1152170 28866577 41552905
472 388 577 53094221 47482372 40260701
237 302 868 30034954 6134024 28687906
26 3 60 13499968 5422465 9042161
651 364 650 55387300 60457700 21610000
367 238 304 61759760 84371156 3406724
1 781 836 3628960 4864250 1006042
149 3 204 7185793 7098944 13218289
131 497 549 22851090 1565962 34996240
38 460 549 11678708 26194545 5713241
176 119 289 33170474 52535376 86225330
409 543 205 16543861 13259453 47574218
737 388 790 51959349 34573428 13551885
902 253 3 4571333 10833296 9275173
549 679 459 3417273 85185181 63651208
388 2 397 17469128 20471117 74887745
371 15 161 32726525 7918400 10373005
665 3 549 8373026 20705173 5702845
3 549 878 20705173 4325465 7551146
1 3 673 1 20634733 20637128
945 204 110 281348 21364733 18444121
447 549 242 43291274 15605188 70776674
29 463 833 30577914 46388450 28627304
783 3 766 12580450 13968169 33291757
549 679 345 3417273 77465737 62120308
725 240 897 16092260 51327890 30328250
357 22 273 24331570 29381690 90290248
479 451 549 21861194 62392490 13678228
987 650 671 63334948 27414866 117429170
802 204 18 30519953 43111025 5480298
549 679 361 3417273 29232565 16115752
951 230 61 4837493 3530785 3989704
459 180 456 17169706 14451853 25029665
388 2 903 17469128 14403546 32047250
170 2 895 13377572 9808852 45570848
549 460 120 26194545 12901165 44525716
878 199 670 7665617 5577928 5781997
463 763 654 33529945 29018898 3738865
609 813 402 26266481 13239304 29175149
70 302 710 20251817 26410829 78321802
68 549 29 42401 31662205 33329908
29 463 538 30577914 69590585 78744077
396 633 897 28087450 28355848 11449202
121 460 218 23865209 8104402 5508485
943 665 549 316674 5702845 6704917
3 204 802 7098944 30519953 12613409
388 569 545 20587988 58626125 42665233
496 897 462 24884701 50231840 24270629
583 33 549 8136965 15705076 45238729
431 1 2 11479940 1 11478953
798 119 60 70937770 16646041 23012749
2 1 800 1 1807697 1807396
477 549 165 44430713 70169346 48058313
386 58 253 24830557 10448234 4398257
424 702 872 103556429 66462212 8986185
115 327 603 9978244 53922149 24519973
635 327 3 47896154 28488512 21632042
746 15 600 772724 69101636 56764240
441 549 370 57650720 16439945 52156705
795 667 332 53416864 60179912 22629800
549 897 633 50023714 28355848 14957410
835 549 532 44917645 10967336 26459017
692 2 808 39263002 15935533 32907177
388 3 581 17475498 11214466 6612808
773 476 316 23848425 26001380 24721265
3 549 60 20705173 20890376 5422465
447 549 947 43291274 36188165 19814353
26 723 521 9452304 39414178 77777914
269 3 130 16398041 10391265 16429088
825 633 897 5311233 28355848 23546821
852 3 612 26401905 7377649 10759300
846 452 616 41323889 44580176 8499385
708 852 629 7142605 91283474 128060441
926 153 3 18308596 2443300 8849672
539 897 841 13409377 311525 13364962
363 2 800 17657162 1807396 21046786
483 120 869 2031760 55213641 41752273
3 881 147 5507858 8196388 8520346
650 651 698 21610000 19429346 7054346
430 918 22 274441 13380968 12563453
93 713 918 20102977 35575514 24345445
3 581 475 11214466 76009349 28832345
905 388 3 15469778 17475498 10303400
526 495 340 87135386 67739645 55250109
549 1 542 20713160 18822953 68982709
498 549 769 13605128 73724170 24301850
388 22 193 16536200 21335333 18928201
394 3 216 12108109 3606993 2818804
897 331 774 67128385 162477013 26643236
2 388 56 17469128 3541546 5992330
897 240 816 51327890 70225713 21792389
130 204 3 32688545 7098944 10391265
3 549 679 20705173 3417273 38618842
253 204 272 16778704 22425125 28648661
388 425 137 9067133 13831138 4590701
972 851 770 44986761 696085 41793748
3 327 440 28488512 11483770 6628778
204 49 177 12192545 24463504 28019377
3 549 562 20705173 33052141 2379508
359 878 46 2860709 4636960 2168861
752 802 215 26563400 73320740 67117492
839 2 3 16988585 2 16994185
182 329 549 64417517 57972548 556805
415 388 716 34263577 52120802 85714925
673 3 458 20634733 30083893 78596000
301 878 549 35511970 4325465 64223645
708 204 360 49092634 41133188 81696914
379 747 3 15069584 17953445 6822181
388 569 578 20587988 41118856 5759300
535 22 918 23134948 13380968 3139700
1 3 549 1 20705173 20713160
241 60 378 6460649 3141256 657629
88 388 511 47632730 627089 48201121
692 2 3 39263002 2 39280708
218 460 207 8104402 40756085 61669885
987 650 410 63334948 19220050 73635930
509 2 175 7050685 11736656 2094605
839 2 72 16988585 25991017 71491018
460 897 951 4682533 55315298 37323437
460 897 565 4682533 34698074 13939645
447 941 489 14980213 34508660 32439685
800 938 811 20447082 37370618 6556820
638 119 470 63608049 32498010 54380637
598 633 324 72142865 16431700 54804905
148 34 840 848709 9623700 13854501
549 60 119 20890376 16646041 567125
2 388 912 17469128 57912122 21279690
466 1 549 36167189 20713160 63997497
785 3 1 26760089 1 26764324
771 951 544 18270157 16013933 143872
939 364 657 38246690 26057434 6802472
679 3 747 38618842 17953445 63532625
460 5 19 10491445 28116896 4269037
755 897 886 7912385 7728701 16258600
23 549 191 16360450 49859829 90091093
802 245 98 11577800 3262580 2934100
897 240 376 51327890 55612061 69388169
3 204 969 7098944 49643386 40973930
927 549 351 11661481 64237986 22159777
675 460 218 6407797 8104402 26078589
802 204 281 30519953 24333457 9919988
650 651 688 21610000 44866133 9012533
660 1 204 11862821 7095169 31171570
921 549 769 23728721 73724170 41746373
491 526 495 51585616 87135386 8995762
217 800 694 2007245 9939700 4901009
545 388 223 42665233 55084324 29909185
388 2 933 17469128 14107273 42921125
221 204 395 763753 67628261 80446888
388 569 472 20587988 67486465 53094221
29 68 412 33329908 12766825 15385697
837 389 173 43118917 34788481 3009960
549 403 652 81024386 5448872 57988890
625 592 100 97735745 7344016 58279273
351 927 252 22159777 12336913 2131520
447 549 516 43291274 24370321 22564625
3 802 245 12613409 11577800 286885
572 237 128 64224914 18221780 15068842
171 137 425 43520256 13831138 75455938
534 549 841 20606125 42445009 16770546
756 3 762 22828525 13571237 24026626
406 15 746 21684793 772724 15434005
3 204 678 7098944 9083474 16397378
243 163 373 37691876 21054920 11765428
645 273 388 96638189 89394898 20287585
81 327 115 2561000 9978244 6685156
197 879 374 18355930 68244112 16036754
1 739 666 19786861 11826585 1523560
1 3 204 1 7098944 7095169
388 789 720 41574325 54516841 58830164
866 702 192 939689 43989200 34467241
978 897 97 23270650 57413233 8202653
375 549 351 30287153 64237986 26088773
800 363 164 21046786 1324957 12486185
30 647 2 46276130 32227925 1727609
916 364 718 1356418 29450545 19654101
447 549 432 43291274 46694626 35025764
922 485 619 42743380 34002725 22630025
727 321 234 1463461 85305005 85791520
26 723 714 9452304 60940261 67360189
413 785 564 46198793 45514625 45144514
359 670 753 15404602 32960484 8315242
610 276 874 19697173 49657625 19686578
530 88 3 5694865 9750632 829621
204 1 16 7095169 18834265 3590820
119 60 393 16646041 8919140 6370457
530 251 624 21079370 46247818 34991620
204 802 481 30519953 57112193 46235792
460 897 549 4682533 50023714 26194545
3 204 701 7098944 9332676 15584420
626 204 80 14795821 7833124 11006645
815 3 99 13126618 13043764 26427474
490 388 2 34453250 17469128 44794858
3 549 858 20705173 9586660 10793137
452 762 846 4329634 33877621 41323889
225 495 460 2332157 5704976 812221
460 584 961 14146378 14566473 1880125
708 958 335 28157850 10684666 66898516
3 204 303 7098944 31976377 20455097
515 204 802 15833225 30519953 37958420
388 486 219 74664 10757434 12623650
382 388 273 33596890 89394898 95482184
29 463 28 30577914 59717650 45689800
244 1 660 35994536 11862821 78983689
82 230 392 61330448 10856205 22429829
546 29 315 1733069 58673698 42141109
169 951 823 89362690 48816884 35657770
2 388 276 17469128 21087620 22919780
47 460 450 2560050 19811529 14534217
227 421 96 147039449 73213712 31999337
433 2 800 35142410 1807396 46647154
590 374 879 85132709 68244112 8213405
3 549 792 20705173 17647204 12846145
468 378 390 19427908 48366656 129083908
471 495 614 25931762 32170225 49622269
951 230 364 4837493 25102337 36738280
878 199 528 7665617 98833061 58540456
549 329 306 57972548 67030484 20552464
349 1000 3 30481450 8731400 27561250
616 846 353 8499385 63960826 80029549
229 362 1 56589076 33482065 23342153
957 5 834 2115085 19944665 11144776
253 204 299 16778704 36435610 9020882
59 549 690 5013181 71537780 56743969
626 204 130 14795821 32688545 28394612
911 2 681 27278065 4483642 15571261
388 425 107 9067133 28073725 36068050
549 3 132 20705173 1313092 26483605
611 1 673 15268384 20637128 36003944
452 762 130 4329634 14464964 3434650
549 959 736 7396810 49407668 18737666
128 447 3 34842229 20439389 1945168
724 329 549 3177000 57972548 42984068
403 3 549 27367073 20705173 81024386
885 348 225 18253450 11887220 5381690
530 3 185 829621 11257114 14250105
33 3 549 3086345 20705173 15705076
77 730 827 39254848 20128225 6860929
438 802 3 39654397 12613409 7642612
341 362 1 69637885 33482065 31303400
585 897 41 11417941 64497109 69870224
460 495 695 5704976 10679258 845378
388 486 319 74664 959769 1300653
516 447 507 22564625 19503985 479540
60 669 314 55220868 22485874 10716490
157 3 826 19384322 41308258 79204660
550 1 204 7672610 7095169 7782185
923 349 890 9721009 77247745 33711578
440 3 153 6628778 2443300 15560570
177 204 114 28019377 17559385 28975370
3 549 959 20705173 7396810 37494089
773 476 140 23848425 3501053 9138788
284 3 597 12234538 7889810 1042856
661 119 95 276484 3435016 1957124
679 835 146 61133956 11034218 97463210
389 3 750 22798850 6661265 33795313
175 2 893 11736656 46992020 104739092
986 897 549 63675941 50023714 1437841
621 626 130 30410852 28394612 2308000
838 204 3 13615193 7098944 9996809
188 111 307 51137525 76381101 54991136
746 15 929 772724 44788285 35107585
3 549 40 20705173 24389704 1672169
678 664 356 7496765 1925060 16952885
390 378 60 48366656 3141256 34465000
808 692 187 32907177 19642996 19465141
897 951 103 55315298 98265634 13893604
703 337 897 8822029 22958858 59548865
531 2 276 35496250 22919780 25759346
217 800 7 2007245 20195465 34927720
200 273 388 46074250 89394898 82935440
610 276 85 19697173 10798453 20291002
681 911 268 15571261 36350701 44441424
726 29 546 30944365 1733069 18812642
549 3 196 20705173 5986880 42700165
88 3 248 9750632 3939941 2239241
3 708 958 44104138 28157850 6671428
29 463 722 30577914 12157028 35308274
1 413 662 28472329 1244072 31086637
948 243 536 80490805 52445717 10281674
17 549 967 69926237 61672532 11116813
250 105 60 28072522 26800721 7139365
860 415 983 44835085 28420045 47252900
796 2 911 21754664 27278065 95039317
668 460 120 20483485 12901165 17204882
2 647 748 32227925 95168621 16921888
897 703 143 59548865 36037301 35791202
785 643 325 35347364 33223570 91344082
809 699 549 18019625 76875749 38921242
3 636 787 16155698 8492017 21893273
244 505 239 68532008 79702453 3441601
420 236 993 39762050 16576513 5817089
778 3 723 12724596 3761680 29542564
308 323 630 15983213 12158845 53985872
271 897 951 28498489 55315298 4417829
364 230 715 25102337 57391513 41295482
571 838 405 9194436 55198753 24138325
832 2 388 1518722 17469128 29184842
10 2 388 24866305 17469128 74965157
126 170 488 5906965 28336977 34013284
549 795 23 83658745 91881421 16360450
43 513 232 10415210 67198237 72499373
482 471 847 19648610 84327498 25520336
172 2 588 5717321 24521257 10075466
313 56 388 23374349 3541546 45048041
887 388 106 32057765 44779925 27469170
3 804 500 20467442 3980425 16905197
549 329 824 57972548 54464714 378730
276 2 610 22919780 18342061 19697173
154 388 720 39009130 58830164 11445746
573 172 2 24624101 5717321 9931762
795 897 549 5098537 50023714 83658745
474 204 802 3722773 30519953 35559466
175 509 292 2094605 55616810 46890405
227 421 151 147039449 56265274 53970625
632 105 250 20207624 28072522 645322
699 108 6 11519041 3005325 14023336
471 495 847 25931762 31070180 84327498
155 388 499 59785588 5258570 51767146
930 460 337 6289546 17210857 5210361
1 2 172 1 5717321 5712544
281 802 799 9919988 4768520 28141252
633 549 48 14957410 61427690 16449800
467 841 685 11116361 11908705 12271748
782 781 785 4556642 42966100 35593114
882 876 670 42359161 8048402 70320065
111 460 411 10026770 10070201 8358953
29 463 871 30577914 77965970 39964292
549 972 851 5280673 44986761 81013738
549 370 817 16439945 50843770 43687253
769 549 3 73724170 20705173 17471837
646 897 91 29013800 56197997 18355177
439 388 84 31711529 30350385 2717042
673 1 856 20637128 25395129 424565
1 323 991 19039421 82250405 26139600
204 3 989 7098944 23255945 11011897
809 699 13 18019625 65412461 82888362
818 3 88 5573125 9750632 17278777
283 660 1 3442114 11862821 16236809
910 633 324 8242138 16431700 13639618
589 670 159 25397893 60759730 44245417
2 388 569 17469128 20587988 13920516
416 3 562 33894961 2379508 31461785
258 120 460 11476802 12901165 8523281
751 773 3 21343645 8048548 6752969
552 759 689 5251913 2258132 773937
3 204 358 7098944 5336721 6501329
659 384 485 6544133 24338605 52944596
661 119 767 276484 12166309 15533361
859 915 447 11584665 50355268 20255761
2 388 437 17469128 9756625 37183301
51 360 204 933188 41133188 34625736
366 800 812 29284637 9367885 69572554
621 626 575 30410852 66567005 42191641
134 3 1 2678729 1 2677876
255 549 459 28043489 63651208 59412229
145 549 897 56029370 50023714 5639696
513 679 549 35415362 3417273 19885385
324 633 448 16431700 8297705 48050665
935 3 551 16850717 24598297 78859178
549 459 277 63651208 36358954 25064874
218 460 857 8104402 32672005 52705049
897 549 848 50023714 4090725 42960193
784 848 549 321017 4090725 5747570
387 240 559 16542725 9638612 16371205
287 116 657 27509485 805604 20569721
388 911 543 16079837 14770045 4734250
543 388 409 4734250 37940585 16543861
992 987 454 7828858 125996029 74900169
3 2 388 2 17469128 17475498
253 889 691 31208185 22898114 10662253
975 218 460 7170925 8104402 27683897
14 568 167 80497282 25616417 16166525
440 3 928 6628778 8836857 14787557
460 291 731 7977218 29553668 54227746
119 60 378 16646041 3141256 5424669
922 485 32 42743380 37206625 47782285
302 237 70 30034954 95615417 20251817
91 897 951 56197997 55315298 20947077
999 115 603 42225098 24519973 6903425
273 388 455 89394898 64495688 4359506
1 3 323 1 19048082 19039421
918 464 955 32661250 38809940 54496954
109 3 1 34153765 1 34161352
800 938 231 20447082 104863973 41665805
136 764 302 24371770 3032209 12983697
2 388 399 17469128 48274465 22407829
120 549 278 44525716 17241993 27729385
22 918 485 13380968 24444176 9088488
727 321 506 1463461 22477501 26582362
130 204 566 32688545 8470100 27851085
549 878 228 4325465 40363082 71113945
