15 930
11 11 1776
3 8 1860
7 7 5884
0 16 7621
5 16 613
12 1 1326
9 16 8202
1 6 6784
15 14 868
10 15 8872
4 13 498
4 4 7753
2 2 3333
9 16 2890
9 12 1746
10 16 4500
9 1 9797
6 15 3303
4 9 2497
10 1 7686
6 2 3996
10 7 9157
3 6 2460
11 12 460
14 9 8027
13 2 7556
14 8 7697
3 6 1039
12 14 6403
5 10 7647
7 0 5151
5 2 4339
11 16 6127
14 15 49
6 14 6429
9 15 3177
8 8 7971
15 10 5367
3 10 5795
13 14 2829
4 2 5340
6 4 3826
13 0 6042
11 7 8023
9 8 6309
15 6 8996
6 8 4234
16 8 4524
10 3 3168
15 1 6312
9 4 4346
4 5 4916
12 3 3529
2 13 2647
1 11 9080
15 15 857
15 3 1886
6 16 3512
0 1 9479
1 6 6189
13 7 7641
10 4 8987
13 16 4566
0 16 6856
11 9 2260
1 3 7205
12 11 8518
11 9 6873
12 5 7637
1 11 6607
16 14 9314
4 10 1100
3 10 9438
10 13 3074
10 2 3681
13 1 270
8 6 1839
8 9 2622
13 1 9847
15 2 6682
3 13 5791
13 3 1521
14 11 1491
2 15 9231
4 11 3740
13 2 4098
10 9 7516
2 4 2231
12 8 5404
14 8 9218
1 16 9862
4 15 4977
15 1 9904
5 6 9207
16 4 9744
1 4 127
2 0 7560
6 4 563
5 7 8711
13 14 3291
13 10 3614
2 9 8993
4 5 6882
1 7 6717
6 1 1574
10 0 1486
1 4 3074
5 1 8179
3 8 5775
0 2 5710
1 10 1017
10 10 1137
7 15 3943
5 10 925
6 0 4018
7 7 6963
11 16 3858
3 0 8571
2 16 9685
4 3 2604
5 3 9250
16 8 9485
5 15 4639
6 0 967
7 3 7677
14 13 865
4 14 7955
13 9 9211
12 7 5196
15 1 8270
1 2 4427
0 13 7283
15 0 5830
15 3 6950
10 2 3714
6 7 4047
11 11 9435
11 8 2954
2 0 5486
3 2 9159
13 16 9683
0 2 1723
0 12 9122
3 2 5821
13 7 2747
4 10 269
15 1 1703
14 5 907
5 5 2806
15 8 7084
15 9 2698
8 12 8898
12 6 5171
14 15 2506
12 5 8224
13 14 0
5 3 5053
2 4 1338
7 7 8067
16 4 6787
16 3 2122
11 15 4850
8 11 2254
15 8 3813
3 16 9181
1 11 5720
12 11 181
16 16 9296
6 2 8722
1 2 297
4 0 3181
3 4 7057
5 16 9999
13 7 7483
3 10 8977
15 9 9932
0 3 4266
16 11 3682
10 4 9086
3 5 5990
3 3 1476
7 1 1892
6 11 8839
4 11 1136
15 1 7643
7 10 6582
1 4 7955
13 10 6815
0 6 853
13 0 1783
8 13 9097
9 4 1269
11 15 3149
5 5 639
14 0 6610
8 16 3890
12 3 4552
5 16 8777
2 11 8566
3 16 2641
16 15 1298
3 8 6776
9 8 3428
5 14 308
6 7 2197
13 15 774
7 4 2325
6 3 8412
0 14 5421
7 0 2439
13 8 8159
4 6 1354
12 5 2972
1 16 1852
8 6 5482
15 2 5154
10 6 6506
13 13 4790
2 8 3172
2 5 8859
10 5 7280
8 4 6590
13 5 5352
12 15 3069
9 12 3083
3 8 9300
9 15 4667
13 5 1032
4 10 9875
9 15 3412
14 1 636
9 1 2844
14 14 6814
3 5 2326
16 14 6039
15 5 152
4 12 1790
10 3 9631
11 7 5735
9 5 1877
1 5 3198
11 6 5155
8 7 8156
4 13 8823
1 13 5358
6 6 3245
1 2 3990
12 7 4100
3 0 8364
16 6 2659
4 3 5844
1 15 1551
8 3 19
12 13 9304
0 8 2475
6 3 8967
0 3 1729
15 8 8131
15 14 9207
12 6 1183
16 6 7472
14 8 5062
8 11 6797
12 14 3141
4 3 5474
7 11 3485
1 16 30
10 5 6898
7 15 6424
5 11 1641
11 14 3480
2 12 8789
5 12 2723
2 11 2493
5 5 4220
16 0 9613
15 9 8270
12 9 7829
10 7 8743
13 12 3024
1 13 2386
14 11 9969
0 16 30
11 12 2587
7 12 9649
7 7 7339
7 0 7330
16 3 1349
15 16 3881
10 2 4133
14 10 3287
9 12 1519
16 16 244
11 8 6259
14 2 6353
4 10 8705
4 0 6799
16 4 4315
6 12 853
8 13 6487
1 10 5562
4 16 5205
4 11 6911
12 5 3403
15 2 821
16 6 2443
7 0 1528
11 10 2700
6 3 3787
2 10 2589
3 2 9426
11 0 3036
5 6 6092
10 3 5921
3 3 4166
9 0 4123
10 0 9484
11 5 3931
14 0 5165
8 1 7069
1 10 7422
1 11 8569
16 0 5676
10 0 5340
4 13 172
12 6 6527
13 7 5812
1 6 2124
2 0 5186
3 8 6794
5 9 6141
16 5 2437
7 4 3590
8 16 6513
12 5 8257
2 5 2346
0 14 1225
15 8 6421
15 13 634
14 15 356
14 8 5472
3 11 8111
7 14 7661
7 0 216
3 13 5344
8 4 6267
13 0 757
4 0 4650
0 2 1876
7 5 3953
15 12 1598
0 15 4937
14 9 2540
5 10 83
9 10 5609
14 5 2939
5 2 1304
14 16 164
16 2 4349
4 3 6339
8 1 1986
14 4 1079
6 11 2407
16 8 9561
9 12 9053
6 10 5494
16 16 7581
6 9 187
8 7 2438
11 14 1320
3 1 4486
15 4 6463
9 14 9010
0 13 6142
3 9 4425
13 6 2853
3 8 6748
13 6 516
3 2 5159
8 13 2553
10 3 3003
14 1 8107
2 5 9154
7 7 2334
16 16 6784
13 9 1763
12 8 6560
1 6 5185
11 1 5097
16 4 3349
2 1 2634
12 0 8585
0 15 4986
7 13 7892
14 2 9569
15 4 6366
6 11 2833
4 4 3847
13 1 2300
1 9 629
2 9 6508
11 2 775
0 8 3540
4 0 6518
6 15 9499
11 4 6908
13 5 4303
8 2 8432
9 8 9810
9 16 3596
2 16 8696
12 0 4465
4 13 5361
4 9 4187
10 3 5981
14 2 3879
3 9 3293
5 4 7135
13 11 6942
12 6 4163
2 11 8500
10 9 6234
6 1 5950
15 10 5339
1 14 2293
4 15 6382
4 11 323
16 2 6951
10 10 6465
7 0 4813
1 8 8977
10 1 5464
2 15 4107
3 15 5740
0 2 9587
16 8 8793
1 2 6620
11 0 7371
4 2 8534
13 9 3567
4 2 6067
14 5 7433
12 10 2132
1 14 5523
3 15 8147
2 0 2335
5 15 1968
13 7 339
6 7 936
15 16 7052
8 16 9204
5 9 9540
6 11 6997
11 7 3878
9 15 9170
10 7 1520
16 13 3660
6 13 2267
13 15 4292
4 4 2553
3 15 1862
3 4 1198
14 7 2376
13 5 9503
11 4 4673
9 15 3823
6 12 3044
10 13 8012
8 2 9747
3 14 3134
9 15 1742
4 8 1638
11 5 2958
7 9 1484
3 7 9090
1 14 3923
13 6 8320
1 13 6952
3 1 3807
0 11 2525
15 7 158
15 15 9560
11 1 2973
3 1 3748
10 13 9409
8 2 1832
5 9 9833
1 5 6127
3 2 6631
5 15 8341
12 15 7458
2 7 4901
3 11 1867
12 10 732
8 8 3705
10 8 5457
3 1 3461
16 16 6169
2 6 2538
0 8 5018
6 0 392
13 16 6754
16 13 5743
9 13 3021
8 16 3720
8 3 9634
0 7 1983
16 15 8142
6 16 5063
5 3 6554
5 12 1492
13 8 34
9 13 8094
13 5 8644
3 8 1784
7 11 6925
5 15 8602
11 13 296
11 10 840
14 9 512
1 8 7654
9 13 2428
5 6 6088
10 15 7797
10 8 3694
12 0 4782
10 8 2869
14 16 1417
15 7 9299
7 12 6350
15 13 292
12 11 5164
9 4 7721
8 15 6410
7 6 7902
15 8 5916
6 0 6439
5 14 7806
4 13 4511
7 15 5265
12 14 2976
14 14 9134
9 14 127
8 2 7697
5 0 6839
4 0 2986
4 3 5767
9 7 136
13 8 37
11 8 5367
16 6 3934
13 11 6095
1 3 631
4 12 3630
12 12 9242
13 2 1161
7 15 4169
6 0 1135
14 15 6180
13 1 5900
2 2 2996
5 7 4114
16 0 4416
11 11 1625
6 13 8502
16 10 2949
14 4 7235
5 9 7799
3 7 1502
12 1 3799
14 14 9013
12 2 3766
12 3 7194
15 14 5776
2 11 7209
12 3 4684
16 9 4835
0 13 9781
7 6 2362
16 4 6264
13 7 6853
7 13 769
10 14 4105
15 7 1142
9 1 4565
12 10 7265
12 9 3107
8 14 3558
5 6 5160
1 10 5038
8 1 1796
4 14 8430
2 5 5407
0 9 3495
9 10 7967
2 13 29
3 12 2631
0 1 3007
14 7 1662
8 3 96
0 6 2110
14 5 3069
2 4 3090
3 11 9369
13 9 7682
1 6 4295
13 7 1187
14 12 2251
4 16 4564
15 8 3193
4 2 4401
9 12 1394
4 9 8589
16 0 2795
16 15 8803
5 6 3882
4 8 1648
7 12 2505
6 8 9067
5 1 3790
7 10 768
2 2 9093
3 8 6251
11 15 7651
9 9 435
7 7 5275
15 6 2200
1 1 3842
0 1 9560
1 13 4664
11 6 1955
4 11 3542
3 16 2496
2 9 8258
11 9 3846
1 8 3294
7 13 7250
16 3 3253
8 1 3555
4 12 2719
1 12 6644
12 3 9729
11 12 3370
12 7 8858
4 13 6286
13 2 3513
0 16 4421
11 10 658
12 5 4729
16 1 2053
11 6 2772
5 5 1302
0 0 9440
15 16 7086
11 7 946
5 10 8751
4 12 4833
5 5 1392
11 4 2271
12 12 3381
1 6 9388
14 10 4951
15 8 7259
5 9 1514
3 5 5972
13 14 8129
0 1 7630
5 14 8078
0 12 9078
12 5 4186
10 6 8825
3 1 9639
2 9 6358
12 9 5055
8 8 4589
5 9 1246
7 15 4893
12 8 9950
7 14 3428
3 7 56
9 10 8241
1 15 3458
11 8 658
11 16 9281
2 11 9118
2 1 4763
0 13 1318
16 16 9970
14 7 2111
12 16 12
13 11 7055
11 7 8979
10 6 7089
0 15 4995
11 3 4211
4 7 711
0 16 5326
8 7 6632
15 9 1761
5 10 3441
7 14 2210
5 1 6894
11 7 3483
1 7 8337
4 10 9213
2 15 7998
1 5 8641
16 13 6035
9 3 131
10 14 709
15 4 7824
16 15 6071
15 3 8906
5 10 6989
15 1 8656
13 11 3970
2 0 3102
6 5 1018
0 2 4042
15 14 4284
10 13 4461
8 3 8924
2 16 9356
4 14 2847
13 13 744
7 7 7257
15 11 9451
11 16 6299
13 4 3489
1 9 2784
15 7 1272
1 11 3868
8 15 3818
13 7 8253
0 5 8215
15 10 9269
9 10 6709
9 12 8232
13 3 3522
6 11 5413
4 9 8264
16 8 6250
5 6 1794
12 16 3804
9 3 9267
10 4 3193
3 2 2254
15 7 6850
9 6 4350
4 1 5148
4 15 7177
4 1 3954
10 6 1698
0 10 2470
12 1 5469
7 10 1440
0 1 1288
7 1 816
4 1 9027
6 14 3059
12 0 8399
14 15 9967
11 3 688
4 13 1676
13 9 239
7 15 8242
16 13 1306
0 6 2493
1 4 6386
15 4 6509
6 7 4626
12 15 2649
6 9 3181
2 5 720
3 2 14
