14 928
2 14 4303
15 6 8432
5 2 9810
0 7 3596
6 4 8696
4 11 4465
13 15 5361
10 5 4187
8 0 5981
5 12 3879
4 12 3293
10 12 7135
12 14 6942
3 10 4163
7 3 8500
2 4 6234
1 5 5950
6 0 5339
6 13 2293
3 4 6382
15 2 323
11 1 6951
9 0 6465
3 3 4813
6 7 8977
10 1 5464
15 0 4107
15 11 5740
12 1 9587
1 15 8793
3 2 6620
4 10 7371
4 11 8534
8 9 3567
15 10 6067
1 2 7433
1 13 2132
12 10 5523
13 13 8147
12 6 2335
15 3 1968
9 14 339
4 5 936
13 4 7052
7 7 9204
10 1 9540
7 5 6997
1 8 3878
14 11 9170
5 11 1520
8 11 3660
6 15 2267
11 7 4292
0 3 2553
7 8 1862
8 12 1198
13 1 2376
6 7 9503
1 9 4673
12 9 3823
8 6 3044
7 1 8012
14 6 9747
1 15 3134
9 5 1742
5 3 1638
6 11 2958
13 11 1484
7 12 9090
0 11 3923
6 0 8320
8 12 6952
14 15 3807
13 14 2525
2 12 158
6 2 9560
1 1 2973
12 13 3748
8 15 9409
4 2 1832
4 2 9833
0 10 6127
0 9 6631
14 6 8341
10 5 7458
13 13 4901
14 10 1867
11 14 732
10 0 3705
12 8 5457
15 1 3461
9 1 6169
3 8 2538
9 14 5018
14 0 392
11 5 6754
6 0 5743
4 13 3021
4 6 3720
13 7 9634
14 13 1983
15 6 8142
8 0 5063
6 10 6554
6 2 1492
12 5 34
12 4 8094
9 2 8644
15 10 1784
7 13 6925
4 12 8602
10 10 296
11 1 840
5 12 512
8 0 7654
13 2 2428
1 0 6088
3 4 7797
14 13 3694
11 10 4782
7 4 2869
1 12 1417
2 4 9299
14 4 6350
14 10 292
1 7 5164
1 15 7721
6 4 6410
3 3 7902
13 1 5916
1 6 6439
13 15 7806
2 2 4511
6 1 5265
1 5 2976
8 1 9134
7 10 127
12 4 7697
15 2 6839
0 14 2986
6 5 5767
5 3 136
7 2 37
8 4 5367
13 4 3934
14 2 6095
8 2 631
13 3 3630
15 10 9242
14 4 1161
3 11 4169
7 3 1135
9 8 6180
13 0 5900
1 14 2996
4 13 4114
6 4 4416
9 2 1625
3 13 8502
7 6 2949
2 0 7235
5 15 7799
13 4 1502
13 0 3799
11 4 9013
8 6 3766
12 7 7194
15 0 5776
12 6 7209
2 11 4684
2 15 4835
2 6 9781
6 4 2362
6 11 6264
10 0 6853
1 7 769
8 1 4105
8 2 1142
14 11 4565
9 8 7265
8 11 3107
14 1 3558
2 11 5160
14 3 5038
14 9 1796
5 10 8430
7 3 5407
9 9 3495
4 14 7967
12 15 29
8 3 2631
9 9 3007
4 1 1662
8 15 96
1 3 2110
11 1 3069
14 1 3090
8 8 9369
6 8 7682
6 5 4295
9 12 1187
2 12 2251
3 10 4564
2 10 3193
5 9 4401
6 6 1394
7 8 8589
0 2 2795
8 4 8803
13 11 3882
10 15 1648
6 10 2505
0 15 9067
10 8 3790
3 9 768
9 11 9093
2 8 6251
4 3 7651
8 7 435
4 1 5275
3 1 2200
13 10 3842
12 5 9560
4 3 4664
13 3 1955
8 8 3542
0 3 2496
4 6 8258
11 9 3846
12 4 3294
13 13 7250
7 15 3253
12 8 3555
15 0 2719
2 3 6644
10 10 9729
13 10 3370
4 12 8858
13 2 6286
2 0 3513
15 3 4421
14 8 658
6 11 4729
7 11 2053
10 15 2772
4 0 1302
14 10 9440
10 5 7086
12 3 946
13 13 8751
0 2 4833
8 5 1392
4 14 2271
15 4 3381
14 8 9388
14 15 4951
9 15 7259
14 13 1514
1 15 5972
14 15 8129
1 0 7630
6 1 8078
4 0 9078
8 5 4186
1 2 8825
0 9 9639
15 4 6358
13 14 5055
12 3 4589
11 4 1246
12 2 4893
13 0 9950
13 6 3428
2 1 56
4 10 8241
13 2 3458
2 8 658
0 7 9281
3 4 9118
7 2 4763
9 15 1318
9 13 9970
0 1 2111
1 10 12
11 11 7055
13 13 8979
5 15 7089
12 0 4995
0 15 4211
3 10 711
2 0 5326
0 3 6632
1 2 1761
11 15 3441
6 14 2210
3 1 6894
2 2 3483
3 5 8337
2 9 9213
12 0 7998
12 14 8641
15 6 6035
2 8 131
1 9 709
15 12 7824
0 10 6071
3 5 8906
8 6 6989
1 4 8656
1 2 3970
0 3 3102
6 6 1018
14 10 4042
8 15 4284
4 15 4461
14 6 8924
3 1 9356
10 14 2847
14 14 744
0 0 7257
3 14 9451
9 8 6299
3 2 3489
2 14 2784
2 11 1272
8 7 3868
9 4 3818
7 3 8253
5 11 8215
5 5 9269
3 0 6709
12 11 8232
14 12 3522
13 12 5413
8 4 8264
0 0 6250
4 10 1794
7 8 3804
3 15 9267
8 5 3193
8 10 2254
3 3 6850
15 5 4350
12 10 5148
0 2 7177
1 12 3954
11 15 1698
3 11 2470
3 14 5469
8 7 1440
2 6 1288
5 8 816
10 6 9027
5 2 3059
7 12 8399
4 14 9967
3 0 688
14 6 1676
12 3 239
4 4 8242
10 12 1306
2 13 2493
8 0 6386
10 3 6509
6 2 4626
4 2 2649
4 2 3181
10 14 720
14 14 14
