10 920
0 1 2806
6 0 7084
0 3 2698
0 11 8898
11 9 5171
4 6 2506
3 1 8224
5 10 0
10 5 5053
6 5 1338
7 11 8067
8 11 6787
3 1 2122
2 7 4850
3 6 2254
2 9 3813
3 1 9181
2 5 5720
11 3 181
4 9 9296
3 4 8722
6 4 297
7 10 3181
3 8 7057
1 6 9999
10 4 7483
3 1 8977
9 2 9932
4 7 4266
1 3 3682
10 5 9086
6 3 5990
4 4 1476
0 9 1892
6 5 8839
2 0 1136
4 5 7643
6 9 6582
5 4 7955
9 10 6815
2 0 853
9 10 1783
6 3 9097
3 7 1269
0 2 3149
0 2 639
9 5 6610
7 0 3890
11 7 4552
9 11 8777
1 4 8566
0 7 2641
3 8 1298
10 5 6776
4 2 3428
10 5 308
4 7 2197
8 1 774
7 5 2325
6 7 8412
10 5 5421
9 10 2439
9 5 8159
2 5 1354
4 1 2972
2 10 1852
9 11 5482
3 5 5154
0 3 6506
7 7 4790
5 5 3172
3 4 8859
8 3 7280
6 5 6590
7 1 5352
5 1 3069
8 7 3083
6 2 9300
9 0 4667
8 2 1032
1 3 9875
5 2 3412
8 2 636
5 0 2844
6 5 6814
11 2 2326
7 1 6039
1 1 152
5 5 1790
8 1 9631
3 4 5735
5 5 1877
11 9 3198
4 1 5155
9 4 8156
3 10 8823
4 5 5358
5 9 3245
10 7 3990
3 2 4100
8 10 8364
5 3 2659
2 9 5844
7 0 1551
11 9 19
1 4 9304
11 6 2475
8 4 8967
8 6 1729
2 2 8131
0 10 9207
7 5 1183
5 1 7472
5 9 5062
6 0 6797
2 5 3141
9 0 5474
1 0 3485
11 9 30
2 4 6898
0 7 6424
10 6 1641
11 2 3480
8 4 8789
1 2 2723
6 3 2493
6 5 4220
6 7 9613
3 9 8270
0 11 7829
7 3 8743
6 0 3024
0 5 2386
5 10 9969
11 5 30
2 3 2587
11 11 9649
6 8 7339
7 10 7330
6 7 1349
2 3 3881
2 11 4133
11 5 3287
10 10 1519
7 8 244
10 7 6259
1 0 6353
9 4 8705
7 2 6799
7 11 4315
2 1 853
1 10 6487
6 1 5562
8 8 5205
5 1 6911
0 4 3403
1 2 821
9 11 2443
3 2 1528
2 5 2700
3 3 3787
1 2 2589
6 8 9426
7 6 3036
8 1 6092
0 8 5921
6 6 4166
5 5 4123
8 9 9484
5 9 3931
8 8 5165
11 9 7069
11 11 7422
5 11 8569
11 8 5676
11 1 5340
9 7 172
6 10 6527
4 6 5812
1 9 2124
10 3 5186
7 4 6794
11 10 6141
10 3 2437
10 11 3590
0 7 6513
11 4 8257
10 11 2346
8 11 1225
10 0 6421
1 6 634
9 8 356
11 6 5472
3 11 8111
2 5 7661
10 11 216
6 4 5344
5 10 6267
8 7 757
8 0 4650
2 7 1876
3 11 3953
9 11 1598
0 2 4937
5 8 2540
8 0 83
4 8 5609
3 3 2939
2 5 1304
7 3 164
2 3 4349
1 4 6339
5 2 1986
11 3 1079
7 8 2407
7 3 9561
3 8 9053
11 11 5494
8 7 7581
3 3 187
6 8 2438
10 8 1320
4 2 4486
11 6 6463
7 1 9010
10 6 6142
10 0 4425
9 6 2853
8 7 6748
0 2 516
8 5 5159
8 9 2553
11 7 3003
5 10 8107
10 5 9154
9 3 2334
9 0 6784
7 5 1763
6 9 6560
8 9 5185
5 4 5097
7 5 3349
2 4 2634
5 3 8585
10 2 4986
1 0 7892
5 0 9569
3 7 6366
0 4 2833
2 9 3847
10 6 2300
4 3 629
8 9 6508
4 2 775
10 8 3540
2 1 6518
2 2 9499
10 5 6908
6 2 4303
7 6 8432
1 10 9810
8 11 3596
6 4 8696
0 7 4465
9 3 5361
10 9 4187
4 8 5981
9 4 3879
0 0 3293
6 4 7135
4 2 6942
3 6 4163
11 7 8500
10 8 6234
1 1 5950
10 4 5339
6 1 2293
11 4 6382
3 6 323
11 1 6951
1 8 6465
11 7 4813
6 7 8977
2 1 5464
7 0 4107
3 7 5740
4 9 9587
9 11 8793
7 2 6620
0 6 7371
8 3 8534
8 9 3567
3 10 6067
9 2 7433
9 9 2132
8 2 5523
5 1 8147
8 6 2335
11 3 1968
9 6 339
4 1 936
1 8 7052
3 3 9204
10 9 9540
11 1 6997
5 8 3878
6 11 9170
1 7 1520
8 7 3660
2 11 2267
3 7 4292
4 11 2553
7 4 1862
8 4 1198
9 1 2376
10 7 9503
9 9 4673
8 9 3823
4 6 3044
7 1 8012
2 10 9747
5 11 3134
1 5 1742
9 3 1638
10 7 2958
9 11 1484
11 8 9090
8 11 3923
2 8 8320
8 0 6952
6 11 3807
5 6 2525
10 4 158
6 2 9560
5 1 2973
4 9 3748
0 11 9409
0 10 1832
0 10 9833
0 2 6127
0 5 6631
10 2 8341
2 5 7458
9 9 4901
10 2 1867
11 6 732
10 0 3705
8 4 5457
7 9 3461
1 9 6169
7 0 2538
9 2 5018
6 0 392
3 1 6754
10 8 5743
4 1 3021
8 10 3720
5 11 9634
6 5 1983
3 10 8142
4 8 5063
10 6 6554
10 2 1492
4 5 34
0 8 8094
5 10 8644
7 10 1784
7 1 6925
4 4 8602
6 6 296
3 9 840
9 4 512
4 8 7654
9 6 2428
5 0 6088
3 4 7797
6 5 3694
11 6 4782
3 4 2869
1 8 1417
2 4 9299
6 8 6350
2 2 292
9 11 5164
1 11 7721
6 4 6410
3 3 7902
1 1 5916
5 6 6439
1 3 7806
10 10 4511
10 1 5265
5 1 2976
8 5 9134
11 10 127
4 8 7697
11 6 6839
4 6 2986
10 9 5767
5 7 136
7 6 37
8 8 5367
1 8 3934
6 6 6095
8 6 631
5 11 3630
3 10 9242
10 0 1161
11 7 4169
11 7 1135
5 0 6180
5 4 5900
1 10 2996
0 5 4114
10 0 4416
9 2 1625
7 5 8502
11 10 2949
6 4 7235
5 11 7799
5 0 1502
1 8 3799
11 4 9013
8 10 3766
8 7 7194
3 8 5776
0 10 7209
10 3 4684
2 7 4835
6 2 9781
6 8 2362
6 11 6264
10 0 6853
1 3 769
8 9 4105
8 10 1142
6 11 4565
9 0 7265
8 7 3107
10 1 3558
10 11 5160
2 7 5038
2 9 1796
5 2 8430
3 3 5407
5 1 3495
8 10 7967
8 7 29
8 3 2631
9 5 3007
0 1 1662
8 3 96
9 3 2110
11 1 3069
2 9 3090
8 8 9369
6 0 7682
6 1 4295
9 4 1187
2 8 2251
3 2 4564
10 6 3193
1 1 4401
2 2 1394
3 8 8589
0 10 2795
4 8 8803
5 3 3882
2 11 1648
2 2 2505
4 7 9067
2 0 3790
3 5 768
5 7 9093
6 8 6251
8 7 7651
4 3 435
0 9 5275
11 9 2200
5 6 3842
4 9 9560
4 7 4664
9 3 1955
8 4 3542
8 11 2496
4 10 8258
7 1 3846
4 8 3294
1 9 7250
11 7 3253
0 8 3555
7 4 2719
2 3 6644
6 6 9729
5 10 3370
8 8 8858
9 2 6286
6 4 3513
7 7 4421
6 8 658
2 11 4729
11 7 2053
2 11 2772
0 0 1302
10 2 9440
10 1 7086
0 7 946
9 9 8751
4 10 4833
4 1 1392
4 6 2271
11 0 3381
10 0 9388
2 7 4951
5 7 7259
10 5 1514
9 11 5972
6 7 8129
9 8 7630
10 9 8078
8 8 9078
8 9 4186
1 2 8825
8 9 9639
7 8 6358
1 10 5055
4 11 4589
11 4 1246
8 6 4893
9 0 9950
5 2 3428
6 5 56
8 2 8241
9 10 3458
6 0 658
8 7 9281
7 8 9118
3 2 4763
9 7 1318
1 1 9970
4 5 2111
1 6 12
7 7 7055
5 1 8979
9 3 7089
8 4 4995
4 7 4211
11 6 711
6 4 5326
0 3 6632
5 10 1761
3 3 3441
2 2 2210
7 1 6894
10 10 3483
7 1 8337
2 5 9213
0 4 7998
4 6 8641
11 6 6035
10 4 131
5 9 709
11 4 7824
0 10 6071
3 9 8906
4 10 6989
9 8 8656
1 2 3970
8 3 3102
6 6 1018
2 10 4042
0 7 4284
8 3 4461
6 2 8924
7 9 9356
10 6 2847
10 10 744
0 8 7257
7 10 9451
5 4 6299
3 10 3489
2 6 2784
6 7 1272
8 11 3868
9 4 3818
7 3 8253
9 7 8215
9 1 9269
7 4 6709
0 3 8232
10 8 3522
5 0 5413
4 0 8264
4 0 6250
0 10 1794
3 0 3804
3 3 9267
8 5 3193
0 10 2254
3 3 6850
3 1 4350
4 2 5148
8 6 7177
1 8 3954
11 7 1698
3 7 2470
11 6 5469
8 3 1440
10 10 1288
1 0 816
6 6 9027
9 10 3059
7 8 8399
4 2 9967
3 4 688
10 6 1676
8 3 239
0 4 8242
2 0 1306
2 1 2493
8 8 6386
6 3 6509
6 10 4626
0 2 2649
8 6 3181
2 2 720
10 2 14
