11 922
3 1 30
3 11 6898
6 4 6424
0 7 1641
7 8 3480
8 4 8789
9 9 2723
3 4 2493
7 2 4220
6 9 9613
7 10 8270
8 3 7829
12 5 8743
9 5 3024
6 1 2386
11 11 9969
9 8 30
0 7 2587
4 8 9649
0 11 7339
12 7 7330
2 4 1349
10 9 3881
2 7 4133
5 5 3287
4 10 1519
1 2 244
8 3 6259
5 7 6353
3 8 8705
10 2 6799
4 7 4315
2 10 853
9 12 6487
1 10 5562
0 3 5205
3 10 6911
6 12 3403
1 4 821
11 0 2443
2 9 1528
9 7 2700
6 8 3787
5 5 2589
4 7 9426
10 4 3036
7 4 6092
6 8 5921
12 10 4166
12 4 4123
9 5 9484
5 4 3931
0 9 5165
6 3 7069
2 6 7422
6 12 8569
0 6 5676
10 4 5340
9 9 172
2 6 6527
8 12 5812
12 9 2124
9 3 5186
12 5 6794
8 1 6141
7 4 2437
2 2 3590
7 9 6513
5 10 8257
12 12 2346
0 0 1225
12 0 6421
2 5 634
9 10 356
12 0 5472
4 3 8111
6 3 7661
3 4 216
2 2 5344
1 11 6267
3 8 757
3 2 4650
8 9 1876
8 11 3953
8 0 1598
0 12 4937
3 8 2540
9 6 83
0 0 5609
12 12 2939
9 2 1304
1 5 164
10 9 4349
8 2 6339
11 4 1986
12 7 1079
7 2 2407
0 3 9561
0 7 9053
2 2 5494
6 11 7581
0 12 187
9 4 2438
11 7 1320
4 6 4486
0 1 6463
2 10 9010
5 12 6142
1 0 4425
3 12 2853
3 12 6748
3 10 516
7 10 5159
3 6 2553
10 0 3003
11 5 8107
10 12 9154
12 11 2334
12 12 6784
0 3 1763
1 9 6560
11 8 5185
10 9 5097
6 6 3349
6 1 2634
1 4 8585
0 8 4986
11 3 7892
12 5 9569
5 7 6366
1 2 2833
12 0 3847
10 3 2300
4 2 629
5 5 6508
12 5 775
9 7 3540
1 7 6518
6 5 9499
1 5 6908
5 4 4303
7 5 8432
10 6 9810
1 6 3596
7 11 8696
1 0 4465
9 3 5361
3 6 4187
10 9 5981
2 0 3879
7 8 3293
12 8 7135
5 9 6942
11 5 4163
11 8 8500
0 5 6234
3 1 5950
9 6 5339
5 1 2293
6 4 6382
3 9 323
0 5 6951
9 11 6465
3 2 4813
11 10 8977
3 12 5464
6 5 4107
1 6 5740
2 2 9587
7 6 8793
5 1 6620
12 4 7371
10 5 8534
2 1 3567
12 10 6067
1 6 7433
6 5 2132
1 6 5523
3 7 8147
11 0 2335
0 2 1968
6 8 339
0 4 936
1 8 7052
0 3 9204
9 12 9540
3 2 6997
11 9 3878
5 7 9170
6 8 1520
10 6 3660
5 8 2267
9 11 4292
7 11 2553
10 3 1862
11 9 1198
0 3 2376
12 3 9503
6 4 4673
3 11 3823
10 4 3044
7 9 8012
5 10 9747
5 11 3134
10 2 1742
8 7 1638
11 12 2958
3 8 1484
10 2 9090
8 1 3923
12 9 8320
11 0 6952
8 12 3807
6 10 2525
8 1 158
5 5 9560
6 10 2973
1 2 3748
3 10 9409
5 11 1832
3 5 9833
3 9 6127
3 9 6631
2 3 8341
3 3 7458
11 0 4901
8 7 1867
12 0 732
9 12 3705
7 7 5457
0 0 3461
11 8 6169
8 11 2538
11 12 5018
3 7 392
3 0 6754
0 11 5743
0 5 3021
1 0 3720
11 0 9634
0 8 1983
8 5 8142
7 8 5063
8 1 6554
2 9 1492
5 10 34
3 10 8094
10 6 8644
12 0 1784
0 6 6925
10 8 8602
4 12 296
0 1 840
1 3 512
0 3 7654
10 6 2428
7 2 6088
0 11 7797
3 10 3694
11 12 4782
6 1 2869
7 3 1417
10 1 9299
0 8 6350
3 12 292
10 8 5164
1 8 7721
0 1 6410
12 5 7902
0 10 5916
1 2 6439
4 4 7806
8 12 4511
5 10 5265
7 9 2976
4 8 9134
1 6 127
3 11 7697
10 8 6839
9 6 2986
11 4 5767
4 10 136
5 10 37
2 8 5367
0 8 3934
8 9 6095
3 10 631
2 1 3630
12 5 9242
6 8 1161
12 0 4169
12 6 1135
9 5 6180
6 0 5900
1 2 2996
0 9 4114
12 9 4416
0 8 1625
5 2 8502
2 7 2949
2 7 7235
10 6 7799
2 10 1502
4 6 3799
6 6 9013
4 5 3766
0 4 7194
11 4 5776
2 10 7209
9 2 4684
3 1 4835
12 1 9781
9 0 2362
4 10 6264
10 3 6853
5 11 769
9 7 4105
2 1 1142
12 9 4565
1 12 7265
4 1 3107
5 8 3558
7 11 5160
7 6 5038
10 8 1796
8 5 8430
3 6 5407
6 8 3495
4 12 7967
3 5 29
7 8 2631
2 3 3007
2 10 1662
9 0 96
6 9 2110
11 2 3069
4 12 3090
2 8 9369
1 5 7682
9 2 4295
4 3 1187
7 11 2251
4 0 4564
6 9 3193
2 0 4401
4 3 1394
5 1 8589
1 5 2795
8 3 8803
10 6 3882
3 2 1648
3 4 2505
3 11 9067
1 7 3790
1 1 768
4 1 9093
8 12 6251
2 5 7651
5 1 435
1 0 5275
3 8 2200
9 7 3842
9 2 9560
3 3 4664
4 10 1955
7 8 3542
8 12 2496
1 9 8258
2 9 3846
2 4 3294
10 10 7250
6 9 3253
10 12 3555
0 6 2719
12 2 6644
7 0 9729
6 6 3370
5 7 8858
1 10 6286
6 7 3513
5 6 4421
3 7 658
2 9 4729
11 8 2053
0 12 2772
2 7 1302
8 12 9440
4 0 7086
1 3 946
11 9 8751
4 7 4833
0 3 1392
10 6 2271
5 7 3381
4 7 9388
0 9 4951
0 4 7259
2 8 1514
7 4 5972
3 4 8129
0 9 7630
3 9 8078
11 1 9078
5 8 4186
2 3 8825
11 11 9639
4 10 6358
0 7 5055
6 9 4589
10 1 1246
7 4 4893
5 11 9950
6 7 3428
3 12 56
6 12 8241
6 4 3458
4 11 658
0 5 9281
9 5 9118
12 10 4763
3 8 1318
3 8 9970
11 11 2111
12 0 12
0 9 7055
4 9 8979
4 7 7089
11 11 4995
3 3 4211
3 3 711
11 0 5326
9 7 6632
7 5 1761
9 12 3441
7 9 2210
5 1 6894
12 0 3483
0 3 8337
3 9 9213
8 11 7998
8 12 8641
4 4 6035
10 4 131
11 3 709
9 2 7824
10 3 6071
0 8 8906
3 7 6989
12 5 8656
10 8 3970
10 12 3102
3 5 1018
9 8 4042
0 5 4284
4 2 4461
7 7 8924
4 5 9356
1 4 2847
8 3 744
3 7 7257
4 8 9451
11 4 6299
6 5 3489
0 5 2784
3 3 1272
10 12 3868
4 6 3818
10 1 8253
2 0 8215
11 1 9269
6 3 6709
11 2 8232
3 4 3522
9 7 5413
1 8 8264
1 2 6250
9 5 1794
10 11 3804
0 6 9267
3 10 3193
6 5 2254
8 7 6850
1 7 4350
9 0 5148
6 7 7177
11 6 3954
3 3 1698
3 6 2470
12 8 5469
11 0 1440
5 4 1288
12 1 816
8 11 9027
9 11 3059
5 8 8399
12 8 9967
4 11 688
10 10 1676
7 8 239
8 7 8242
1 8 1306
2 5 2493
0 11 6386
11 4 6509
8 10 4626
5 10 2649
5 7 3181
2 10 720
0 4 14
