9 918
0 4 9485
9 2 4639
9 5 967
0 2 7677
7 2 865
1 4 7955
10 7 9211
6 0 5196
4 4 8270
7 2 4427
9 6 7283
0 8 5830
5 7 6950
6 0 3714
8 5 4047
10 10 9435
4 3 2954
5 10 5486
9 10 9159
9 7 9683
2 7 1723
10 5 9122
6 0 5821
4 6 2747
10 10 269
9 8 1703
10 6 907
7 3 2806
4 4 7084
1 9 2698
6 0 8898
10 9 5171
10 7 2506
3 7 8224
0 4 0
6 7 5053
0 10 1338
3 4 8067
8 5 6787
4 0 2122
4 4 4850
0 0 2254
6 7 3813
2 7 9181
7 9 5720
1 0 181
0 8 9296
4 5 8722
7 8 297
7 4 3181
1 10 7057
10 0 9999
6 1 7483
0 7 8977
10 6 9932
8 4 4266
5 7 3682
9 10 9086
4 6 5990
8 5 1476
7 9 1892
7 7 8839
6 1 1136
3 3 7643
9 3 6582
0 0 7955
8 9 6815
7 5 853
0 4 1783
4 0 9097
2 1 1269
7 3 3149
8 2 639
9 6 6610
2 0 3890
2 1 4552
0 9 8777
3 0 8566
8 0 2641
8 2 1298
9 10 6776
10 3 3428
10 3 308
6 6 2197
4 1 774
3 3 2325
1 4 8412
1 1 5421
10 4 2439
10 6 8159
9 0 1354
1 6 2972
3 9 1852
9 7 5482
9 5 5154
10 2 6506
3 2 4790
3 10 3172
7 10 8859
2 7 7280
1 1 6590
7 0 5352
5 9 3069
10 2 3083
3 4 9300
5 5 4667
5 1 1032
4 8 9875
3 5 3412
10 10 636
9 4 2844
9 6 6814
5 9 2326
8 4 6039
10 6 152
2 7 1790
4 5 9631
10 6 5735
4 9 1877
1 8 3198
4 7 5155
10 6 8156
6 3 8823
10 1 5358
5 10 3245
1 0 3990
4 6 4100
0 5 8364
7 10 2659
4 3 5844
9 7 1551
4 10 19
5 9 9304
5 9 2475
4 7 8967
3 1 1729
7 9 8131
1 8 9207
9 8 1183
2 8 7472
9 10 5062
6 2 6797
2 3 3141
1 9 5474
8 4 3485
7 2 30
6 1 6898
3 3 6424
10 5 1641
7 1 3480
6 10 8789
7 7 2723
10 6 2493
8 10 4220
1 9 9613
3 10 8270
3 1 7829
6 10 8743
10 8 3024
9 5 2386
9 10 9969
3 5 30
9 3 2587
6 5 9649
4 6 7339
1 2 7330
2 7 1349
0 4 3881
8 4 4133
0 3 3287
0 9 1519
3 7 244
6 1 6259
9 5 6353
4 5 8705
6 6 6799
1 6 4315
3 8 853
7 5 6487
10 1 5562
6 4 5205
3 4 6911
4 6 3403
10 5 821
2 10 2443
6 8 1528
1 6 2700
9 7 3787
3 7 2589
2 3 9426
5 9 3036
9 3 6092
4 10 5921
7 0 4166
6 10 4123
4 9 9484
8 4 3931
4 9 5165
1 6 7069
2 10 7422
0 0 8569
2 8 5676
10 5 5340
8 7 172
5 4 6527
4 5 5812
8 10 2124
7 6 5186
2 9 6794
0 2 6141
0 7 2437
6 8 3590
1 5 6513
6 7 8257
0 3 2346
3 5 1225
1 10 6421
7 1 634
3 7 356
3 0 5472
0 8 8111
8 1 7661
3 8 216
8 3 5344
0 4 6267
3 2 757
2 2 4650
3 0 1876
9 4 3953
9 0 1598
4 5 4937
5 9 2540
0 8 83
1 6 5609
6 10 2939
6 0 1304
7 4 164
7 7 4349
0 6 6339
10 8 1986
2 0 1079
0 4 2407
8 5 9561
3 9 9053
1 8 5494
10 7 7581
1 7 187
8 10 2438
3 4 1320
9 4 4486
7 3 6463
0 3 9010
5 7 6142
1 10 4425
9 5 2853
3 4 6748
0 7 516
10 7 5159
1 2 2553
6 7 3003
9 0 8107
10 5 9154
5 1 2334
4 3 6784
7 7 1763
9 1 6560
5 5 5185
10 8 5097
0 8 3349
7 0 2634
6 8 8585
0 2 4986
1 5 7892
2 0 9569
8 10 6366
9 6 2833
2 5 3847
8 2 2300
6 7 629
6 3 6508
2 5 775
2 1 3540
5 8 6518
5 8 9499
5 0 6908
9 9 4303
1 6 8432
3 6 9810
8 3 3596
1 3 8696
4 6 4465
6 4 5361
3 2 4187
9 10 5981
9 7 3879
8 4 3293
3 6 7135
9 8 6942
1 9 4163
2 4 8500
6 3 6234
10 4 5950
1 7 5339
0 2 2293
8 0 6382
10 4 323
3 5 6951
0 6 6465
7 7 4813
0 4 8977
3 2 5464
5 3 4107
10 9 5740
1 4 9587
2 10 8793
4 1 6620
7 1 7371
2 3 8534
8 2 3567
1 0 6067
2 9 7433
5 1 2132
1 6 5523
5 8 8147
2 10 2335
4 8 1968
3 2 339
4 9 936
6 4 7052
4 7 9204
1 9 9540
0 10 6997
4 7 3878
1 2 9170
1 10 1520
7 4 3660
9 5 2267
7 0 4292
10 8 2553
6 1 1862
2 4 1198
1 9 2376
7 8 9503
9 8 4673
6 1 3823
0 8 3044
3 7 8012
3 8 9747
9 2 3134
8 0 1742
10 3 1638
8 3 2958
3 4 1484
10 9 9090
0 4 3923
8 10 8320
3 0 6952
0 9 3807
2 2 2525
2 4 158
4 0 9560
5 8 2973
9 6 3748
7 7 9409
1 6 1832
9 10 9833
9 3 6127
8 8 6631
8 3 8341
1 8 7458
0 10 4901
8 9 1867
1 6 732
8 5 3705
3 2 5457
3 9 3461
4 1 6169
2 8 2538
5 3 5018
0 8 392
10 3 6754
7 2 5743
2 5 3021
5 6 3720
6 1 9634
2 7 1983
3 10 8142
1 10 5063
2 7 6554
10 1 1492
1 6 34
3 8 8094
6 8 8644
10 8 1784
1 4 6925
6 1 8602
3 10 296
3 1 840
10 2 512
10 8 7654
5 3 2428
2 7 6088
10 7 7797
6 8 3694
8 1 4782
9 9 2869
6 8 1417
5 0 9299
7 2 6350
4 4 292
8 4 5164
2 4 7721
10 6 6410
5 4 7902
4 10 5916
2 6 6439
10 8 7806
9 0 4511
9 5 5265
1 9 2976
3 1 9134
5 7 127
1 4 7697
3 8 6839
0 9 2986
6 5 5767
1 8 136
10 6 37
4 10 5367
0 8 3934
1 1 6095
6 1 631
0 1 3630
6 0 9242
5 4 1161
8 10 4169
4 7 1135
10 1 6180
7 5 5900
4 5 2996
4 8 4114
3 1 4416
4 1 1625
4 10 8502
6 8 2949
5 9 7235
10 2 7799
0 8 1502
3 2 3799
8 9 9013
3 8 3766
4 5 7194
4 10 5776
1 0 7209
9 7 4684
7 9 4835
8 6 9781
5 7 2362
5 5 6264
3 9 6853
10 7 769
4 6 4105
1 0 1142
1 6 4565
8 4 7265
4 9 3107
10 7 3558
4 3 5160
8 9 5038
6 6 1796
2 9 8430
9 4 5407
7 4 3495
0 4 7967
4 5 29
1 5 2631
8 10 3007
9 1 1662
8 8 96
1 7 2110
10 9 3069
3 2 3090
6 5 9369
10 1 7682
3 6 4295
8 7 1187
7 0 2251
8 1 4564
3 6 3193
10 9 4401
8 5 1394
8 3 8589
3 9 2795
2 8 8803
8 8 3882
3 0 1648
1 3 2505
2 2 9067
6 10 3790
4 2 768
9 6 9093
0 9 6251
7 0 7651
4 9 435
0 4 5275
0 2 2200
1 8 3842
1 8 9560
0 3 4664
2 1 1955
6 7 3542
2 8 2496
3 7 8258
1 7 3846
5 9 3294
7 9 7250
2 7 3253
8 7 3555
0 6 2719
10 1 6644
6 1 9729
3 6 3370
9 0 8858
5 1 6286
4 4 3513
0 8 4421
5 0 658
1 1 4729
6 4 2053
7 5 2772
6 8 1302
1 5 9440
10 5 7086
0 5 946
3 7 8751
0 9 4833
9 8 1392
0 6 2271
4 2 3381
9 8 9388
4 1 4951
10 10 7259
2 10 1514
5 8 5972
1 10 8129
9 4 7630
6 8 8078
10 4 9078
1 1 4186
8 3 8825
9 1 9639
6 3 6358
6 5 5055
1 7 4589
0 7 1246
5 10 4893
0 2 9950
4 1 3428
3 3 56
6 4 8241
5 4 3458
9 6 658
1 7 9281
8 6 9118
2 1 4763
1 7 1318
1 9 9970
3 6 2111
4 3 12
6 10 7055
10 1 8979
3 1 7089
8 5 4995
3 5 4211
3 4 711
10 3 5326
7 6 6632
2 8 1761
3 2 3441
0 10 2210
10 0 6894
0 7 3483
4 1 8337
9 6 9213
0 8 7998
3 1 8641
7 7 6035
5 0 131
5 4 709
2 2 7824
2 4 6071
8 5 8906
9 8 6989
4 9 8656
1 0 3970
3 7 3102
8 9 1018
6 8 4042
0 9 4284
0 9 4461
4 10 8924
7 0 9356
3 10 2847
10 2 744
10 1 7257
4 9 9451
0 9 6299
8 6 3489
4 6 2784
3 0 1272
2 5 3868
0 2 3818
8 4 8253
8 5 8215
7 9 9269
5 10 6709
4 3 8232
10 4 3522
6 8 5413
4 3 8264
10 7 6250
10 2 1794
3 7 3804
7 1 9267
3 6 3193
2 7 2254
5 0 6850
7 4 4350
5 5 5148
6 0 7177
1 7 3954
3 6 1698
8 3 2470
8 6 5469
1 7 1440
6 5 1288
6 8 816
8 2 9027
3 6 3059
1 6 8399
9 8 9967
2 7 688
5 5 1676
9 4 239
6 0 8242
9 9 1306
6 8 2493
8 9 6386
3 9 6509
7 10 4626
2 7 2649
7 4 3181
1 3 720
4 0 14
