13 926
11 8 3141
3 0 5474
10 3 3485
14 9 30
2 10 6898
0 4 6424
10 12 1641
8 11 3480
8 10 8789
7 8 2723
0 6 2493
0 5 4220
3 1 9613
12 6 8270
0 11 7829
4 0 8743
9 3 3024
12 14 2386
8 10 9969
8 8 30
14 9 2587
11 14 9649
12 14 7339
10 1 7330
6 10 1349
14 6 3881
2 2 4133
8 8 3287
4 7 1519
4 14 244
13 13 6259
4 12 6353
3 4 8705
4 14 6799
7 5 4315
5 4 853
7 7 6487
0 4 5562
14 5 5205
14 7 6911
12 1 3403
10 2 821
6 14 2443
12 8 1528
2 5 2700
6 9 3787
13 11 2589
9 8 9426
7 6 3036
14 7 6092
0 5 5921
9 9 4166
8 2 4123
2 12 9484
14 12 3931
8 11 5165
5 0 7069
5 11 7422
11 14 8569
11 2 5676
8 10 5340
9 1 172
3 1 6527
1 0 5812
13 3 2124
10 9 5186
10 13 6794
14 7 6141
13 3 2437
7 14 3590
3 1 6513
11 4 8257
13 8 2346
5 5 1225
1 12 6421
10 3 634
0 2 356
14 6 5472
3 8 8111
2 5 7661
4 14 216
0 1 5344
8 4 6267
5 4 757
2 12 4650
5 4 1876
0 5 3953
6 2 1598
6 5 4937
11 14 2540
2 0 83
10 11 5609
0 3 2939
11 8 1304
1 3 164
5 6 4349
10 4 6339
5 2 1986
2 6 1079
1 14 2407
1 9 9561
12 8 9053
8 14 5494
8 13 7581
3 9 187
9 8 2438
13 5 1320
7 8 4486
5 3 6463
4 10 9010
13 6 6142
13 12 4425
12 6 2853
2 7 6748
12 11 516
5 2 5159
2 12 2553
11 10 3003
14 13 8107
1 11 9154
0 3 2334
12 3 6784
10 8 1763
9 6 6560
5 12 5185
14 13 5097
4 8 3349
14 1 2634
5 0 8585
1 5 4986
4 6 7892
14 12 9569
0 10 6366
6 13 2833
11 3 3847
1 12 2300
10 3 629
11 12 6508
4 2 775
1 5 3540
14 10 6518
11 14 9499
7 8 6908
12 11 4303
7 9 8432
4 4 9810
14 5 3596
12 4 8696
6 1 4465
12 3 5361
7 6 4187
13 5 5981
6 10 3879
3 9 3293
12 13 7135
1 5 6942
6 6 4163
2 10 8500
10 2 6234
13 13 5950
4 10 5339
9 13 2293
5 4 6382
6 3 323
11 13 6951
1 8 6465
14 13 4813
9 10 8977
11 4 5464
1 12 4107
3 1 5740
1 12 9587
6 14 8793
1 14 6620
6 3 7371
14 3 8534
5 12 3567
0 4 6067
12 5 7433
9 9 2132
2 5 5523
14 4 8147
5 12 2335
5 3 1968
0 6 339
10 13 936
7 5 7052
3 12 9204
1 6 9540
2 10 6997
14 8 3878
3 2 9170
1 13 1520
11 13 3660
2 8 2267
0 1 4292
13 8 2553
10 13 1862
8 10 1198
3 4 2376
4 7 9503
6 12 4673
11 9 3823
10 12 3044
10 4 8012
11 4 9747
11 14 3134
1 8 1742
3 6 1638
7 4 2958
6 5 1484
11 5 9090
5 8 3923
2 5 8320
14 12 6952
3 14 3807
2 9 2525
10 1 158
9 11 9560
5 7 2973
10 6 3748
0 8 9409
9 1 1832
6 13 9833
3 5 6127
3 14 6631
4 11 8341
5 5 7458
9 0 4901
1 5 1867
14 3 732
7 0 3705
8 7 5457
7 12 3461
4 12 6169
4 3 2538
0 5 5018
12 0 392
12 13 6754
10 5 5743
13 10 3021
5 10 3720
5 2 9634
9 11 1983
6 10 8142
10 5 5063
7 3 6554
7 5 1492
13 5 34
3 5 8094
5 7 8644
7 7 1784
10 7 6925
13 7 8602
0 6 296
6 9 840
9 1 512
7 8 7654
12 12 2428
2 6 6088
9 10 7797
9 5 3694
8 12 4782
0 1 2869
13 14 1417
14 4 9299
0 11 6350
8 2 292
6 8 5164
4 11 7721
0 10 6410
12 0 7902
1 4 5916
2 3 6439
1 0 7806
13 4 4511
1 7 5265
11 4 2976
11 8 9134
14 1 127
10 11 7697
2 0 6839
13 6 2986
1 12 5767
8 10 136
4 6 37
11 2 5367
7 5 3934
0 9 6095
8 12 631
5 11 3630
12 10 9242
4 6 1161
8 10 4169
11 1 1135
2 0 6180
11 13 5900
1 4 2996
3 14 4114
7 12 4416
3 2 1625
13 2 8502
11 10 2949
6 10 7235
14 2 7799
14 3 1502
4 8 3799
8 1 9013
14 10 3766
11 4 7194
6 14 5776
0 13 7209
10 9 4684
5 10 4835
0 11 9781
3 8 2362
3 14 6264
4 9 6853
7 6 769
11 12 4105
2 4 1142
0 5 4565
9 12 7265
11 7 3107
7 1 3558
7 8 5160
14 7 5038
8 3 1796
14 14 8430
12 9 5407
8 1 3495
5 13 7967
2 10 29
2 3 2631
3 8 3007
3 13 1662
11 6 96
6 9 2110
5 1 3069
14 9 3090
8 11 9369
6 9 7682
9 13 4295
12 4 1187
5 14 2251
3 8 4564
1 9 3193
10 10 4401
11 11 1394
12 11 8589
9 1 2795
10 5 8803
8 0 3882
5 5 1648
11 11 2505
4 13 9067
5 3 3790
0 11 768
11 10 9093
0 14 6251
8 1 7651
13 12 435
6 6 5275
11 9 2200
14 9 3842
4 6 9560
7 13 4664
3 6 1955
5 1 3542
11 14 2496
13 10 8258
10 7 3846
1 14 3294
10 0 7250
11 4 3253
9 5 3555
7 1 2719
5 3 6644
6 6 9729
5 4 3370
8 2 8858
0 8 6286
0 4 3513
7 7 4421
3 5 658
8 2 4729
2 4 2053
5 5 2772
3 9 1302
7 11 9440
1 10 7086
9 13 946
6 12 8751
13 10 4833
10 4 1392
13 0 2271
2 6 3381
7 3 9388
8 13 4951
5 13 7259
7 11 1514
12 2 5972
9 1 8129
12 14 7630
1 12 8078
8 5 9078
14 6 4186
10 2 8825
8 3 9639
13 14 6358
10 10 5055
4 8 4589
5 7 1246
5 12 4893
9 0 9950
14 5 3428
12 2 56
14 14 8241
9 4 3458
9 9 658
11 4 9281
4 5 9118
3 11 4763
0 4 1318
7 1 9970
13 14 2111
7 6 12
13 4 7055
2 4 8979
3 12 7089
14 10 4995
4 4 4211
8 9 711
12 4 5326
6 12 6632
5 13 1761
3 6 3441
14 11 2210
10 7 6894
7 13 3483
10 13 8337
14 2 9213
0 10 7998
4 6 8641
8 3 6035
7 7 131
5 0 709
8 1 7824
0 7 6071
6 0 8906
4 4 6989
6 8 8656
1 8 3970
8 9 3102
3 6 1018
2 10 4042
3 4 4284
11 0 4461
3 11 8924
10 3 9356
7 9 2847
7 10 744
0 2 7257
1 1 9451
14 4 6299
9 1 3489
5 12 2784
6 13 1272
2 14 3868
12 1 3818
13 0 8253
0 4 8215
9 7 9269
10 10 6709
0 6 8232
1 5 3522
14 6 5413
4 3 8264
4 3 6250
12 13 1794
12 12 3804
9 9 9267
8 14 3193
3 10 2254
9 0 6850
6 4 4350
13 2 5148
8 6 7177
4 8 3954
2 13 1698
6 7 2470
8 6 5469
14 6 1440
1 1 1288
1 6 816
12 3 9027
0 1 3059
13 14 8399
7 8 9967
12 13 688
4 0 1676
2 6 239
9 7 8242
2 0 1306
8 4 2493
11 8 6386
12 12 6509
3 13 4626
3 8 2649
8 6 3181
8 14 720
7 14 14
