6 912
1 3 5196
4 0 8270
0 2 4427
6 0 7283
3 7 5830
5 6 6950
2 3 3714
2 4 4047
4 0 9435
2 3 2954
6 0 5486
6 6 9159
0 1 9683
0 4 1723
7 2 9122
5 1 5821
0 3 2747
5 2 269
5 5 1703
0 7 907
0 5 2806
6 4 7084
0 7 2698
4 3 8898
7 5 5171
0 2 2506
3 5 8224
5 2 0
2 1 5053
2 5 1338
7 3 8067
4 7 6787
3 1 2122
6 3 4850
3 6 2254
6 1 3813
3 1 9181
6 1 5720
7 7 181
4 1 9296
7 4 8722
6 0 297
7 2 3181
3 4 7057
1 2 9999
2 0 7483
3 5 8977
5 6 9932
4 3 4266
5 3 3682
2 5 9086
2 7 5990
4 4 1476
0 5 1892
2 5 8839
2 0 1136
0 1 7643
6 5 6582
1 0 7955
5 2 6815
2 0 853
1 6 1783
6 3 9097
3 7 1269
0 6 3149
0 6 639
1 1 6610
7 0 3890
7 3 4552
1 3 8777
1 0 8566
0 7 2641
3 0 1298
2 5 6776
0 2 3428
6 1 308
0 3 2197
0 5 774
3 5 2325
6 7 8412
6 5 5421
5 6 2439
5 1 8159
2 1 1354
4 5 2972
6 2 1852
1 7 5482
7 5 5154
4 3 6506
3 7 4790
1 5 3172
7 4 8859
0 3 7280
2 5 6590
7 1 5352
1 5 3069
0 7 3083
6 2 9300
1 4 4667
0 2 1032
5 7 9875
1 2 3412
4 2 636
1 0 2844
2 1 6814
7 6 2326
7 1 6039
1 5 152
5 1 1790
0 1 9631
7 4 5735
1 1 1877
3 5 3198
4 1 5155
5 0 8156
3 6 8823
4 5 5358
1 5 3245
2 3 3990
3 2 4100
0 2 8364
1 7 2659
6 5 5844
7 0 1551
7 5 19
5 4 9304
3 2 2475
0 0 8967
4 6 1729
6 2 8131
0 6 9207
7 1 1183
5 5 7472
5 5 5062
2 0 6797
6 1 3141
1 4 5474
1 4 3485
7 5 30
2 0 6898
0 7 6424
2 6 1641
7 6 3480
4 4 8789
5 2 2723
6 7 2493
2 1 4220
6 7 9613
3 5 8270
4 7 7829
3 7 8743
2 0 3024
0 1 2386
5 6 9969
7 1 30
6 7 2587
7 3 9649
6 0 7339
3 6 7330
2 3 1349
2 3 3881
2 3 4133
3 5 3287
2 6 1519
3 4 244
2 7 6259
5 0 6353
5 4 8705
3 6 6799
7 3 4315
2 5 853
5 2 6487
2 1 5562
0 0 5205
5 5 6911
4 0 3403
5 2 821
1 3 2443
7 2 1528
2 5 2700
7 3 3787
1 2 2589
2 4 9426
3 2 3036
0 1 6092
0 4 5921
2 2 4166
5 5 4123
0 5 9484
5 1 3931
0 4 5165
3 1 7069
7 3 7422
1 7 8569
3 4 5676
7 5 5340
1 3 172
6 6 6527
4 2 5812
5 5 2124
2 3 5186
3 0 6794
7 6 6141
6 7 2437
2 3 3590
0 7 6513
3 4 8257
2 3 2346
4 7 1225
2 4 6421
5 6 634
5 0 356
3 6 5472
3 3 8111
6 1 7661
6 3 216
2 4 5344
5 6 6267
4 7 757
0 4 4650
6 7 1876
7 3 3953
5 3 1598
0 2 4937
1 0 2540
4 0 83
0 0 5609
7 3 2939
6 1 1304
3 3 164
2 7 4349
5 0 6339
1 6 1986
3 7 1079
3 4 2407
3 7 9561
3 0 9053
7 3 5494
0 3 7581
3 7 187
2 4 2438
2 0 1320
0 2 4486
7 2 6463
3 1 9010
2 2 6142
2 0 4425
5 6 2853
0 3 6748
0 6 516
4 5 5159
4 5 2553
7 3 3003
1 2 8107
2 5 9154
5 3 2334
5 4 6784
3 1 1763
6 5 6560
4 1 5185
1 0 5097
7 1 3349
2 4 2634
5 7 8585
2 2 4986
5 0 7892
1 0 9569
3 3 6366
0 4 2833
2 5 3847
2 6 2300
4 3 629
0 5 6508
0 6 775
2 0 3540
2 5 6518
2 6 9499
6 5 6908
2 6 4303
7 6 8432
5 2 9810
0 7 3596
6 4 8696
4 3 4465
5 7 5361
2 5 4187
0 0 5981
5 4 3879
4 4 3293
2 4 7135
4 6 6942
3 2 4163
7 3 8500
2 4 6234
1 5 5950
6 0 5339
6 5 2293
3 4 6382
7 2 323
3 1 6951
1 0 6465
3 3 4813
6 7 8977
2 1 5464
7 0 4107
7 3 5740
4 1 9587
1 7 8793
3 2 6620
4 2 7371
4 3 8534
0 1 3567
7 2 6067
1 2 7433
1 5 2132
4 2 5523
5 5 8147
4 6 2335
7 3 1968
1 6 339
4 5 936
5 4 7052
7 7 9204
2 1 9540
7 5 6997
1 0 3878
6 3 9170
5 3 1520
0 3 3660
6 7 2267
3 7 4292
0 3 2553
7 0 1862
0 4 1198
5 1 2376
6 7 9503
1 1 4673
4 1 3823
0 6 3044
7 1 8012
6 6 9747
1 7 3134
1 5 1742
5 3 1638
6 3 2958
5 3 1484
7 4 9090
0 3 3923
6 0 8320
0 4 6952
6 7 3807
5 6 2525
2 4 158
6 2 9560
1 1 2973
4 5 3748
0 7 9409
4 2 1832
4 2 9833
0 2 6127
0 1 6631
6 6 8341
2 5 7458
5 5 4901
6 2 1867
3 6 732
2 0 3705
4 0 5457
7 1 3461
1 1 6169
3 0 2538
1 6 5018
6 0 392
3 5 6754
6 0 5743
4 5 3021
4 6 3720
5 7 9634
6 5 1983
7 6 8142
0 0 5063
6 2 6554
6 2 1492
4 5 34
4 4 8094
1 2 8644
7 2 1784
7 5 6925
4 4 8602
2 2 296
3 1 840
5 4 512
0 0 7654
5 2 2428
1 0 6088
3 4 7797
6 5 3694
3 2 4782
7 4 2869
1 4 1417
2 4 9299
6 4 6350
6 2 292
1 7 5164
1 7 7721
6 4 6410
3 3 7902
5 1 5916
1 6 6439
5 7 7806
2 2 4511
6 1 5265
1 5 2976
0 1 9134
7 2 127
4 4 7697
7 2 6839
0 6 2986
6 5 5767
5 3 136
7 2 37
0 4 5367
5 4 3934
6 2 6095
0 2 631
5 3 3630
7 2 9242
6 4 1161
3 3 4169
7 3 1135
1 0 6180
5 0 5900
1 6 2996
4 5 4114
6 4 4416
1 2 1625
3 5 8502
7 6 2949
2 0 7235
5 7 7799
5 4 1502
5 0 3799
3 4 9013
0 6 3766
4 7 7194
7 0 5776
4 6 7209
2 3 4684
2 7 4835
2 6 9781
6 4 2362
6 3 6264
2 0 6853
1 7 769
0 1 4105
0 2 1142
6 3 4565
1 0 7265
0 3 3107
6 1 3558
2 3 5160
6 3 5038
6 1 1796
5 2 8430
7 3 5407
1 1 3495
4 6 7967
4 7 29
0 3 2631
1 1 3007
4 1 1662
0 7 96
1 3 2110
3 1 3069
6 1 3090
0 0 9369
6 0 7682
6 5 4295
1 4 1187
2 4 2251
3 2 4564
2 2 3193
5 1 4401
6 6 1394
7 0 8589
0 2 2795
0 4 8803
5 3 3882
2 7 1648
6 2 2505
0 7 9067
2 0 3790
3 1 768
1 3 9093
2 0 6251
4 3 7651
0 7 435
4 1 5275
3 1 2200
5 2 3842
4 5 9560
4 3 4664
5 3 1955
0 0 3542
0 3 2496
4 6 8258
3 1 3846
4 4 3294
5 5 7250
7 7 3253
4 0 3555
7 0 2719
2 3 6644
2 2 9729
5 2 3370
4 4 8858
5 2 6286
2 0 3513
7 3 4421
6 0 658
6 3 4729
7 3 2053
2 7 2772
4 0 1302
6 2 9440
2 5 7086
4 3 946
5 5 8751
0 2 4833
0 5 1392
4 6 2271
7 4 3381
6 0 9388
6 7 4951
1 7 7259
6 5 1514
1 7 5972
6 7 8129
1 0 7630
6 1 8078
4 0 9078
0 5 4186
1 2 8825
0 1 9639
7 4 6358
5 6 5055
4 3 4589
3 4 1246
4 2 4893
5 0 9950
5 6 3428
2 1 56
4 2 8241
5 2 3458
2 0 658
0 7 9281
3 4 9118
7 2 4763
1 7 1318
1 5 9970
0 1 2111
1 2 12
3 3 7055
5 5 8979
5 7 7089
4 0 4995
0 7 4211
3 2 711
2 0 5326
0 3 6632
1 2 1761
3 7 3441
6 6 2210
3 1 6894
2 2 3483
3 5 8337
2 1 9213
4 0 7998
4 6 8641
7 6 6035
2 0 131
1 1 709
7 4 7824
0 2 6071
3 5 8906
0 6 6989
1 4 8656
1 2 3970
0 3 3102
6 6 1018
6 2 4042
0 7 4284
4 7 4461
6 6 8924
3 1 9356
2 6 2847
6 6 744
0 0 7257
3 6 9451
1 0 6299
3 2 3489
2 6 2784
2 3 1272
0 7 3868
1 4 3818
7 3 8253
5 3 8215
5 5 9269
3 0 6709
4 3 8232
6 4 3522
5 4 5413
0 4 8264
0 0 6250
4 2 1794
7 0 3804
3 7 9267
0 5 3193
0 2 2254
3 3 6850
7 5 4350
4 2 5148
0 2 7177
1 4 3954
3 7 1698
3 3 2470
3 6 5469
0 7 1440
2 6 1288
5 0 816
2 6 9027
5 2 3059
7 4 8399
4 6 9967
3 0 688
6 6 1676
4 3 239
4 4 8242
2 4 1306
2 5 2493
0 0 6386
2 3 6509
6 2 4626
4 2 2649
4 2 3181
2 6 720
6 6 14
