7 914
2 0 3090
8 8 9369
0 0 7682
0 4 4295
3 4 1187
8 8 2251
6 8 4564
1 3 3193
7 4 4401
8 2 1394
6 8 8589
6 7 2795
4 2 8803
8 0 3882
2 5 1648
8 8 2505
7 1 9067
8 3 3790
3 8 768
5 1 9093
3 2 6251
8 1 7651
1 0 435
0 6 5275
5 3 2200
2 3 3842
1 0 9560
4 1 4664
3 3 1955
2 1 3542
2 5 2496
4 7 8258
4 4 3846
1 5 3294
4 6 7250
5 4 3253
3 2 3555
4 4 2719
5 6 6644
6 3 9729
2 1 3370
8 2 8858
3 2 6286
0 1 3513
4 1 4421
6 5 658
8 8 4729
2 4 2053
8 2 2772
0 3 1302
1 5 9440
1 1 7086
3 7 946
3 0 8751
4 7 4833
7 1 1392
7 6 2271
2 6 3381
4 0 9388
5 7 4951
2 1 7259
1 5 1514
6 8 5972
6 4 8129
3 8 7630
4 6 8078
8 8 9078
5 0 4186
4 2 8825
2 3 9639
1 2 6358
7 1 5055
4 2 4589
8 4 1246
8 0 4893
3 0 9950
2 5 3428
0 2 56
2 5 8241
3 4 3458
6 6 658
5 1 9281
7 2 9118
0 2 4763
0 7 1318
7 4 9970
4 5 2111
4 6 12
7 1 7055
2 7 8979
6 6 7089
5 4 4995
7 1 4211
8 0 711
6 7 5326
0 3 6632
5 1 1761
0 0 3441
8 8 2210
4 7 6894
1 1 3483
4 1 8337
5 5 9213
3 7 7998
1 0 8641
2 3 6035
4 1 131
2 0 709
8 4 7824
6 4 6071
6 6 8906
7 4 6989
3 8 8656
1 8 3970
2 0 3102
3 3 1018
2 7 4042
3 7 4284
5 3 4461
0 8 8924
4 0 9356
7 0 2847
4 4 744
3 2 7257
1 1 9451
2 1 6299
0 4 3489
5 0 2784
0 7 1272
8 2 3868
6 4 3818
4 0 8253
6 4 8215
6 1 9269
7 4 6709
0 0 8232
4 8 3522
5 6 5413
1 0 8264
4 6 6250
6 1 1794
6 3 3804
0 0 9267
8 2 3193
3 4 2254
3 6 6850
0 1 4350
7 5 5148
5 6 7177
1 5 3954
2 4 1698
3 7 2470
2 3 5469
2 6 1440
4 7 1288
1 6 816
0 3 9027
6 4 3059
1 2 8399
7 8 9967
0 7 688
7 3 1676
8 3 239
6 4 8242
2 3 1306
8 4 2493
2 5 6386
6 0 6509
6 7 4626
3 2 2649
8 6 3181
2 2 720
4 2 14
