8 916
0 9 853
7 2 6487
0 9 5562
4 0 5205
9 7 6911
2 6 3403
5 2 821
1 9 2443
7 8 1528
2 5 2700
1 9 3787
3 6 2589
4 8 9426
7 6 3036
4 7 6092
0 0 5921
4 4 4166
3 7 4123
2 7 9484
9 7 3931
8 6 5165
5 5 7069
5 1 7422
1 9 8569
1 2 5676
3 5 5340
9 1 172
8 6 6527
6 0 5812
3 3 2124
0 9 5186
5 8 6794
9 2 6141
8 3 2437
2 9 3590
8 1 6513
1 4 8257
8 3 2346
0 5 1225
6 2 6421
5 8 634
5 2 356
9 6 5472
3 3 8111
2 5 7661
4 9 216
0 6 5344
3 4 6267
0 9 757
2 2 4650
0 9 1876
5 5 3953
1 7 1598
6 0 4937
1 4 2540
2 0 83
0 6 5609
5 3 2939
6 3 1304
1 3 164
0 1 4349
5 4 6339
5 2 1986
7 1 1079
1 4 2407
1 9 9561
7 8 9053
3 9 5494
8 3 7581
3 9 187
4 8 2438
8 0 1320
2 8 4486
5 8 6463
9 5 9010
8 6 6142
8 2 4425
7 6 2853
2 7 6748
2 6 516
0 7 5159
2 7 2553
1 5 3003
9 8 8107
6 1 9154
5 3 2334
7 8 6784
5 3 1763
4 1 6560
0 7 5185
9 8 5097
9 3 3349
4 6 2634
5 5 8585
6 0 4986
9 6 7892
9 2 9569
5 5 6366
6 8 2833
6 3 3847
6 2 2300
0 3 629
6 7 6508
4 2 775
6 0 3540
4 5 6518
6 4 9499
2 3 6908
2 6 4303
7 4 8432
9 4 9810
4 5 3596
2 4 8696
6 1 4465
7 3 5361
2 1 4187
8 0 5981
1 0 3879
8 4 3293
2 8 7135
6 0 6942
1 6 4163
7 5 8500
0 2 6234
3 3 5950
4 0 5339
4 3 2293
5 4 6382
1 8 323
1 3 6951
1 8 6465
9 3 4813
4 5 8977
6 9 5464
1 2 4107
3 1 5740
6 7 9587
1 9 8793
1 4 6620
6 8 7371
4 3 8534
0 7 3567
5 4 6067
7 0 7433
9 9 2132
2 0 5523
9 9 8147
0 2 2335
5 3 1968
5 6 339
0 3 936
7 0 7052
3 7 9204
6 1 9540
7 5 6997
9 8 3878
8 7 9170
1 3 1520
6 3 3660
2 3 2267
5 1 4292
8 3 2553
5 8 1862
8 0 1198
3 9 2376
4 7 9503
1 7 4673
6 9 3823
0 2 3044
5 9 8012
6 4 9747
1 9 3134
1 3 1742
3 1 1638
2 9 2958
1 5 1484
1 0 9090
0 3 3923
2 0 8320
4 2 6952
8 9 3807
7 4 2525
0 6 158
4 6 9560
5 7 2973
0 1 3748
0 3 9409
4 6 1832
6 8 9833
8 0 6127
8 9 6631
4 6 8341
0 5 7458
9 5 4901
6 0 1867
9 8 732
2 0 3705
8 2 5457
7 7 3461
9 7 6169
9 8 2538
5 0 5018
2 0 392
7 3 6754
0 0 5743
8 5 3021
0 0 3720
5 7 9634
4 1 1983
1 0 8142
0 0 5063
2 8 6554
2 0 1492
8 5 34
8 0 8094
5 2 8644
7 2 1784
5 7 6925
8 2 8602
0 6 296
1 9 840
9 6 512
2 8 7654
7 2 2428
7 6 6088
9 0 7797
4 5 3694
3 2 4782
5 6 2869
3 4 1417
4 4 9299
0 6 6350
8 2 292
1 3 5164
9 1 7721
0 0 6410
7 5 7902
1 9 5916
7 8 6439
1 5 7806
8 4 4511
6 7 5265
1 9 2976
6 3 9134
9 6 127
0 6 7697
7 0 6839
8 6 2986
6 7 5767
3 5 136
9 6 37
6 2 5367
7 0 3934
0 4 6095
8 2 631
5 1 3630
7 0 9242
4 6 1161
3 5 4169
1 1 1135
7 0 6180
1 8 5900
1 4 2996
8 9 4114
2 2 4416
3 2 1625
3 7 8502
1 0 2949
6 0 7235
9 7 7799
9 8 1502
9 8 3799
3 6 9013
4 0 3766
6 9 7194
1 4 5776
0 8 7209
0 9 4684
0 5 4835
0 6 9781
8 8 2362
8 9 6264
4 4 6853
7 1 769
6 7 4105
2 4 1142
0 5 4565
9 2 7265
6 7 3107
2 1 3558
2 3 5160
4 7 5038
8 3 1796
9 4 8430
7 9 5407
3 1 3495
0 8 7967
2 5 29
2 3 2631
3 3 3007
8 3 1662
6 1 96
1 9 2110
5 1 3069
4 9 3090
8 6 9369
6 4 7682
4 3 4295
7 4 1187
0 4 2251
3 8 4564
6 4 3193
5 5 4401
6 6 1394
7 6 8589
4 6 2795
0 0 8803
3 5 3882
0 5 1648
6 6 2505
4 3 9067
0 8 3790
5 1 768
1 5 9093
0 4 6251
8 1 7651
8 7 435
6 1 5275
1 9 2200
9 4 3842
4 1 9560
2 3 4664
3 1 1955
0 6 3542
6 9 2496
8 0 8258
5 7 3846
6 4 3294
5 5 7250
1 9 3253
4 0 3555
7 6 2719
0 3 6644
6 6 9729
5 4 3370
8 2 8858
5 8 6286
0 4 3513
7 7 4421
8 0 658
8 7 4729
7 9 2053
0 5 2772
8 4 1302
2 6 9440
6 5 7086
4 3 946
1 7 8751
8 0 4833
0 9 1392
8 0 2271
7 6 3381
2 8 9388
8 3 4951
5 3 7259
2 1 1514
7 7 5972
4 1 8129
7 4 7630
6 7 8078
8 0 9078
4 1 4186
5 2 8825
8 3 9639
3 4 6358
5 0 5055
4 3 4589
5 2 1246
0 2 4893
9 0 9950
9 0 3428
2 7 56
4 4 8241
9 4 3458
4 4 658
6 9 9281
9 0 9118
3 6 4763
5 9 1318
7 1 9970
8 9 2111
7 6 12
3 9 7055
7 9 8979
3 7 7089
4 0 4995
4 9 4211
3 4 711
2 4 5326
6 7 6632
5 8 1761
3 1 3441
4 6 2210
5 7 6894
2 8 3483
5 3 8337
4 7 9213
0 0 7998
4 6 8641
3 8 6035
2 2 131
5 5 709
3 6 7824
0 2 6071
1 5 8906
4 4 6989
1 8 8656
1 8 3970
8 9 3102
8 6 1018
2 0 4042
8 9 4284
6 5 4461
8 6 8924
5 3 9356
2 4 2847
2 0 744
0 2 7257
1 6 9451
9 4 6299
9 6 3489
0 2 2784
6 3 1272
2 9 3868
7 6 3818
3 5 8253
5 9 8215
9 7 9269
5 0 6709
0 1 8232
6 0 3522
9 6 5413
4 8 8264
4 8 6250
2 8 1794
7 2 3804
9 9 9267
8 9 3193
8 0 2254
9 5 6850
1 9 4350
8 2 5148
8 6 7177
9 8 3954
7 3 1698
1 7 2470
3 6 5469
4 1 1440
6 6 1288
1 6 816
2 8 9027
5 6 3059
3 4 8399
2 8 9967
7 8 688
4 0 1676
2 1 239
4 2 8242
2 0 1306
8 9 2493
6 8 6386
2 7 6509
8 8 4626
8 8 2649
8 6 3181
8 4 720
2 4 14
