500 500 250000
322 473 141 L
161 19 132 D
108 194 212 R
238 432 93 L
475 46 409 U
118 232 144 L
18 314 59 L
99 30 3 R
157 398 111 D
21 31 459 R
311 79 164 D
36 277 90 D
219 211 17 D
164 166 75 R
123 153 7 L
311 287 152 U
165 443 276 D
127 403 116 L
327 133 148 U
361 217 67 L
177 132 139 D
344 332 31 L
295 121 257 R
103 376 245 D
47 216 35 L
208 170 260 D
271 207 270 R
103 254 34 U
257 454 240 U
446 407 64 R
370 300 240 L
176 264 37 R
310 109 59 U
161 311 44 R
321 280 167 D
487 243 76 L
343 486 466 L
258 61 144 R
474 95 144 U
366 24 39 R
312 319 111 D
331 12 7 U
183 255 215 L
366 416 203 L
27 290 42 R
237 464 79 U
347 487 84 D
27 185 157 R
403 28 246 R
343 35 126 U
407 170 70 D
489 447 171 U
182 206 102 R
255 229 21 D
312 191 135 R
313 42 243 U
65 499 370 D
276 187 102 L
385 159 320 U
131 146 53 U
151 284 94 U
167 413 32 R
352 367 59 R
120 42 242 R
331 337 231 L
433 92 330 U
196 75 303 R
343 458 48 L
151 314 68 L
483 55 199 R
407 225 213 U
385 422 78 U
212 58 161 U
403 76 227 U
389 310 56 L
289 41 273 U
42 62 347 R
44 367 224 L
445 226 205 R
140 357 79 R
493 243 146 U
412 322 179 R
225 470 51 U
48 55 440 R
255 457 321 L
143 457 270 D
245 257 199 L
319 128 250 U
444 206 408 U
107 296 11 L
82 214 287 D
87 268 207 R
85 261 149 D
198 389 52 U
258 223 159 R
404 34 209 U
160 334 174 D
73 72 277 R
37 11 444 D
399 482 142 L
353 12 446 R
55 434 428 L
118 48 39 U
45 441 398 L
210 150 188 U
86 60 135 R
10 14 478 R
413 188 215 U
160 86 27 D
88 15 404 R
386 316 54 L
109 460 10 L
183 340 56 U
240 209 100 L
192 369 321 L
168 250 89 L
209 351 16 U
39 496 156 L
20 274 16 R
432 239 187 L
61 486 162 L
195 465 82 D
307 310 21 R
124 103 147 R
93 312 248 L
7 390 360 L
84 261 144 R
473 405 285 U
320 359 126 L
379 147 58 R
161 52 215 R
293 337 65 U
178 13 198 R
307 470 69 U
75 399 256 L
481 17 269 R
423 109 6 R
430 207 114 L
42 148 395 D
260 254 128 D
322 324 154 L
308 440 183 U
262 288 45 L
487 243 56 L
29 142 396 D
393 86 169 R
147 440 102 D
305 354 170 D
318 254 181 L
170 127 299 D
204 99 82 U
114 24 229 R
487 373 388 U
132 182 334 D
423 288 215 L
491 327 294 U
184 70 144 D
108 165 9 U
167 115 276 R
492 53 252 R
279 270 95 D
248 53 46 R
337 211 191 L
227 418 161 U
277 415 52 U
384 162 235 R
431 426 48 D
64 128 27 U
134 492 457 L
213 432 102 D
77 326 127 L
17 199 478 D
369 415 64 L
321 109 146 D
51 452 43 R
423 72 20 R
416 255 245 L
95 333 89 U
269 356 107 L
168 248 226 R
166 422 227 D
199 438 214 D
106 496 13 U
377 147 114 R
251 480 122 U
482 418 23 R
486 413 247 L
339 151 134 L
420 491 338 U
66 201 118 D
181 290 171 U
339 45 378 R
389 382 59 U
78 60 334 D
95 174 189 D
31 392 45 R
208 152 305 R
387 452 199 U
240 26 225 R
470 363 95 U
4 446 463 D
318 338 262 U
37 417 385 D
271 196 138 D
162 283 337 D
245 463 166 L
59 391 295 D
410 351 341 U
166 61 267 R
339 67 16 U
421 456 173 U
82 72 198 R
12 223 45 L
462 32 195 U
6 156 236 R
146 97 271 R
15 174 83 L
292 105 156 U
221 436 295 L
99 327 59 D
407 315 176 L
126 418 293 D
324 385 85 L
320 434 27 U
415 246 69 R
193 391 270 D
152 117 278 D
44 407 68 R
389 121 74 R
127 151 193 R
364 366 110 R
439 252 4 D
375 450 8 U
496 241 154 U
100 2 352 D
143 51 44 D
425 491 216 L
224 221 133 U
83 489 342 D
14 320 478 D
395 66 15 D
245 262 89 U
354 145 60 R
53 278 151 D
3 382 149 D
14 306 354 D
116 199 162 D
346 38 61 R
104 270 224 D
19 137 456 D
96 463 65 L
58 478 138 L
220 422 219 D
160 412 114 D
376 41 148 R
458 414 3 U
35 273 153 L
67 69 387 D
303 27 190 R
82 6 286 R
212 24 144 R
286 368 253 L
17 319 421 D
229 380 131 L
274 447 4 L
467 177 199 U
342 422 187 L
233 463 155 U
188 399 154 U
118 62 54 D
366 160 127 R
486 189 343 U
458 482 309 L
449 402 85 R
183 152 157 U
328 293 97 L
80 132 133 R
194 109 183 U
244 283 137 D
39 255 290 D
158 26 322 D
325 28 157 R
109 480 34 L
344 111 24 D
155 107 292 R
211 92 60 D
385 385 244 L
86 94 31 D
311 473 133 U
113 303 151 D
159 271 31 U
80 308 210 D
346 42 199 U
212 252 50 R
149 160 82 R
13 441 29 L
48 448 319 D
368 398 143 L
293 294 185 L
287 334 102 D
416 437 24 R
75 224 91 D
490 30 456 R
451 499 145 L
402 55 96 D
60 103 169 R
159 215 29 R
360 19 107 R
196 224 39 L
149 292 166 D
167 373 142 L
261 314 232 D
151 67 263 D
50 164 166 D
240 29 335 R
386 126 26 R
301 10 241 R
2 93 343 D
380 157 274 U
419 438 26 U
368 172 60 L
471 332 46 U
294 63 247 U
193 100 296 D
243 292 193 L
95 191 301 R
195 394 103 L
118 67 209 D
482 216 226 R
31 251 192 D
474 496 199 U
245 309 103 U
117 13 145 D
499 284 250 U
34 97 403 R
471 203 176 L
243 181 14 R
204 115 187 R
14 436 171 D
282 187 185 R
428 280 221 L
423 31 352 U
480 435 405 L
415 278 209 U
437 350 101 L
193 277 28 U
119 163 216 D
315 404 95 L
24 136 338 D
361 269 169 L
283 302 124 U
354 340 209 U
41 159 153 D
418 43 117 R
382 481 169 U
364 234 32 U
32 164 213 R
57 410 257 L
10 61 279 D
391 51 94 D
316 417 188 L
165 311 151 R
457 64 263 U
294 108 269 R
315 67 199 R
450 104 242 R
227 218 68 U
176 199 64 D
229 393 20 L
489 164 133 U
94 114 139 R
113 10 235 D
113 31 160 D
166 108 296 R
170 257 324 D
142 235 301 D
60 340 252 L
24 479 158 D
285 342 178 U
373 401 178 U
79 133 221 D
174 204 64 U
257 369 300 L
457 222 135 U
434 166 363 U
338 267 118 R
451 448 138 L
107 219 131 D
297 471 49 D
212 365 109 L
14 315 174 L
471 130 107 R
137 369 113 U
111 270 219 R
140 289 73 R
14 455 349 L
279 199 250 U
181 255 142 D
331 109 72 U
188 437 159 U
408 482 36 D
31 268 174 R
350 456 63 D
168 34 266 R
217 440 115 U
484 28 197 U
348 396 145 U
191 166 74 U
395 461 377 U
439 474 273 U
189 388 44 D
94 355 238 D
367 130 341 U
88 379 75 L
123 436 426 L
368 159 329 U
24 277 43 L
456 464 255 U
118 321 181 L
251 76 14 D
271 82 138 R
232 104 225 R
394 475 68 D
29 114 236 D
366 152 270 R
91 402 186 D
437 271 108 L
211 295 26 L
383 32 201 R
151 37 204 D
78 453 371 L
54 132 347 R
460 466 149 L
79 161 237 D
448 410 430 U
14 468 160 L
97 473 264 D
26 457 162 L
32 210 33 L
271 89 66 L
128 495 157 L
30 285 161 R
425 300 252 L
202 267 89 D
219 489 191 L
17 12 191 R
423 69 36 L
60 354 62 L
464 472 167 L
405 240 22 D
60 195 155 R
33 88 44 R
207 91 49 R
89 7 356 D
99 450 166 L
92 397 104 D
332 182 178 R
415 279 206 L
217 312 61 U
419 353 104 U
271 89 240 R
312 75 5 R
367 279 130 L
235 106 172 D
315 262 113 L
453 212 309 U
14 281 216 R
337 303 226 L
144 231 344 D
60 327 218 D
130 203 305 D
36 403 139 D
421 443 65 D
47 243 209 R
433 483 118 U
296 130 55 L
262 212 171 D
304 37 25 R
214 225 103 D
108 379 6 U
369 422 254 U
245 272 205 U
22 491 469 D
50 450 208 L
216 323 284 L
187 244 53 R
141 195 151 R
136 265 277 D
460 437 326 L
19 283 98 L
370 424 391 L
407 92 226 U
386 312 170 L
160 339 220 D
133 44 349 D
201 162 276 R
339 263 287 U
96 19 50 U
48 60 121 D
492 234 93 L
5 111 311 D
316 355 19 D
76 148 139 R
39 360 226 D
484 7 269 U
454 251 241 R
11 157 44 L
87 324 156 R
288 337 14 R
432 100 121 R
96 276 111 L
308 120 56 L
175 138 192 D
121 377 3 R
468 182 42 R
49 355 227 D
229 119 73 R
352 286 203 L
187 282 191 D
294 263 224 U
69 317 154 D
226 454 207 U
214 173 102 U
92 146 361 D
195 254 60 U
34 462 222 D
57 306 186 D
407 217 270 U
265 442 147 D
266 46 196 U
92 47 335 R
412 408 341 U
216 378 6 L
100 478 393 D
220 289 213 U
358 273 259 L
406 329 76 U
8 414 196 L
53 157 120 D
300 7 109 U
212 13 314 R
93 455 318 L
297 21 255 U
257 159 240 R
34 328 77 D
132 338 24 L
283 444 101 D
440 460 51 U
78 157 131 D
272 465 104 L
196 296 140 R
297 470 289 L
87 493 309 D
61 258 115 R
175 141 169 R
2 55 287 R
171 24 182 R
311 52 309 R
167 348 163 U
338 200 187 L
209 292 143 U
376 265 71 L
308 181 112 R
437 260 124 R
313 484 398 L
384 202 92 R
192 292 36 R
172 241 7 U
366 182 186 U
132 69 135 D
458 431 438 U
314 452 80 D
275 469 58 D
186 117 126 D
156 362 130 L
372 227 250 U
196 299 103 R
38 339 326 L
382 354 331 L
302 266 9 L
408 291 248 L
248 347 38 D
202 148 186 R
80 343 153 D
111 84 340 R
196 281 154 R
258 11 268 R
74 463 459 L
50 198 179 L
411 317 110 L
340 125 74 U
452 205 232 R
359 458 14 L
285 146 122 R
79 464 17 U
155 396 388 L
434 40 69 R
66 445 365 D
475 265 35 U
275 114 236 U
288 487 300 L
230 297 170 D
25 196 72 D
459 21 188 U
257 123 162 D
269 78 57 D
205 173 232 D
156 138 136 D
261 185 108 L
445 120 48 U
4 328 319 L
109 377 385 D
332 360 121 R
232 120 114 D
214 60 265 D
342 324 68 U
260 189 263 R
163 126 81 U
457 195 115 U
334 38 12 R
223 392 27 D
327 466 116 D
250 50 177 U
190 479 51 L
197 397 111 U
235 164 238 R
16 15 387 R
289 72 154 R
142 342 230 L
404 67 268 R
397 136 330 U
8 392 364 L
328 391 109 U
115 498 320 L
68 60 299 D
469 250 98 U
110 149 239 R
190 378 96 U
106 194 45 U
18 302 183 L
99 61 143 R
385 335 195 U
421 420 12 D
350 33 372 R
324 38 400 R
310 469 292 L
410 313 83 R
391 195 302 R
153 82 262 D
290 382 40 D
475 475 2 D
463 315 222 L
422 184 46 R
281 494 6 L
49 474 215 L
211 334 318 L
404 259 187 R
183 20 256 D
381 458 184 U
184 54 333 R
441 42 341 U
52 390 259 L
148 484 108 U
102 45 96 U
405 233 135 L
168 37 345 R
461 398 115 L
42 73 320 D
205 136 182 U
367 408 96 U
48 460 17 L
122 97 2 U
176 469 153 L
382 417 3 U
304 435 110 D
310 409 51 R
30 316 127 L
215 65 162 R
320 208 114 R
157 270 34 L
314 278 60 D
351 384 81 L
442 329 394 U
435 330 163 U
32 244 33 R
473 432 146 U
93 123 249 R
362 329 350 U
159 465 188 D
370 257 40 D
74 63 230 R
424 201 314 U
354 161 55 R
43 372 123 D
107 468 406 L
240 403 299 L
480 472 365 L
259 378 96 L
489 500 449 U
118 255 61 L
431 280 285 U
466 447 234 U
351 130 115 L
490 86 238 U
334 364 13 R
294 122 170 R
270 278 262 L
286 270 195 L
136 483 21 L
341 253 244 R
225 56 332 R
74 223 21 D
477 294 195 L
357 94 213 R
480 449 321 L
196 387 98 D
415 354 20 U
63 236 416 D
97 26 192 R
307 114 103 D
462 32 403 R
414 340 152 L
302 89 306 R
5 28 392 D
274 497 22 D
38 435 421 L
405 462 18 U
236 60 196 R
139 62 61 R
243 16 182 R
203 442 380 L
214 145 79 U
329 408 157 D
280 313 13 D
336 477 239 L
322 67 52 D
269 389 93 D
63 302 28 R
3 241 140 D
146 97 90 L
61 303 178 R
2 234 166 R
247 79 86 U
474 120 249 U
79 203 294 D
18 431 244 D
347 421 338 U
198 44 60 U
24 313 245 D
139 304 97 L
192 250 121 D
448 29 405 R
426 414 48 R
432 245 412 U
242 312 143 R
148 311 162 R
118 55 147 D
274 259 91 U
391 388 366 L
14 298 281 L
297 195 112 U
168 429 313 D
139 67 36 R
474 39 390 R
345 259 185 R
23 277 172 D
263 50 116 U
483 303 422 U
113 379 320 D
204 37 447 R
427 11 72 U
313 226 46 U
343 436 174 L
21 316 168 L
344 448 128 D
51 239 157 D
322 150 131 U
246 266 131 U
151 110 55 D
436 476 443 L
211 445 141 U
94 76 49 R
89 231 65 L
294 367 116 D
327 138 41 R
195 96 301 R
107 273 349 D
104 402 185 L
455 393 253 U
229 247 250 R
419 78 88 R
353 364 82 U
282 343 154 D
347 491 124 U
317 456 157 L
117 33 312 D
470 335 200 L
277 252 199 R
462 406 154 U
59 456 41 L
442 387 191 L
429 217 329 U
67 247 319 D
53 283 74 R
495 406 401 U
104 213 31 L
251 15 161 U
378 302 189 L
264 75 178 D
378 93 363 U
18 258 260 D
9 317 111 L
325 148 215 R
105 185 268 R
78 431 55 L
41 365 138 D
88 214 233 R
444 209 181 L
127 367 250 D
111 362 3 L
426 365 154 U
154 444 167 L
81 458 22 U
189 120 204 D
280 200 164 L
161 153 283 R
112 134 186 D
183 378 130 U
188 459 25 L
342 418 32 L
245 4 107 R
100 3 210 D
174 306 181 L
113 255 28 R
159 145 48 U
324 430 398 L
166 109 308 D
60 43 310 R
359 439 111 U
105 294 15 L
490 490 66 L
240 117 212 R
215 449 348 L
60 345 2 L
218 268 39 U
308 448 181 D
368 497 411 L
160 484 234 D
95 498 344 D
100 349 376 D
410 115 127 U
329 235 257 R
495 492 83 L
150 98 54 L
186 451 2 U
233 241 102 D
149 449 42 U
125 325 36 U
25 494 203 L
346 24 446 R
32 486 28 L
158 190 115 R
470 465 165 L
41 275 51 R
230 172 147 L
179 244 9 D
488 408 268 L
464 347 415 U
263 387 37 D
227 386 258 L
170 308 81 U
43 139 455 D
233 181 79 L
251 482 212 U
453 58 185 U
325 315 172 R
142 472 206 L
488 310 98 R
132 437 366 D
301 320 319 L
168 111 126 D
216 234 179 U
285 407 271 U
154 106 52 D
153 45 126 U
129 246 113 R
329 260 111 D
107 129 47 D
320 352 289 U
133 138 276 R
95 226 4 U
20 110 19 U
137 174 51 L
158 68 62 U
274 292 200 R
5 248 104 D
207 124 357 R
47 46 217 D
374 315 20 U
227 234 167 U
358 133 122 R
11 465 477 D
111 490 256 L
440 472 366 L
66 341 150 D
162 170 24 R
235 162 94 R
335 466 93 L
44 147 300 R
104 319 39 L
413 95 323 U
218 2 25 D
498 92 386 U
327 473 166 D
122 185 208 D
205 124 174 R
321 221 107 U
192 135 69 D
227 107 266 R
357 307 83 R
157 425 344 D
14 24 54 R
57 165 2 U
66 381 234 D
56 323 298 L
391 323 91 U
396 72 172 U
141 322 8 U
111 415 47 U
27 331 16 D
138 204 127 L
245 161 76 L
168 361 212 D
327 207 183 R
114 422 37 R
14 407 460 D
98 409 274 L
406 39 16 R
296 205 150 U
206 371 294 L
131 477 238 L
173 204 160 R
66 400 83 R
295 449 74 U
477 448 134 L
496 215 224 U
45 197 273 D
271 72 154 U
99 51 303 R
15 32 200 R
289 483 352 L
18 476 232 L
476 391 453 U
447 252 43 D
67 118 381 R
213 62 300 R
401 54 229 U
462 112 157 U
417 289 106 R
93 12 109 R
184 227 140 L
32 8 119 R
79 148 134 D
389 66 8 R
24 474 230 L
189 252 76 R
168 47 403 R
453 1 206 R
385 299 215 L
335 304 58 U
223 149 66 D
141 45 183 D
197 24 110 U
196 128 6 L
101 178 151 D
86 401 161 L
124 462 57 L
66 488 352 D
97 446 344 D
421 378 43 U
24 181 158 L
13 324 385 D
101 357 179 D
468 476 380 L
451 183 238 U
356 398 382 L
88 383 304 L
170 138 259 R
300 203 29 U
3 194 113 D
87 351 150 R
137 404 263 D
164 437 73 L
208 160 37 U
374 58 149 R
60 239 135 D
3 295 67 R
38 130 197 R
160 106 144 R
4 397 403 D
170 347 6 L
451 489 306 U
361 148 233 R
441 384 155 L
77 497 410 L
459 460 237 U
407 3 14 D
102 483 232 L
68 259 119 R
415 383 352 L
324 347 76 L
420 393 76 R
430 475 95 L
259 171 148 R
7 109 283 D
235 68 398 R
84 58 31 U
215 458 429 L
65 9 293 R
340 274 121 U
375 464 171 L
316 171 85 L
280 283 104 U
408 62 111 U
155 13 226 D
499 200 246 U
419 454 272 U
398 386 98 U
224 305 105 L
7 246 46 L
400 18 264 U
56 451 435 L
323 121 73 D
293 78 404 R
88 400 122 D
61 438 90 L
228 350 129 L
113 208 156 R
157 27 313 R
335 385 29 U
143 258 257 L
86 283 215 L
43 117 295 D
431 243 194 L
394 423 56 R
485 4 320 U
21 286 70 D
167 168 287 D
254 158 98 U
153 274 103 D
382 429 219 L
467 407 198 L
451 355 124 R
157 219 26 L
338 42 123 R
365 201 353 U
177 184 207 R
453 167 41 L
432 204 33 R
465 327 299 U
250 341 146 R
30 446 152 D
329 475 70 U
151 361 276 L
178 213 5 D
425 61 381 U
294 147 81 D
113 350 161 L
300 431 207 U
313 22 235 U
152 455 233 L
271 109 144 U
350 443 313 L
148 396 363 L
235 393 140 L
141 259 8 U
343 185 114 R
238 290 144 U
417 117 221 U
252 136 107 R
358 86 189 R
436 392 109 L
75 334 21 U
500 265 197 R
394 314 243 L
389 27 246 R
427 226 163 L
156 315 113 R
291 294 178 R
393 329 242 L
209 459 11 U
390 126 7 L
379 325 166 L
102 325 76 D
109 332 39 D
311 178 319 R
19 317 145 D
175 447 74 D
421 297 383 U
172 268 106 D
337 10 227 U
137 206 243 D
348 231 229 U
204 485 4 L
371 140 56 L
266 156 231 R
497 271 73 R
311 179 107 R
68 277 181 D
253 352 93 R
462 351 17 L
360 73 265 U
372 93 162 R
100 79 388 R
354 355 191 U
131 428 321 L
132 246 245 D
383 205 229 R
202 89 284 D
182 489 64 U
67 160 8 R
71 116 249 D
235 476 80 U
321 114 58 D
463 123 291 R
264 477 17 R
184 59 73 R
94 324 16 L
362 492 138 U
285 208 159 D
349 282 245 L
254 12 23 R
66 256 58 U
452 299 34 R
85 8 235 R
91 68 110 D
10 182 184 R
88 52 315 D
9 470 471 D
369 263 72 D
349 473 170 L
428 426 180 U
334 373 10 U
435 401 183 L
157 160 200 R
340 491 471 L
165 71 212 D
318 242 210 R
371 479 74 L
190 77 8 R
6 146 88 R
432 500 234 L
110 262 98 R
104 477 363 D
60 374 340 L
300 302 240 U
1 167 70 D
463 236 331 U
464 378 177 L
297 316 90 D
268 484 38 D
54 211 135 R
476 475 4 U
304 408 257 U
475 306 44 L
262 75 229 D
431 268 307 U
253 400 213 U
333 380 6 L
473 428 348 L
181 147 202 R
275 39 7 R
472 65 106 R
173 22 416 R
182 355 155 L
144 384 340 D
10 252 211 R
190 327 150 R
376 269 104 U
92 43 226 R
245 258 95 R
156 344 228 D
22 130 191 R
216 369 200 D
126 385 271 D
415 462 2 U
474 217 198 L
431 428 33 U
236 79 164 D
480 293 100 L
293 476 199 D
423 391 52 U
86 12 35 D
471 88 22 D
230 86 60 R
456 142 280 R
127 310 111 U
332 230 80 R
309 497 221 U
211 294 27 L
339 383 156 L
15 166 107 R
12 499 295 L
333 453 100 U
364 268 54 L
41 286 400 D
229 175 30 U
335 101 308 U
311 264 228 L
477 259 30 L
136 319 90 L
438 474 168 L
34 348 14 R
69 233 209 R
197 36 159 U
387 275 91 D
256 25 76 D
140 59 347 R
63 213 128 L
151 464 27 U
329 421 221 U
415 298 65 R
34 485 105 D
229 185 66 D
17 496 120 L
74 81 280 R
420 134 135 R
73 218 380 D
172 235 18 R
15 8 241 D
481 497 460 U
265 145 173 D
129 418 90 L
68 81 87 D
430 390 387 L
473 178 170 L
116 489 4 L
50 16 78 D
354 16 160 R
431 393 169 L
435 51 438 R
455 140 151 R
96 487 414 L
432 324 80 R
329 120 47 R
200 347 313 L
369 274 178 U
367 443 64 D
62 316 27 D
333 479 16 D
400 429 368 U
84 317 79 U
480 84 312 U
450 66 384 R
357 14 7 R
394 54 252 U
429 278 122 L
88 298 159 D
471 147 54 R
318 458 22 U
477 301 124 U
326 397 216 U
142 496 233 L
159 383 151 L
280 388 64 U
100 272 199 R
54 373 387 D
13 392 146 L
412 333 78 R
107 285 127 L
362 21 68 D
442 25 62 R
161 293 99 U
476 417 306 L
46 481 412 D
213 221 105 R
194 324 192 L
245 269 229 L
314 230 255 U
77 314 233 L
172 312 31 R
364 92 71 R
35 481 219 D
181 224 95 R
72 74 317 R
199 50 23 L
227 71 171 U
397 90 221 R
19 496 91 L
136 413 205 D
466 110 192 R
198 210 164 R
103 401 284 L
186 62 343 R
199 356 7 U
120 262 192 R
343 310 76 U
452 352 360 U
173 404 374 L
371 229 82 L
140 189 250 R
351 245 37 L
426 208 74 U
428 463 80 L
414 461 19 R
195 381 206 D
345 130 49 U
29 46 215 D
404 394 378 L
138 212 309 D
201 493 276 L
489 204 180 R
255 156 144 D
466 284 234 U
270 471 435 L
376 442 34 R
455 182 146 R
263 21 351 R
424 255 6 R
255 207 151 U
443 243 19 U
140 440 305 D
267 236 112 L
370 326 74 L
378 347 92 D
3 264 412 D
377 188 23 R
242 258 121 R
445 70 146 U
203 184 156 U
369 148 349 U
253 122 211 U
178 125 158 U
122 458 267 L
435 267 202 U
30 312 66 L
69 432 38 U
409 128 57 L
162 192 115 D
353 326 60 D
59 111 300 R
117 474 329 D
428 112 11 U
140 276 244 L
215 53 175 D
347 93 120 U
145 21 114 U
216 317 98 U
447 97 257 U
254 116 109 D
189 82 160 D
117 281 156 R
359 4 352 R
73 469 355 D
487 334 24 L
13 323 171 R
68 277 171 L
319 346 133 R
127 58 157 D
491 59 361 U
35 357 184 L
322 289 30 U
195 184 209 D
349 466 177 U
259 270 39 U
312 209 189 R
453 188 279 U
331 106 303 R
95 114 38 L
260 247 81 U
361 335 34 D
86 346 4 L
323 297 6 L
429 42 14 D
466 97 361 U
483 122 244 R
72 92 80 D
230 140 13 U
228 328 32 L
336 495 62 L
476 499 366 L
158 60 319 D
351 145 131 D
219 349 103 L
192 161 56 R
58 140 432 D
239 105 223 D
81 389 319 D
240 486 171 U
278 483 360 L
