4 908
1 3 1137
2 1 3943
2 1 925
0 1 4018
4 5 6963
0 0 3858
3 3 8571
3 1 9685
5 1 2604
5 0 9250
3 2 9485
2 1 4639
1 2 967
3 0 7677
2 0 865
0 0 7955
2 0 9211
3 1 5196
4 2 8270
4 0 4427
4 2 7283
5 5 5830
1 0 6950
0 1 3714
0 2 4047
4 0 9435
2 3 2954
4 2 5486
0 2 9159
4 5 9683
4 2 1723
3 0 9122
3 5 5821
2 1 2747
5 4 269
5 1 1703
0 3 907
0 1 2806
0 0 7084
0 3 2698
0 5 8898
5 3 5171
4 0 2506
3 1 8224
5 4 0
4 5 5053
0 5 1338
1 5 8067
2 5 6787
3 1 2122
2 1 4850
3 0 2254
2 3 3813
3 1 9181
2 5 5720
5 3 181
4 3 9296
3 4 8722
0 4 297
1 4 3181
3 2 7057
1 0 9999
4 4 7483
3 1 8977
3 2 9932
4 1 4266
1 3 3682
4 5 9086
0 3 5990
4 4 1476
0 3 1892
0 5 8839
2 0 1136
4 5 7643
0 3 6582
5 4 7955
3 4 6815
2 0 853
3 4 1783
0 3 9097
3 1 1269
0 2 3149
0 2 639
3 5 6610
1 0 3890
5 1 4552
3 5 8777
1 4 8566
0 1 2641
3 2 1298
4 5 6776
4 2 3428
4 5 308
4 1 2197
2 1 774
1 5 2325
0 1 8412
4 5 5421
3 4 2439
3 5 8159
2 5 1354
4 1 2972
2 4 1852
3 5 5482
3 5 5154
0 3 6506
1 1 4790
5 5 3172
3 4 8859
2 3 7280
0 5 6590
1 1 5352
5 1 3069
2 1 3083
0 2 9300
3 0 4667
2 2 1032
1 3 9875
5 2 3412
2 2 636
5 0 2844
0 5 6814
5 2 2326
1 1 6039
1 1 152
5 5 1790
2 1 9631
3 4 5735
5 5 1877
5 3 3198
4 1 5155
3 4 8156
3 4 8823
4 5 5358
5 3 3245
4 1 3990
3 2 4100
2 4 8364
5 3 2659
2 3 5844
1 0 1551
5 3 19
1 4 9304
5 0 2475
2 4 8967
2 0 1729
2 2 8131
0 4 9207
1 5 1183
5 1 7472
5 3 5062
0 0 6797
2 5 3141
3 0 5474
1 0 3485
5 3 30
2 4 6898
0 1 6424
4 0 1641
5 2 3480
2 4 8789
1 2 2723
0 3 2493
0 5 4220
0 1 9613
3 3 8270
0 5 7829
1 3 8743
0 0 3024
0 5 2386
5 4 9969
5 5 30
2 3 2587
5 5 9649
0 2 7339
1 4 7330
0 1 1349
2 3 3881
2 5 4133
5 5 3287
4 4 1519
1 2 244
4 1 6259
1 0 6353
3 4 8705
1 2 6799
1 5 4315
2 1 853
1 4 6487
0 1 5562
2 2 5205
5 1 6911
0 4 3403
1 2 821
3 5 2443
3 2 1528
2 5 2700
3 3 3787
1 2 2589
0 2 9426
1 0 3036
2 1 6092
0 2 5921
0 0 4166
5 5 4123
2 3 9484
5 3 3931
2 2 5165
5 3 7069
5 5 7422
5 5 8569
5 2 5676
5 1 5340
3 1 172
0 4 6527
4 0 5812
1 3 2124
4 3 5186
1 4 6794
5 4 6141
4 3 2437
4 5 3590
0 1 6513
5 4 8257
4 5 2346
2 5 1225
4 0 6421
1 0 634
3 2 356
5 0 5472
3 5 8111
2 5 7661
4 5 216
0 4 5344
5 4 6267
2 1 757
2 0 4650
2 1 1876
3 5 3953
3 5 1598
0 2 4937
5 2 2540
2 0 83
4 2 5609
3 3 2939
2 5 1304
1 3 164
2 3 4349
1 4 6339
5 2 1986
5 3 1079
1 2 2407
1 3 9561
3 2 9053
5 5 5494
2 1 7581
3 3 187
0 2 2438
4 2 1320
4 2 4486
5 0 6463
1 1 9010
4 0 6142
4 0 4425
3 0 2853
2 1 6748
0 2 516
2 5 5159
2 3 2553
5 1 3003
5 4 8107
4 5 9154
3 3 2334
3 0 6784
1 5 1763
0 3 6560
2 3 5185
5 4 5097
1 5 3349
2 4 2634
5 3 8585
4 2 4986
1 0 7892
5 0 9569
3 1 6366
0 4 2833
2 3 3847
4 0 2300
4 3 629
2 3 6508
4 2 775
4 2 3540
2 1 6518
2 2 9499
4 5 6908
0 2 4303
1 0 8432
1 4 9810
2 5 3596
0 4 8696
0 1 4465
3 3 5361
4 3 4187
4 2 5981
3 4 3879
0 0 3293
0 4 7135
4 2 6942
3 0 4163
5 1 8500
4 2 6234
1 1 5950
4 4 5339
0 1 2293
5 4 6382
3 0 323
5 1 6951
1 2 6465
5 1 4813
0 1 8977
2 1 5464
1 0 4107
3 1 5740
4 3 9587
3 5 8793
1 2 6620
0 0 7371
2 3 8534
2 3 3567
3 4 6067
3 2 7433
3 3 2132
2 2 5523
5 1 8147
2 0 2335
5 3 1968
3 0 339
4 1 936
1 2 7052
3 3 9204
4 3 9540
5 1 6997
5 2 3878
0 5 9170
1 1 1520
2 1 3660
2 5 2267
3 1 4292
4 5 2553
1 4 1862
2 4 1198
3 1 2376
4 1 9503
3 3 4673
2 3 3823
4 0 3044
1 1 8012
2 4 9747
5 5 3134
1 5 1742
3 3 1638
4 1 2958
3 5 1484
5 2 9090
2 5 3923
2 2 8320
2 0 6952
0 5 3807
5 0 2525
4 4 158
0 2 9560
5 1 2973
4 3 3748
0 5 9409
0 4 1832
0 4 9833
0 2 6127
0 5 6631
4 2 8341
2 5 7458
3 3 4901
4 2 1867
5 0 732
4 0 3705
2 4 5457
1 3 3461
1 3 6169
1 0 2538
3 2 5018
0 0 392
3 1 6754
4 2 5743
4 1 3021
2 4 3720
5 5 9634
0 5 1983
3 4 8142
4 2 5063
4 0 6554
4 2 1492
4 5 34
0 2 8094
5 4 8644
1 4 1784
1 1 6925
4 4 8602
0 0 296
3 3 840
3 4 512
4 2 7654
3 0 2428
5 0 6088
3 4 7797
0 5 3694
5 0 4782
3 4 2869
1 2 1417
2 4 9299
0 2 6350
2 2 292
3 5 5164
1 5 7721
0 4 6410
3 3 7902
1 1 5916
5 0 6439
1 3 7806
4 4 4511
4 1 5265
5 1 2976
2 5 9134
5 4 127
4 2 7697
5 0 6839
4 0 2986
4 3 5767
5 1 136
1 0 37
2 2 5367
1 2 3934
0 0 6095
2 0 631
5 5 3630
3 4 9242
4 0 1161
5 1 4169
5 1 1135
5 0 6180
5 4 5900
1 4 2996
0 5 4114
4 0 4416
3 2 1625
1 5 8502
5 4 2949
0 4 7235
5 5 7799
5 0 1502
1 2 3799
5 4 9013
2 4 3766
2 1 7194
3 2 5776
0 4 7209
4 3 4684
2 1 4835
0 2 9781
0 2 2362
0 5 6264
4 0 6853
1 3 769
2 3 4105
2 4 1142
0 5 4565
3 0 7265
2 1 3107
4 1 3558
4 5 5160
2 1 5038
2 3 1796
5 2 8430
3 3 5407
5 1 3495
2 4 7967
2 1 29
2 3 2631
3 5 3007
0 1 1662
2 3 96
3 3 2110
5 1 3069
2 3 3090
2 2 9369
0 0 7682
0 1 4295
3 4 1187
2 2 2251
3 2 4564
4 0 3193
1 1 4401
2 2 1394
3 2 8589
0 4 2795
4 2 8803
5 3 3882
2 5 1648
2 2 2505
4 1 9067
2 0 3790
3 5 768
5 1 9093
0 2 6251
2 1 7651
4 3 435
0 3 5275
5 3 2200
5 0 3842
4 3 9560
4 1 4664
3 3 1955
2 4 3542
2 5 2496
4 4 8258
1 1 3846
4 2 3294
1 3 7250
5 1 3253
0 2 3555
1 4 2719
2 3 6644
0 0 9729
5 4 3370
2 2 8858
3 2 6286
0 4 3513
1 1 4421
0 2 658
2 5 4729
5 1 2053
2 5 2772
0 0 1302
4 2 9440
4 1 7086
0 1 946
3 3 8751
4 4 4833
4 1 1392
4 0 2271
5 0 3381
4 0 9388
2 1 4951
5 1 7259
4 5 1514
3 5 5972
0 1 8129
3 2 7630
4 3 8078
2 2 9078
2 3 4186
1 2 8825
2 3 9639
1 2 6358
1 4 5055
4 5 4589
5 4 1246
2 0 4893
3 0 9950
5 2 3428
0 5 56
2 2 8241
3 4 3458
0 0 658
2 1 9281
1 2 9118
3 2 4763
3 1 1318
1 1 9970
4 5 2111
1 0 12
1 1 7055
5 1 8979
3 3 7089
2 4 4995
4 1 4211
5 0 711
0 4 5326
0 3 6632
5 4 1761
3 3 3441
2 2 2210
1 1 6894
4 4 3483
1 1 8337
2 5 9213
0 4 7998
4 0 8641
5 0 6035
4 4 131
5 3 709
5 4 7824
0 4 6071
3 3 8906
4 4 6989
3 2 8656
1 2 3970
2 3 3102
0 0 1018
2 4 4042
0 1 4284
2 3 4461
0 2 8924
1 3 9356
4 0 2847
4 4 744
0 2 7257
1 4 9451
5 4 6299
3 4 3489
2 0 2784
0 1 1272
2 5 3868
3 4 3818
1 3 8253
3 1 8215
3 1 9269
1 4 6709
0 3 8232
4 2 3522
5 0 5413
4 0 8264
4 0 6250
0 4 1794
3 0 3804
3 3 9267
2 5 3193
0 4 2254
3 3 6850
3 1 4350
4 2 5148
2 0 7177
1 2 3954
5 1 1698
3 1 2470
5 0 5469
2 3 1440
4 4 1288
1 0 816
0 0 9027
3 4 3059
1 2 8399
4 2 9967
3 4 688
4 0 1676
2 3 239
0 4 8242
2 0 1306
2 1 2493
2 2 6386
0 3 6509
0 4 4626
0 2 2649
2 0 3181
2 2 720
4 2 14
