3 906
1 4 9744
1 0 127
0 3 7560
4 4 563
4 0 8711
0 0 3291
3 4 3614
0 3 8993
2 2 6882
3 0 6717
3 1 1574
3 3 1486
3 4 3074
2 2 8179
4 3 5775
4 2 5710
0 1 1017
3 1 1137
3 3 3943
0 1 925
1 2 4018
0 0 6963
4 0 3858
3 1 8571
3 4 9685
0 1 2604
3 3 9250
0 1 9485
0 4 4639
3 1 967
1 1 7677
1 0 865
3 0 7955
2 2 9211
1 4 5196
2 4 8270
0 4 4427
3 2 7283
2 3 5830
3 0 6950
2 4 3714
2 4 4047
4 2 9435
3 3 2954
3 0 5486
2 2 9159
3 1 9683
2 4 1723
0 4 9122
0 2 5821
1 1 2747
1 3 269
3 3 1703
3 4 907
0 2 2806
4 3 7084
1 1 2698
2 0 8898
4 4 5171
1 0 2506
4 4 8224
4 3 0
4 1 5053
1 4 1338
3 2 8067
2 1 6787
0 1 2122
0 4 4850
1 0 2254
4 2 3813
3 1 9181
2 3 5720
0 2 181
4 0 9296
1 2 8722
4 2 297
0 1 3181
0 3 7057
2 2 9999
4 1 7483
2 4 8977
1 2 9932
0 3 4266
0 1 3682
0 0 9086
4 3 5990
0 1 1476
3 0 1892
0 0 8839
3 0 1136
3 2 7643
0 1 6582
0 3 7955
2 0 6815
2 3 853
2 0 1783
1 2 9097
1 1 1269
3 0 3149
3 3 639
2 3 6610
4 1 3890
2 1 4552
2 4 8777
2 2 8566
3 0 2641
0 4 1298
1 0 6776
3 4 3428
3 3 308
2 0 2197
0 0 774
3 2 2325
2 2 8412
4 3 5421
1 4 2439
2 0 8159
2 1 1354
1 1 2972
2 0 1852
2 4 5482
0 3 5154
4 1 6506
1 3 4790
2 2 3172
1 3 8859
1 2 7280
0 1 6590
1 0 5352
1 2 3069
2 1 3083
3 1 9300
4 4 4667
4 4 1032
1 4 9875
4 3 3412
1 0 636
4 0 2844
4 0 6814
3 1 2326
0 4 6039
3 1 152
4 4 1790
4 3 9631
0 3 5735
3 3 1877
0 4 3198
3 3 5155
3 0 8156
1 1 8823
0 2 5358
1 1 3245
0 3 3990
0 4 4100
4 2 8364
4 4 2659
3 4 5844
3 1 1551
3 3 19
1 1 9304
1 1 2475
2 2 8967
3 2 1729
4 2 8131
1 3 9207
2 2 1183
2 3 7472
3 0 5062
3 1 6797
1 3 3141
3 0 5474
0 3 3485
4 4 30
2 0 6898
0 4 6424
0 2 1641
3 1 3480
3 0 8789
2 3 2723
0 1 2493
0 0 4220
3 1 9613
2 1 8270
0 1 7829
4 0 8743
4 3 3024
2 4 2386
3 0 9969
3 3 30
4 4 2587
1 4 9649
2 4 7339
0 1 7330
1 0 1349
4 1 3881
2 2 4133
3 3 3287
4 2 1519
4 4 244
3 3 6259
4 2 6353
3 4 8705
4 4 6799
2 0 4315
0 4 853
2 2 6487
0 4 5562
4 0 5205
4 2 6911
2 1 3403
0 2 821
1 4 2443
2 3 1528
2 0 2700
1 4 3787
3 1 2589
4 3 9426
2 1 3036
4 2 6092
0 0 5921
4 4 4166
3 2 4123
2 2 9484
4 2 3931
3 1 5165
0 0 7069
0 1 7422
1 4 8569
1 2 5676
3 0 5340
4 1 172
3 1 6527
1 0 5812
3 3 2124
0 4 5186
0 3 6794
4 2 6141
3 3 2437
2 4 3590
3 1 6513
1 4 8257
3 3 2346
0 0 1225
1 2 6421
0 3 634
0 2 356
4 1 5472
3 3 8111
2 0 7661
4 4 216
0 1 5344
3 4 6267
0 4 757
2 2 4650
0 4 1876
0 0 3953
1 2 1598
1 0 4937
1 4 2540
2 0 83
0 1 5609
0 3 2939
1 3 1304
1 3 164
0 1 4349
0 4 6339
0 2 1986
2 1 1079
1 4 2407
1 4 9561
2 3 9053
3 4 5494
3 3 7581
3 4 187
4 3 2438
3 0 1320
2 3 4486
0 3 6463
4 0 9010
3 1 6142
3 2 4425
2 1 2853
2 2 6748
2 1 516
0 2 5159
2 2 2553
1 0 3003
4 3 8107
1 1 9154
0 3 2334
2 3 6784
0 3 1763
4 1 6560
0 2 5185
4 3 5097
4 3 3349
4 1 2634
0 0 8585
1 0 4986
4 1 7892
4 2 9569
0 0 6366
1 3 2833
1 3 3847
1 2 2300
0 3 629
1 2 6508
4 2 775
1 0 3540
4 0 6518
1 4 9499
2 3 6908
2 1 4303
2 4 8432
4 4 9810
4 0 3596
2 4 8696
1 1 4465
2 3 5361
2 1 4187
3 0 5981
1 0 3879
3 4 3293
2 3 7135
1 0 6942
1 1 4163
2 0 8500
0 2 6234
3 3 5950
4 0 5339
4 3 2293
0 4 6382
1 3 323
1 3 6951
1 3 6465
4 3 4813
4 0 8977
1 4 5464
1 2 4107
3 1 5740
1 2 9587
1 4 8793
1 4 6620
1 3 7371
4 3 8534
0 2 3567
0 4 6067
2 0 7433
4 4 2132
2 0 5523
4 4 8147
0 2 2335
0 3 1968
0 1 339
0 3 936
2 0 7052
3 2 9204
1 1 9540
2 0 6997
4 3 3878
3 2 9170
1 3 1520
1 3 3660
2 3 2267
0 1 4292
3 3 2553
0 3 1862
3 0 1198
3 4 2376
4 2 9503
1 2 4673
1 4 3823
0 2 3044
0 4 8012
1 4 9747
1 4 3134
1 3 1742
3 1 1638
2 4 2958
1 0 1484
1 0 9090
0 3 3923
2 0 8320
4 2 6952
3 4 3807
2 4 2525
0 1 158
4 1 9560
0 2 2973
0 1 3748
0 3 9409
4 1 1832
1 3 9833
3 0 6127
3 4 6631
4 1 8341
0 0 7458
4 0 4901
1 0 1867
4 3 732
2 0 3705
3 2 5457
2 2 3461
4 2 6169
4 3 2538
0 0 5018
2 0 392
2 3 6754
0 0 5743
3 0 3021
0 0 3720
0 2 9634
4 1 1983
1 0 8142
0 0 5063
2 3 6554
2 0 1492
3 0 34
3 0 8094
0 2 8644
2 2 1784
0 2 6925
3 2 8602
0 1 296
1 4 840
4 1 512
2 3 7654
2 2 2428
2 1 6088
4 0 7797
4 0 3694
3 2 4782
0 1 2869
3 4 1417
4 4 9299
0 1 6350
3 2 292
1 3 5164
4 1 7721
0 0 6410
2 0 7902
1 4 5916
2 3 6439
1 0 7806
3 4 4511
1 2 5265
1 4 2976
1 3 9134
4 1 127
0 1 7697
2 0 6839
3 1 2986
1 2 5767
3 0 136
4 1 37
1 2 5367
2 0 3934
0 4 6095
3 2 631
0 1 3630
2 0 9242
4 1 1161
3 0 4169
1 1 1135
2 0 6180
1 3 5900
1 4 2996
3 4 4114
2 2 4416
3 2 1625
3 2 8502
1 0 2949
1 0 7235
4 2 7799
4 3 1502
4 3 3799
3 1 9013
4 0 3766
1 4 7194
1 4 5776
0 3 7209
0 4 4684
0 0 4835
0 1 9781
3 3 2362
3 4 6264
4 4 6853
2 1 769
1 2 4105
2 4 1142
0 0 4565
4 2 7265
1 2 3107
2 1 3558
2 3 5160
4 2 5038
3 3 1796
4 4 8430
2 4 5407
3 1 3495
0 3 7967
2 0 29
2 3 2631
3 3 3007
3 3 1662
1 1 96
1 4 2110
0 1 3069
4 4 3090
3 1 9369
1 4 7682
4 3 4295
2 4 1187
0 4 2251
3 3 4564
1 4 3193
0 0 4401
1 1 1394
2 1 8589
4 1 2795
0 0 8803
3 0 3882
0 0 1648
1 1 2505
4 3 9067
0 3 3790
0 1 768
1 0 9093
0 4 6251
3 1 7651
3 2 435
1 1 5275
1 4 2200
4 4 3842
4 1 9560
2 3 4664
3 1 1955
0 1 3542
1 4 2496
3 0 8258
0 2 3846
1 4 3294
0 0 7250
1 4 3253
4 0 3555
2 1 2719
0 3 6644
1 1 9729
0 4 3370
3 2 8858
0 3 6286
0 4 3513
2 2 4421
3 0 658
3 2 4729
2 4 2053
0 0 2772
3 4 1302
2 1 9440
1 0 7086
4 3 946
1 2 8751
3 0 4833
0 4 1392
3 0 2271
2 1 3381
2 3 9388
3 3 4951
0 3 7259
2 1 1514
2 2 5972
4 1 8129
2 4 7630
1 2 8078
3 0 9078
4 1 4186
0 2 8825
3 3 9639
3 4 6358
0 0 5055
4 3 4589
0 2 1246
0 2 4893
4 0 9950
4 0 3428
2 2 56
4 4 8241
4 4 3458
4 4 658
1 4 9281
4 0 9118
3 1 4763
0 4 1318
2 1 9970
3 4 2111
2 1 12
3 4 7055
2 4 8979
3 2 7089
4 0 4995
4 4 4211
3 4 711
2 4 5326
1 2 6632
0 3 1761
3 1 3441
4 1 2210
0 2 6894
2 3 3483
0 3 8337
4 2 9213
0 0 7998
4 1 8641
3 3 6035
2 2 131
0 0 709
3 1 7824
0 2 6071
1 0 8906
4 4 6989
1 3 8656
1 3 3970
3 4 3102
3 1 1018
2 0 4042
3 4 4284
1 0 4461
3 1 8924
0 3 9356
2 4 2847
2 0 744
0 2 7257
1 1 9451
4 4 6299
4 1 3489
0 2 2784
1 3 1272
2 4 3868
2 1 3818
3 0 8253
0 4 8215
4 2 9269
0 0 6709
0 1 8232
1 0 3522
4 1 5413
4 3 8264
4 3 6250
2 3 1794
2 2 3804
4 4 9267
3 4 3193
3 0 2254
4 0 6850
1 4 4350
3 2 5148
3 1 7177
4 3 3954
2 3 1698
1 2 2470
3 1 5469
4 1 1440
1 1 1288
1 1 816
2 3 9027
0 1 3059
3 4 8399
2 3 9967
2 3 688
4 0 1676
2 1 239
4 2 8242
2 0 1306
3 4 2493
1 3 6386
2 2 6509
3 3 4626
3 3 2649
3 1 3181
3 4 720
2 4 14
