12 924
5 3 4552
1 5 8777
1 0 8566
10 9 2641
7 4 1298
0 13 6776
12 6 3428
12 7 308
6 7 2197
12 5 774
13 3 2325
4 13 8412
4 11 5421
11 12 2439
13 7 8159
12 1 1354
4 9 2972
10 4 1852
3 9 5482
7 13 5154
8 13 6506
7 5 4790
3 9 3172
1 0 8859
8 1 7280
8 9 6590
3 13 5352
7 1 3069
0 11 3083
12 2 9300
11 0 4667
0 0 1032
9 3 9875
9 10 3412
10 12 636
3 0 2844
2 13 6814
1 2 2326
13 1 6039
13 1 152
11 9 1790
12 9 9631
13 2 5735
9 11 1877
5 7 3198
4 9 5155
3 4 8156
3 4 8823
4 7 5358
5 11 3245
0 13 3990
7 12 4100
10 10 8364
5 5 2659
12 5 5844
5 2 1551
9 3 19
11 4 9304
3 2 2475
0 0 8967
12 8 1729
8 0 8131
4 2 9207
7 5 1183
13 13 7472
1 13 5062
2 0 6797
4 3 3141
7 8 5474
7 4 3485
13 3 30
0 2 6898
2 7 6424
6 8 1641
5 12 3480
4 12 8789
3 4 2723
6 3 2493
0 13 4220
4 13 9613
7 11 8270
8 5 7829
1 7 8743
8 12 3024
4 11 2386
3 4 9969
5 1 30
8 11 2587
5 13 9649
4 6 7339
13 4 7330
4 3 1349
10 13 3881
8 11 4133
3 1 3287
8 10 1519
7 6 244
4 5 6259
1 10 6353
7 0 8705
11 8 6799
13 5 4315
10 9 853
7 0 6487
8 13 5562
2 0 5205
9 3 6911
0 10 3403
11 10 821
9 1 2443
1 10 1528
6 3 2700
1 1 3787
1 8 2589
12 8 9426
11 10 3036
0 5 6092
10 6 5921
4 10 4166
5 1 4123
2 9 9484
3 1 3931
4 4 5165
13 3 7069
5 9 7422
1 7 8569
5 8 5676
9 1 5340
3 9 172
2 10 6527
12 8 5812
13 5 2124
4 9 5186
7 12 6794
1 0 6141
8 13 2437
0 11 3590
2 7 6513
9 0 8257
6 9 2346
12 9 1225
2 10 6421
11 0 634
7 8 356
5 12 5472
5 9 8111
2 3 7661
10 3 216
8 12 5344
3 8 6267
10 9 757
6 6 4650
6 3 1876
13 3 3953
11 11 1598
4 4 4937
7 4 2540
8 4 83
4 4 5609
13 13 2939
6 11 1304
11 7 164
0 3 4349
3 10 6339
13 10 1986
1 13 1079
5 8 2407
9 5 9561
13 12 9053
11 11 5494
6 13 7581
11 9 187
0 12 2438
10 6 1320
4 10 4486
1 12 6463
9 1 9010
0 10 6142
10 12 4425
7 6 2853
4 11 6748
0 6 516
12 13 5159
2 5 2553
13 13 3003
11 6 8107
10 13 9154
5 13 2334
3 6 6784
7 11 1763
2 13 6560
8 7 5185
5 10 5097
9 13 3349
8 12 2634
13 11 8585
12 12 4986
11 6 7892
1 12 9569
11 3 6366
10 0 2833
2 1 3847
10 0 2300
10 9 629
8 7 6508
4 4 775
0 8 3540
4 9 6518
2 0 9499
6 7 6908
4 6 4303
3 8 8432
3 2 9810
10 13 3596
4 8 8696
6 7 4465
1 5 5361
10 1 4187
8 6 5981
1 10 3879
8 0 3293
2 10 7135
4 6 6942
3 0 4163
9 3 8500
0 12 6234
5 11 5950
6 10 5339
12 11 2293
9 12 6382
7 6 323
1 3 6951
7 2 6465
5 1 4813
8 9 8977
6 7 5464
1 10 4107
9 13 5740
6 9 9587
5 1 8793
9 6 6620
10 6 7371
12 7 8534
12 11 3567
7 2 6067
13 0 7433
9 11 2132
6 2 5523
1 9 8147
0 0 2335
7 13 1968
11 2 339
2 5 936
13 0 7052
13 1 9204
12 9 9540
7 5 6997
7 4 3878
2 11 9170
3 11 1520
0 11 3660
2 9 2267
7 1 4292
6 5 2553
7 6 1862
0 12 1198
5 3 2376
8 3 9503
5 9 4673
0 1 3823
12 8 3044
5 7 8012
6 2 9747
9 13 3134
13 7 1742
9 1 1638
12 3 2958
13 13 1484
7 2 9090
8 7 3923
2 0 8320
8 6 6952
10 13 3807
9 12 2525
2 2 158
2 12 9560
3 7 2973
2 7 3748
4 11 9409
12 6 1832
10 0 9833
2 6 6127
2 1 6631
12 0 8341
0 9 7458
11 3 4901
4 4 1867
9 4 732
6 2 3705
12 6 5457
13 3 3461
3 1 6169
5 8 2538
5 10 5018
12 4 392
1 13 6754
4 10 5743
8 9 3021
8 10 3720
13 13 9634
0 13 1983
1 8 8142
10 4 5063
4 2 6554
8 12 1492
6 7 34
2 10 8094
9 4 8644
3 6 1784
3 13 6925
0 2 8602
6 2 296
11 5 840
13 10 512
10 6 7654
3 0 2428
13 8 6088
3 6 7797
8 11 3694
5 8 4782
7 2 2869
7 10 1417
10 6 9299
6 10 6350
12 2 292
13 1 5164
5 5 7721
12 10 6410
7 11 7902
13 13 5916
1 4 6439
11 9 7806
2 4 4511
10 9 5265
11 13 2976
10 13 9134
13 0 127
10 0 7697
5 0 6839
2 10 2986
6 9 5767
13 13 136
1 10 37
10 4 5367
7 2 3934
6 0 6095
4 10 631
5 9 3630
3 6 9242
0 10 1161
7 11 4169
5 13 1135
1 10 6180
3 10 5900
5 4 2996
4 11 4114
12 12 4416
7 0 1625
13 9 8502
7 6 2949
4 8 7235
1 13 7799
11 4 1502
5 10 3799
9 10 9013
4 6 3766
2 5 7194
1 10 5776
8 2 7209
0 11 4684
8 7 4835
6 8 9781
10 0 2362
4 5 6264
0 12 6853
5 11 769
10 11 4105
4 12 1142
6 3 4565
3 6 7265
8 3 3107
2 3 3558
0 3 5160
4 13 5038
2 13 1796
13 6 8430
11 3 5407
7 3 3495
8 0 7967
0 5 29
2 11 2631
5 9 3007
6 13 1662
6 13 96
3 1 2110
9 3 3069
12 13 3090
0 0 9369
0 8 7682
4 5 4295
1 4 1187
10 10 2251
9 2 4564
6 8 3193
7 5 4401
10 2 1394
7 12 8589
8 4 2795
0 0 8803
5 5 3882
8 9 1648
2 0 2505
4 9 9067
10 10 3790
1 1 768
3 9 9093
0 12 6251
2 9 7651
2 7 435
6 3 5275
1 3 2200
13 4 3842
6 13 9560
2 1 4664
3 9 1955
10 8 3542
6 1 2496
2 2 8258
9 9 3846
12 2 3294
1 1 7250
3 3 3253
0 8 3555
1 0 2719
8 3 6644
2 8 9729
3 12 3370
4 2 8858
13 8 6286
2 0 3513
1 13 4421
2 12 658
10 7 4729
9 9 2053
12 11 2772
4 2 1302
2 2 9440
2 9 7086
10 1 946
9 3 8751
8 12 4833
4 9 1392
12 6 2271
7 4 3381
4 2 9388
4 7 4951
7 13 7259
0 7 1514
13 5 5972
2 1 8129
13 12 7630
8 9 8078
12 6 9078
2 13 4186
3 0 8825
10 13 9639
7 0 6358
1 2 5055
4 7 4589
5 6 1246
4 0 4893
11 2 9950
3 6 3428
0 11 56
0 4 8241
11 2 3458
12 2 658
12 9 9281
5 12 9118
9 2 4763
9 7 1318
9 9 9970
2 5 2111
11 0 12
13 9 7055
1 5 8979
1 11 7089
8 8 4995
6 7 4211
7 8 711
0 0 5326
8 9 6632
13 0 1761
11 7 3441
4 0 2210
7 5 6894
4 8 3483
11 9 8337
4 7 9213
10 10 7998
10 8 8641
3 2 6035
4 2 131
9 1 709
7 12 7824
12 6 6071
5 1 8906
0 10 6989
7 0 8656
3 8 3970
12 11 3102
12 10 1018
12 4 4042
0 11 4284
10 11 4461
2 2 8924
1 1 9356
10 2 2847
8 0 744
2 0 7257
11 8 9451
5 12 6299
9 6 3489
4 2 2784
2 7 1272
4 3 3868
3 12 3818
3 9 8253
1 7 8215
13 11 9269
7 0 6709
6 1 8232
12 0 3522
1 8 5413
6 4 8264
10 8 6250
6 12 1794
1 6 3804
7 7 9267
2 3 3193
2 12 2254
3 3 6850
1 13 4350
10 4 5148
12 0 7177
5 10 3954
3 11 1698
7 13 2470
13 2 5469
0 7 1440
10 12 1288
13 10 816
10 12 9027
1 12 3059
13 0 8399
10 6 9967
5 6 688
4 12 1676
4 3 239
12 2 8242
8 2 1306
4 3 2493
2 4 6386
0 9 6509
12 6 4626
2 2 2649
6 2 3181
4 4 720
6 0 14
