383
SE 5322
EbN 4820
WbS 7722
S 5940
NEbN 3941
SWbS 1706
SW 1128
NNW 5985
SSW 3921
E 2423
NEbE 1397
NbE 5631
SW 9293
NE 7673
WNW 7626
EbS 1223
NEbN 6641
WNW 3899
EbS 2299
NNW 525
NNW 8210
NEbE 8820
E 7733
SWbS 5995
SW 380
SbW 5274
S 8851
WbS 1861
SSE 5580
NW 1994
NEbE 7622
SbE 2505
SWbW 1962
NNE 1327
SWbS 8945
ESE 3203
SSW 6785
NEbE 2843
SW 9529
SWbW 8873
SW 9959
NNE 8037
W 7754
E 3304
SWbW 2134
S 2891
ESE 7568
NNE 369
EbS 4501
NNW 3789
NEbE 6250
SSE 3304
WbN 5364
SbW 254
SE 7687
SWbW 1153
SE 5976
NE 9158
SbW 5437
SE 3415
SbW 461
N 29
NWbW 8051
NW 7557
ENE 4795
NbE 8700
NEbN 1040
NNE 429
NEbN 4501
EbS 7648
WNW 6160
SbE 2536
WSW 4340
SE 2216
NbW 505
SEbS 50
SW 8286
SEbS 5344
SbE 3178
SW 5239
NEbN 6950
NbE 5368
NE 2293
NEbN 744
W 2830
WSW 1683
SE 3542
WbN 3827
W 2262
ESE 361
NWbN 8024
EbS 82
NEbE 3191
NbE 8997
NbW 4678
ESE 691
ESE 4525
EbS 9615
S 8206
WSW 6313
WNW 5101
WNW 2727
SSW 4917
E 5579
WbN 8947
NNE 2648
ESE 9052
E 9632
NbE 858
NEbN 1313
NNW 9215
NEbN 3513
WNW 4413
WbS 9611
WbN 6190
SSW 6356
WbN 6621
WbN 8988
N 8339
WSW 7771
SW 6857
SbW 607
NE 5850
SEbS 7206
NEbN 5218
ENE 4946
NbW 6874
ESE 874
SWbW 4290
NEbN 6608
SSE 2758
NNE 4472
NbE 1101
SWbS 3619
NNW 8026
NW 3075
NbE 8158
SbW 3494
ENE 271
SEbE 3418
SbE 5570
SEbE 2623
WNW 3174
EbN 6432
WSW 6683
NNW 4293
NbW 5058
SEbE 1522
NWbN 8575
NEbN 1948
EbN 9232
SEbS 538
SE 5055
SSE 4099
NWbN 1082
NW 3517
ESE 2232
NWbW 1797
NW 2339
SW 9219
SEbS 3971
WSW 4813
SWbS 4978
SEbS 1537
N 4177
SEbE 9208
SbE 4858
S 3500
WbS 128
SSE 5237
W 7819
NbE 564
SbW 1245
EbN 1806
NNW 3292
NbW 8956
SSE 3590
W 8994
WSW 2806
SSW 4823
WSW 6718
NNW 3094
WSW 127
NbE 1487
SEbS 544
NNE 7815
WbN 8180
EbS 4763
NbW 7089
WbS 5711
SE 295
EbS 347
SEbE 1138
NWbW 5154
EbN 2574
W 926
SEbE 6711
NNE 7218
NE 6964
SbE 7091
SSW 8131
W 8572
SWbW 9634
SWbW 4790
SbW 2605
SWbS 9806
NNE 7869
WbS 9486
NNW 2196
SbE 2950
N 968
NNE 6764
NWbN 597
SEbS 866
E 9037
SWbS 7771
SSE 9212
ENE 2533
SE 2380
WbN 8271
E 4173
NWbW 4235
33.25
283
W 7399
ENE 1064
SEbE 6951
SSE 574
SSW 6060
SSW 4048
SE 5083
NWbW 1233
SW 2955
SEbE 1899
SSE 5641
WSW 9160
WSW 9263
SWbS 1042
E 1724
NE 6273
NNE 4155
EbN 5822
SbW 9366
NWbW 1172
N 270
NNE 8702
EbN 4654
SEbS 908
EbN 6729
WSW 5798
S 7085
NW 5335
ESE 992
W 8899
SEbE 1053
SWbS 8190
EbN 2507
WNW 9017
S 3110
NWbW 1
NNE 8110
NWbN 5082
WNW 1339
NEbE 9427
NEbN 5148
WbS 6788
EbN 6533
WNW 1282
NEbN 4851
NEbN 6591
SSE 5351
NWbW 3814
SbW 1495
SEbS 6082
SEbE 5721
SbW 7983
NEbE 7488
WbS 9297
WbN 5405
NNE 6893
WbS 298
S 9135
SEbS 8507
SbE 7058
NW 596
NbW 1963
EbS 7484
N 155
SbW 1310
NWbW 9933
WSW 5022
ESE 3564
NW 3683
NWbW 7686
NNW 4286
SSW 5991
WbS 7315
SW 4117
SE 1893
SWbW 5529
WbS 7526
SSW 1137
S 9619
NWbW 338
N 6583
NWbN 4311
NEbN 889
SbW 6816
ESE 3438
SWbW 9
ESE 1784
NNW 8658
EbS 3828
ENE 1270
WbS 6652
NWbN 911
S 640
SSE 1889
NNE 2394
NbE 3891
N 5200
W 6932
EbN 8778
NEbN 658
WSW 953
WbN 2642
NbW 9369
NNE 8185
SEbE 6777
NWbN 5267
NE 8955
S 309
EbS 7279
SWbW 2556
E 775
SEbS 5001
SWbW 998
SEbE 8413
SbE 8383
SEbS 4694
ENE 2440
ENE 8422
NbW 4986
SEbS 1355
SbW 8763
SE 1542
NE 1853
ESE 3663
WNW 400
WbN 5155
SWbW 9016
ESE 9852
SE 4791
EbN 2492
NE 38
NbE 8860
NW 872
S 6988
S 6591
NEbE 3971
E 7666
WbS 3070
SEbS 7362
NWbW 1352
N 9301
ESE 1639
NWbW 9365
NbE 1033
ESE 6105
NEbN 3680
NWbN 3413
WNW 4970
SE 6171
SW 2845
E 6650
NNW 4466
ESE 2327
NNW 184
WbS 6970
NbW 153
SEbS 4394
SSE 7290
NWbN 9632
SbW 4265
WbS 4549
WbS 1878
WbN 6834
SSE 4950
NWbW 5156
NbE 8469
NW 961
SWbW 8824
WSW 3172
NNW 5678
SE 3246
NEbE 2762
ENE 324
NNE 4101
NNE 1076
SE 2043
E 2660
SbE 6290
SW 3470
ENE 1552
N 5384
SWbS 3134
EbN 9305
NE 5982
NWbW 3667
SEbE 8968
N 193
NbE 903
NE 8132
ESE 3175
WbS 9719
N 1184
WbN 5488
N 4574
SEbS 5063
NWbN 3934
SEbS 2497
ESE 3142
WbN 1727
SSW 6981
SbW 3486
NW 2306
SSE 4030
WbS 6899
N 4563
W 7720
W 1642
WSW 3011
E 2727
NbW 8790
NW 3709
NEbN 939
SEbS 2494
NbW 711
NW 5906
WNW 9614
SbE 3639
NNW 9422
SWbS 7830
SbE 6181
WbS 9096
SEbE 3025
N 9155
NNE 570
W 9970
NNW 2374
NNW 8434
NbW 2588
SbE 95
SbW 1500
SbE 7340
W 1743
NNE 2087
NWbW 1350
SEbE 187
EbS 5012
SSW 4134
SWbS 2723
WbS 6774
NWbW 1520
WSW 5355
NE 3125
NWbW 6260
NbW 7419
NbE 1713
SWbW 8706
NW 2734
SbE 2735
NEbN 4316
SWbS 1088
SWbW 670
SSW 6488
SSW 6838
WNW 8090
WNW 5206
W 6705
SbE 2558
NEbE 3404
N 1893
SWbW 1523
SWbW 2444
SWbS 5362
W 3379
SbE 2701
SEbS 4883
SEbE 4900
NbW 2590
ESE 354
NNE 6949
WNW 3037
WNW 7108
SE 5418
S 5922
SW 8481
WSW 5995
SSW 4124
SWbW 2934
NW 6318
E 3932
EbS 6710
SEbS 9157
W 7070
SbW 2996
-13.40
171
EbN 8570
SbE 4802
SE 6653
SEbE 5341
SEbS 1744
SE 3092
EbS 6528
SSE 8879
NE 3051
SE 2125
SWbW 4214
NNE 8500
ESE 6795
S 5116
NWbN 9343
SbE 2438
EbN 3199
ENE 9940
WNW 6514
SbE 5129
SbW 1805
SEbE 2347
NWbW 8139
WbN 496
NE 6422
SE 7227
WNW 4159
NWbN 357
E 7646
N 3447
NWbW 8112
SEbE 7604
SEbS 5826
WSW 217
NEbN 9175
S 597
NNE 6268
SSE 2014
SWbW 520
NW 4651
SE 7833
SW 280
WSW 3954
SEbE 9296
NNW 6108
NEbE 4938
WNW 4977
NW 4585
NbE 84
S 9493
WbN 6497
W 2940
NWbW 5736
W 9874
SSE 165
SEbE 2252
NWbN 2752
NNE 6340
S 3166
SSW 8303
WbN 1080
EbN 2548
EbN 8485
NWbW 9562
WbS 1932
SEbS 529
SEbE 5495
SEbE 7544
SEbS 1124
W 188
WbS 4644
WSW 1989
NNE 1321
E 4099
ENE 3019
N 6464
SSW 4696
SSW 6506
SEbE 6143
NNE 8099
WbN 1473
SSW 2854
WSW 4798
SE 4548
N 517
NNW 9913
EbN 9878
SE 2554
SEbS 2933
NWbW 2036
SbE 8108
SSW 50
NNE 3862
WNW 2335
SWbS 5326
S 4429
SEbS 1764
SbW 116
N 382
ENE 5186
NbE 2101
WbN 2409
WbN 3350
SbW 5880
WNW 4317
WNW 8586
EbN 2766
ESE 7931
SSW 7893
W 6630
NbE 9753
SbW 6367
SEbE 7396
SbW 4429
N 3848
SEbS 5027
NW 1063
ESE 630
SEbE 5101
NW 3398
E 776
SSE 4545
NE 3321
WNW 6519
NWbN 1795
NWbW 7135
WNW 6909
SEbS 3063
SbE 2687
SSW 8433
WSW 9808
SSW 8835
NEbE 3597
EbN 7985
W 2325
WSW 4466
NWbW 9717
SbW 9344
NWbN 4188
SWbW 603
NWbN 5361
W 3880
NW 3942
NWbN 2925
NE 7136
NW 3163
SSE 3871
SE 4164
ESE 7812
NE 2516
WbS 6235
NE 2291
NNW 8694
SbW 5340
N 7495
SWbW 5214
WSW 6383
SW 1476
SWbS 8739
NbW 6952
NbE 4812
SbW 9169
EbS 4814
NEbN 2500
SbW 4536
WSW 5465
NbE 8347
NWbW 3073
SbE 5741
NWbW 2624
SWbS 7058
-23.27
793
NbW 3282
NW 115
SWbS 7372
ESE 597
WSW 9884
NE 3568
WbN 5801
SWbS 3675
SbE 7434
SSW 7458
NE 5950
SbW 5524
WNW 5293
NEbN 7630
NWbN 2336
WSW 2141
S 3044
SbE 340
SSE 2026
W 1654
SW 7053
NE 2958
NE 1288
WbS 9541
NbE 4827
NEbE 7206
WbS 3879
W 5170
NNE 7228
NNW 1521
SEbE 9222
NW 7884
E 2268
NbW 5383
NE 5512
NWbW 2554
SWbS 8609
ENE 1769
WbS 1199
SE 4969
E 1010
NWbN 9504
EbN 1255
SbW 4058
SbW 3824
EbS 4397
NE 1943
W 8013
SbW 6856
NEbN 4855
SSE 3135
SbE 1282
NNW 1974
WbN 1639
SWbS 3414
SSE 1900
WSW 1485
NWbW 5662
NNE 8781
EbN 3924
NWbW 8001
S 2001
WSW 6953
SE 505
NbW 9760
NNW 2526
SSE 9118
SSE 4637
NNE 9561
NNE 615
SEbS 1938
SbW 3749
NWbN 6621
NbE 8864
W 1833
SSW 8005
WbN 7459
SW 6128
ESE 6369
WbS 4570
S 8342
WSW 5375
NNE 3606
ESE 4902
SEbS 8990
NWbW 2491
NNW 733
NNW 700
WbN 2001
WNW 5458
E 2349
NEbE 18
SbE 6170
SbW 570
WNW 9129
NEbN 5019
NNW 8586
E 1281
NNW 6755
NEbE 1708
NbW 4401
ENE 3022
SEbS 6789
W 5191
NE 9635
WbS 5326
NbW 462
SSE 8143
WSW 4192
EbN 5521
E 6555
WNW 7143
NE 931
ENE 35
SWbW 7309
SSE 9781
SE 8645
SSW 9546
W 6523
NbW 6926
NWbN 1736
ESE 4493
SW 297
ESE 1531
W 4050
NWbW 513
NW 7590
ENE 8449
W 2429
NNE 2558
W 6577
NbE 7798
NE 5140
NNW 7006
NNW 4783
WNW 524
SWbW 5237
WbS 1418
NW 354
SWbS 2725
SSW 6351
SW 7711
NE 7243
SSE 5165
EbN 4642
EbS 2112
NbE 6411
NE 2791
NNW 9956
NEbN 5917
NbE 2782
WbS 3959
NbE 7807
NbW 9902
SbE 4675
SSW 5266
NbE 8567
S 7670
NbE 9135
NbE 4537
SbE 6907
EbN 7698
SW 9261
WbS 7571
SbE 2987
SSE 3009
WbS 6278
ENE 137
SWbS 8694
SWbW 4947
WbS 5368
NE 7097
SSE 9541
NWbN 6096
SSW 3951
WbS 8803
E 3631
SWbS 526
ESE 9691
SbE 1162
NE 7935
EbS 4796
NEbN 1136
SWbS 7352
SW 1321
WbN 5901
S 8862
NE 6975
SbW 4115
SEbS 3429
N 53
ENE 1626
NNE 1434
ENE 9278
NEbN 2950
ENE 152
SWbS 961
NNE 7800
NbW 6230
SSE 4629
NWbN 3800
N 590
NEbE 9877
SEbE 3767
ENE 6985
WNW 4760
NW 5777
S 7072
WbN 1239
SE 4685
SEbE 9491
NEbN 7776
NNE 9782
WSW 5251
WNW 3429
WSW 6265
SEbE 6759
NEbE 8945
WNW 770
EbN 6978
EbS 6258
E 1143
NNE 4473
NEbE 5596
SSE 7266
W 6250
NEbN 1468
W 3559
NbE 2303
E 9964
SSW 5039
SWbS 2015
SW 9434
SSE 8431
ESE 3670
SbE 660
WbS 3496
WbN 8314
SbE 2719
SW 30
SbE 6893
WbS 9444
E 3008
WbN 2314
NNW 4514
NE 97
NbW 4857
SSE 7700
SbW 3070
NbE 7196
SSW 7890
SSE 9370
E 6009
NNE 5705
ENE 4296
SWbW 1415
NEbN 8365
EbS 2252
NW 211
SW 5739
NEbN 3194
ESE 627
SbW 7946
SWbW 1395
WSW 807
NWbN 457
EbN 2796
SSW 2785
SWbS 3861
E 3883
SEbE 574
S 5696
ESE 2506
WNW 9367
NWbW 8864
N 3791
E 7291
N 9162
NEbN 9094
NWbW 2602
SEbE 9145
NNE 7652
NEbN 5589
NEbN 3448
E 5276
SbW 3957
E 5330
NEbN 3843
WNW 3950
W 6902
SE 4665
SWbS 7573
NEbN 7812
SEbS 3543
E 3641
N 5860
N 8259
ENE 7429
WSW 298
NWbW 3295
SW 4557
SSW 4126
SEbS 3254
SbE 4072
SWbS 3881
NW 2720
N 4368
SW 3204
NNE 9730
ESE 1787
ESE 5595
NWbN 8859
SE 7509
SSE 7699
SEbS 3514
N 9731
SWbW 948
NbW 659
E 879
EbS 4108
WSW 2054
NWbW 6008
SW 6176
WNW 1303
S 2309
N 5627
SSE 7087
NEbE 8107
NNE 7124
NW 8752
NWbN 9502
SbW 1411
S 1393
SWbW 1001
NbW 3151
SW 3382
NE 8288
SE 4329
NNW 4952
SbE 6719
SEbE 1424
EbS 1515
SEbS 3183
SW 5808
NbE 8130
NbW 7295
SSE 5745
SbW 8079
NbE 7127
WSW 5761
NE 4187
SWbW 8185
WbN 4883
NbE 9640
EbS 849
ENE 3445
NbW 5056
SSE 3486
NWbN 7284
NW 1247
SW 6556
NWbN 3043
SE 9951
N 5790
SW 6551
SEbS 57
NbE 7043
NbE 5915
NE 3459
SSW 8110
SSW 8265
NNE 9282
EbN 9217
NNW 4261
SWbS 4764
NNE 8264
WSW 400
EbS 9971
SEbS 8778
SbE 130
N 13
WNW 2418
NbW 4780
NWbW 8980
NWbN 238
SbW 5248
NEbE 4996
N 4525
NEbN 10000
S 712
WNW 644
NNW 8785
SSW 6633
SWbS 4097
SbW 7219
NbE 3442
NbW 764
SSW 4287
WSW 6895
NbE 2836
NWbW 3059
NNE 8338
NEbE 5316
SEbS 8618
NNE 7999
N 2781
SbW 1007
SE 6036
ENE 3024
NEbN 5753
NNE 710
EbS 3826
N 7757
NbW 6072
ESE 4081
ESE 4486
SWbS 6990
ENE 1545
S 8389
NbE 3971
SSW 5842
SSE 1380
N 1019
ENE 839
WNW 251
NNW 4285
SbE 8489
NWbN 5136
NE 8925
ENE 3599
NW 114
SWbS 2848
NNW 9963
E 2111
SSE 7258
N 7441
SEbE 1887
NEbN 6300
E 5290
SbW 6947
SWbS 2785
NNW 2851
W 2044
SSW 3869
WbS 9193
ESE 6677
EbS 8254
NEbN 5464
WbS 6620
SWbW 9270
SWbW 2710
NEbE 9681
NEbN 8233
SEbE 7501
SSW 5821
SSE 5414
SE 2030
E 6229
E 6251
N 7745
SSW 6619
SW 3805
E 6648
NEbN 9440
NEbN 3194
NEbE 9849
SSE 1771
W 6851
SWbS 1860
NNW 6230
NbW 5149
ESE 8989
WbN 9907
S 3955
SE 4370
NNE 4304
NWbW 2471
NWbW 2212
SEbS 3727
NEbN 1441
WbS 3065
E 5527
SSW 817
W 7542
NEbN 3079
ESE 3060
NNE 1766
SbE 5405
EbN 9968
NNW 533
S 7409
SWbS 1677
WSW 9295
SbE 8052
SE 8243
SW 2645
WNW 781
ESE 2494
NWbN 6899
SSW 3329
W 6510
NEbN 8203
SSW 1139
WSW 2650
SSW 5669
SEbS 8147
SW 721
SSE 5659
SSE 6415
SSE 5740
S 9555
NbW 2316
NNW 9258
W 4636
SEbE 7547
NW 2484
EbN 704
NWbN 5034
SSW 3349
SWbS 9301
E 7217
ENE 1150
NbE 3622
EbN 4304
SWbS 3222
ESE 1044
WbS 4778
SSE 9463
SSW 871
SbW 2894
SbW 2062
N 8825
SEbS 8767
SSW 960
SSW 7894
NEbN 187
NEbE 4058
WbS 3047
NNW 4496
WSW 418
SW 97
SWbW 493
ESE 7524
NNE 5261
ESE 404
WNW 3164
NbE 6235
SWbS 7935
W 8550
SEbS 9819
ESE 5505
NEbE 7905
WbN 7693
WSW 9945
NWbW 1005
EbS 6257
SEbS 4527
NW 2328
NNE 3055
SWbS 6797
SbW 8446
EbN 8627
E 1003
N 6033
N 8158
SEbE 2347
NWbN 8561
WNW 5928
SE 7554
SbE 8441
NWbN 2585
W 6011
WbS 4149
NbE 5514
SSW 2278
NEbE 3364
NNE 1325
WSW 1755
ENE 1255
SEbE 1879
NE 6343
SbW 5778
ENE 828
W 1155
NW 7576
WNW 3291
N 6995
NE 3624
ENE 3991
S 4697
NWbW 4150
NW 9694
NbE 2755
E 4152
E 5588
SSE 6125
EbS 2960
SSE 3184
ESE 3607
NbE 2168
SSE 6637
NbE 4047
SSE 1110
NEbE 1126
SEbE 3158
SEbS 4071
ESE 6586
NE 5484
NWbW 1565
SSW 6053
NbW 8369
S 5433
NbW 431
WbS 1467
NEbE 9305
SbW 1572
SW 1795
NbE 2276
WbS 9639
W 708
NWbW 5574
EbS 9158
SbE 4894
S 7851
WbN 6979
SSE 9961
NEbN 2432
N 3027
NWbN 6712
SE 6899
S 4478
SWbW 4661
SbE 6791
EbN 1880
NW 6688
ESE 8280
NEbE 7364
NW 7125
NbE 8429
NNW 5067
SbE 5230
SWbS 3459
SE 6772
SW 6874
SEbE 7330
SE 2204
NNW 4946
NbW 783
W 6504
SWbW 869
ENE 5248
SE 8156
SSW 2937
NbW 7572
SWbW 2959
SSE 9477
SEbE 4018
WSW 2200
SW 5771
N 3328
SEbE 9197
WNW 7611
SSE 5099
W 8583
NbE 1054
WNW 3848
SE 7655
SWbS 1615
SbE 9987
SSW 4661
S 4529
E 7484
NbE 3423
SSW 2038
E 5108
SWbW 4997
NbW 7248
NNW 1150
EbS 7351
SWbS 3003
NEbN 8239
SSW 1056
SW 5206
SEbS 2836
WbS 912
EbN 4489
NbW 7984
NEbN 337
SEbS 4359
WSW 3303
EbS 4092
ESE 121
WNW 3609
WSW 6389
NNW 58
SSE 9362
WbS 6241
S 541
NEbE 2142
SbE 9342
NWbN 7224
NEbE 4845
ENE 2153
NWbN 9317
NNW 260
ESE 2328
NNW 9973
S 2041
NW 2775
NW 4539
SbE 4172
NWbW 7480
SEbE 7020
SWbS 4562
E 7747
SSE 4918
WbN 4084
NNE 6529
NWbW 1296
SW 5451
SSW 1167
NbE 2257
SSW 2930
E 4719
WbS 5430
E 4888
S 9508
SSE 2716
SSE 6738
SE 8391
NEbN 3883
NW 5806
SEbS 9423
NWbN 3258
NWbN 882
NEbN 8624
SbE 2837
NbW 5890
WSW 1528
SbE 4174
SE 6216
SW 2909
WNW 4131
W 1305
NEbN 1957
NNW 8056
NbW 5707
NE 6509
W 8898
SWbW 2198
SSW 8473
NE 4530
NWbN 4404
NNE 6132
SEbE 7378
N 5592
E 2070
SW 8371
WbS 6829
ESE 6124
S 2073
NNE 976
NEbN 7095
NW 9260
EbN 7250
SbW 8474
ESE 4982
WNW 9736
WbN 9773
WNW 8021
SEbS 8875
NWbW 3446
SbE 4816
WbS 9848
NWbW 4194
NNE 6781
EbS 9205
NWbW 397
ESE 1592
E 2290
EbS 3818
ESE 7268
SSE 117
WNW 888
N 5573
SEbE 9742
SSE 5224
NNE 1743
WSW 7706
NEbE 1683
WNW 264
NNW 868
SEbE 8922
-55.09
765
SbW 3625
ENE 2059
SbW 1521
SEbS 2592
SW 2680
EbN 4229
NWbW 5091
NbE 2698
WbN 9860
EbN 353
NW 8733
NNE 2167
SWbS 3201
WbN 4815
WbN 7002
SWbS 5339
NbE 1338
NE 4419
EbS 3074
SSW 846
W 3194
SbW 6708
SEbE 1747
NWbN 4950
SWbW 6549
SWbW 1874
SbW 40
EbN 4277
WbS 9778
NEbN 8065
ESE 6023
NWbW 109
S 7152
NNW 6570
SbW 4241
WbS 8682
EbS 5193
NWbN 2070
NWbW 1147
WNW 4897
NNW 5024
NNE 2976
ENE 7162
SW 1006
ESE 2696
SEbS 70
SEbS 5177
NbE 2430
E 1056
WbS 5258
S 2767
NNE 9082
WSW 5680
SSE 1250
WbN 7225
NNE 873
WbS 2917
EbN 3662
SEbS 7452
WNW 7017
SSW 6441
SEbS 1569
S 9967
NWbN 297
SEbS 9349
SbW 2670
NNE 2197
WbS 2778
SWbS 5606
ESE 1054
SSE 173
NEbE 1430
S 5773
NEbN 9519
E 2462
WSW 2427
NEbE 6324
WNW 6871
SbW 697
SSE 3663
SE 5425
NW 4864
SW 4436
E 1848
W 8019
SW 9223
NbW 4826
SE 3984
ENE 8448
SEbS 2879
SE 6388
E 6163
ENE 5652
E 5352
NWbW 2903
WSW 2744
WSW 8051
WSW 2299
NEbE 7951
SSW 5230
SbW 3399
NE 513
N 7809
NbW 7879
NbW 4350
SW 7164
S 8765
NWbN 6152
NbW 2710
SSE 7115
NW 3221
NNE 291
WSW 169
NWbN 108
WbS 9440
WbN 441
SWbW 2494
W 118
SEbS 8152
NWbW 2909
NE 1456
WbS 5942
SE 6102
SE 7340
WNW 9947
ENE 7127
NbW 7017
EbS 790
N 2711
SbW 1656
SWbW 5291
NbW 4043
EbN 2104
N 789
SbE 1212
N 1812
SEbE 6472
E 5592
SE 6197
NNE 4088
SbE 3737
NWbN 5663
S 1335
NEbN 4290
SE 6405
E 8898
NNW 7097
SE 5830
NbW 6157
WbN 2159
EbN 6666
NNE 6387
SbW 8075
EbS 2062
NbW 4909
NE 6767
SW 67
NW 5750
E 7936
WSW 1798
SW 2335
WSW 2387
ENE 2691
W 4983
SSE 1186
SW 6215
SEbE 3815
E 7341
NbE 931
WbN 8865
NNW 8255
SSE 7187
N 763
WbS 6073
EbS 9326
NWbN 9390
SE 7621
S 7443
WSW 9993
W 5510
WbN 2270
NWbW 5381
NEbN 7028
N 4325
SWbW 8475
NE 6500
W 5171
ENE 7753
NW 9326
N 983
SEbE 4399
NEbN 6664
SSW 2148
EbS 5033
NWbW 9235
SEbS 6022
SbE 8617
WbN 3939
SE 6827
WbS 6306
SW 7804
SWbW 4733
SSE 9196
NE 5259
W 9013
S 3524
NNE 2965
WNW 8133
EbN 3349
NWbN 6308
ENE 59
W 438
SWbS 6434
EbN 7024
SEbE 8991
N 4912
WNW 2486
SEbE 2473
S 4832
SSW 2906
SW 6676
SE 9959
WbS 9320
SEbE 7455
SEbE 3961
NbE 1602
SSW 2442
ENE 5398
SEbE 6414
NE 8487
SE 2102
WSW 4903
WNW 5746
SSE 5324
SbW 1457
SW 7126
NEbN 1009
NWbW 4123
EbN 4231
WbN 9347
SSE 1691
NEbN 4914
SW 9338
ENE 3008
WbS 9084
SWbW 7508
S 1244
EbS 4827
SEbS 6136
SWbW 3919
WbS 8378
NEbN 5724
ESE 831
SWbW 2418
NEbE 7775
NE 5956
EbS 5416
SW 9950
SbW 1180
NW 6857
ENE 802
SEbE 4151
NWbN 9477
N 1739
SEbE 9127
E 3203
NbW 9404
NWbN 9594
EbS 1476
NWbW 7999
NbE 128
NNE 1419
ENE 1175
EbN 6648
SbW 4324
NbW 8968
SWbW 4219
SEbS 6227
NNW 8447
NW 9306
NE 9973
SE 7780
SbE 4138
SEbS 8665
NW 5737
EbN 7567
EbN 3322
E 4110
NbW 353
NEbE 3202
SWbS 4261
E 8857
SbE 7991
WNW 8526
NE 3047
WbS 6713
WNW 3044
SEbE 1450
SE 8217
NNE 5498
N 9482
EbN 8872
SSW 8400
SWbW 2
NbW 91
NNE 6132
NNW 8076
NWbW 5534
NbE 71
NWbW 5206
SE 947
SEbS 5192
SWbW 2761
S 3874
SbW 9459
ESE 7634
NWbW 8786
WbN 798
NbE 2191
NbW 2289
E 354
SWbS 9335
SE 9760
SW 846
NEbE 7984
SSW 2002
NbE 4320
W 9271
W 6538
WbS 4410
NWbW 8867
WNW 7640
SWbS 7604
NE 7541
NbE 5588
SWbW 8426
NEbE 953
S 722
WbS 5333
NbW 3245
SWbS 3970
SSE 2245
SbW 8791
ESE 1722
SbE 1010
SSW 7676
NEbN 877
NNE 232
N 6455
SEbE 4626
ESE 305
SEbE 4336
EbS 3516
N 4673
NbW 2976
NWbN 8515
SbW 3164
ENE 1587
SbW 8625
SEbE 7282
SbW 5790
SE 5862
EbS 2975
SE 7850
SW 216
SEbE 7823
W 8231
SEbS 4482
SbW 3567
NbE 593
SEbS 7071
NNE 9839
EbS 6217
N 8540
W 1084
NW 7178
E 9833
NNW 6243
WSW 5483
NWbW 8587
NNE 2919
EbS 8923
NW 4919
NWbW 9246
NE 8909
NWbN 1379
NWbW 1648
S 2565
EbN 8994
NbW 5408
NW 5980
EbS 3302
NEbN 1976
WbS 4970
SSW 9987
NE 2213
WbN 6318
SSE 6758
NEbN 7242
NEbN 6073
NEbE 2193
WNW 8481
N 5019
NEbE 8056
NWbW 1205
EbN 441
N 2401
NWbN 9348
WbS 5989
NWbN 4538
ENE 7874
NWbN 1584
SSE 588
SWbW 1778
SW 697
WbN 331
W 8004
WNW 3081
NNW 2560
N 3386
NE 7304
SbW 7301
WbS 271
EbN 6783
NNE 965
W 8586
NEbE 774
E 9380
NbE 4862
NEbE 9190
SWbW 1711
SbE 8447
SSW 4683
ENE 9089
EbS 5367
