1000
10 18 3278048534
12 10 770416225
2 17 110011100100111100010101000100
16 18 DA62B01F
34 14 1AG00A3
3 22 100102221021000112211
23 8 F443042
19 33 8228I0E
30 16 1ECG181
22 13 1
4 21 0
26 12 81AD4C1
21 32 CFBEH88
3 17 20112212111212222110
14 32 203D6B315
27 8 4960LMG
31 28 3NQNG5G
33 6 0
2 30 10000011101110011001110110110111
29 4 34J1PL7
25 15 AM521ME
35 32 DGJ2AW
15 17 11304A15
30 20 29N0SDF
23 29 12LHI6A2
15 35 1114BB87C
7 30 106165122043
31 35 27KCKLM
31 24 16K4GN8
11 8 7A1330423
8 35 33133562316
16 22 141146DB
30 17 1TCCOO0
31 34 9BCBFD
32 17 3IGQ4OC
30 23 1
8 21 12671140667
25 23 EL78F4C
5 32 14302104300012
27 13 0
29 35 4EEQDPG
26 35 4AO8IM1
19 27 4908877F
23 32 6K22CM4
29 22 42CK57S
3 5 20002010221121221102
19 7 1E06G764
12 25 2931316
19 22 22004EHH
33 18 25O4AUB
31 15 2LDDHQ8
3 29 1102212220221111000
31 34 3F8B9IN
14 26 29D353D3A
33 22 1U7Q4CQ
8 33 35270233336
4 27 3211333013110213
20 24 1AH3C03J
25 2 1D9872B
21 15 11DJJK7H
23 12 8BCFB
25 19 3MOJIMB
29 33 3H6C2G4
32 9 25L4T97
18 7 19AG27F6
16 31 783A2A78
27 12 3ID6AHO
6 28 1012501202153
14 7 2856970C9
6 22 341303031204
29 31 6A3H7E5
21 25 9CCH10A
11 21 1772994227
6 6 1
3 22 22200201212121022220
20 10 1I375456
33 9 V0W0BW
2 29 11101010111011100111011111010110
33 4 NRIPPN
6 13 131023545551
4 26 3100212220330000
30 17 37QCPS2
4 9 1022210221120300
8 8 11244542512
33 32 PI93MK
30 14 4ED2094
14 6 1BD890BDC
25 25 48483J9
2 31 10111110010001000110011100000000
22 13 CGJ2HCH
7 35 23246404020
18 4 13135F90
17 10 1E5317A9
3 18 1111022122211110202
33 8 2O0R4EW
36 27 8OODQH
7 18 25233344146
31 8 3NHPGGO
32 31 0
15 26 C2C545AE
23 24 KB30IL8
18 32 239F9501
3 10 12220211210100011111
29 24 59F8EOB
5 15 13212403231240
29 11 1F7G19J
32 18 1D7GDCF
18 20 69AFH104
8 22 20511412237
25 34 8GC59EG
2 6 11011000101000101010100111011111
36 3 SUKYTS
4 3 103313010131312
11 32 791254638
25 16 6F08MDG
30 6 59S45L0
27 27 1
3 34 1020121122001011112
11 6 22780375
28 35 32MI2M9
10 16 1385121572
29 23 6404K3P
21 24 163B43CA
31 8 TUMPP4
28 16 9DIJJ6
30 22 2GBDKSI
6 26 1240102045222
34 25 1CEM5VK
12 12 20657B017
5 18 30343313312211
11 28 1006024313
17 28 82A28BE
23 32 940D7CM
20 33 0
6 30 1014025235010
25 3 CBGKBN1
21 2 15CDB5J7
3 13 11201110222011022220
11 26 107185082
15 26 791D7D4E
32 5 2A8I8KC
36 6 1U5HVR4
14 2 220A66C09
20 36 2G56I7EI
29 11 45BJB3O
30 26 5EI84DA
12 26 5423A5B09
5 24 1113440301323
25 20 EGO7K7D
18 15 25C3C2E5
33 18 1G00M84
21 28 1A7A6IBB
15 19 15A196701
6 11 1403345352555
3 32 2121212010111201012
20 18 13AF598A
35 6 1CXBNFB
12 6 BB45764
3 31 11021020201222020220
27 4 BLBK98
4 10 1
13 8 1B3115703
4 28 1201321311311013
24 8 91JH3M5
5 11 14444230241042
10 16 1334368725
22 27 G2KDFI5
4 36 1103332010232201
28 25 16CB3DB
6 25 43110202120
25 34 F4NO5B4
18 3 1
31 8 2UAMND2
29 34 3H00O
13 22 305900099
7 14 24154610513
4 30 112011130023331
31 34 957BBF
6 29 1040444315403
27 13 1
4 32 3102301001313320
35 27 2320GP2
9 11 10418547301
8 34 13260402271
32 21 2I6CLIG
32 15 39GBGM5
28 34 6M67DPJ
22 9 8C3L3JF
4 21 3232122302200000
9 24 6428126753
29 7 13082D3
18 8 62EF9BCF
13 32 77858895
4 18 1122131221322302
6 5 323225122312
30 12 NGS4MR
6 15 230512412141
5 18 1
29 13 2J0FFR2
28 24 7N44R6J
4 34 2302020203220133
10 9 2743254277
34 36 1RUMFVB
17 36 18GD666G
21 4 J5JKFED
24 8 0
15 5 35C6677D
27 18 3AKCFL9
5 23 4101113422044
3 7 11211100121211210200
15 14 A3A3C887
32 34 1S0MF7E
21 21 18HGEI8K
21 7 1
12 36 59555602
6 5 1001523542532
6 19 435534152250
22 23 17G754HF
23 25 140AJ2FB
4 15 11211033232231
22 24 11FJC0AJ
24 31 A8L5F0E
36 16 WBZDSF
27 34 2K5LHH
36 18 GS02RB
5 5 30124213132110
9 6 5374300741
34 33 25HSOU3
18 10 19DDCDD1
7 11 142143635540
36 30 ECJ1V9
29 13 52C5BO0
15 2 7E5523B3
12 34 4A147A0B5
10 36 4000000000
3 6 1020221022100220200
13 15 B2B394A6
24 7 IMLF89
23 12 131E60D5
27 7 3533KO1
3 32 12210020001100201221
24 33 KM87KAG
17 36 36CC2B8A
9 18 5701863407
21 10 1A15C24B
26 22 6A87GI3
31 3 26CH2IF
24 27 I99KI14
19 7 38IB56I1
31 16 3SUJ5OJ
6 13 333503431543
36 6 JTYRVR
6 14 31152143230
26 4 2NL5FDI
29 33 302BP05
8 35 20050766333
16 23 DCAD83B9
3 18 11210002222020201202
7 24 113461423320
5 8 1210024231300
21 32 HG39KEE
6 4 1355435000323
4 15 3200301202010032
10 12 1496498594
11 29 510123962
29 13 0
34 7 14H25KP
34 18 1V6S881
10 15 1574001972
6 11 1400303502302
12 20 387B2722A
22 26 1CDBH19J
34 20 JOJ7V3
28 4 798EC1L
11 28 399703043
12 3 B4AB5B23
34 10 2I6BAJE
13 19 548CAA86
10 23 2543829199
36 23 BG1C30
4 11 1200131223133103
22 9 9I9J3E9
23 35 1259GKBG
11 7 1698696936
28 28 9E0N7G
32 9 2MQ1EOB
18 27 4A0C737
33 29 23JBN4L
3 21 10111200202212120110
14 31 1D5B086A8
30 34 FD386G
36 7 2RWN9O
8 19 10773136614
14 3 13AA2BB01
35 15 W7445
25 19 59190G6
17 4 25A471B5
14 25 33CC3823
25 14 8JK13EH
27 5 41EPPFN
24 13 8M88EHH
15 26 AA07724E
28 3 3NJB2OP
5 27 121302323410
5 12 13214102120244
27 28 5DHKK95
19 28 23DE8IC0
19 7 230513C8
28 35 3RQ57FB
10 13 2696654630
9 19 7708013230
27 25 4F1NCE7
16 18 EA5D9E15
15 23 33992198
14 15 1C6366006
19 33 2F4A67A2
15 10 5227DD8E
8 21 10721436245
4 29 2323331320223311
13 27 6AA7A1B6
4 18 3003201231131033
32 34 18J3QI9
12 5 54922A4AA
34 31 1BTDIE6
8 23 2007557445
2 14 1101101010000101010000011101100
5 3 11313104112444
25 11 B1M4BEF
24 32 GJM8F17
26 30 I6A92J
2 33 1111011101000000110000101100010
29 5 61JAELN
20 15 273IBG74
2 33 111101011000100011011100111000
4 6 1330103102322202
2 36 1110110000001110100110101011010
17 28 4FEG08C6
27 4 6QI5LDK
13 14 39662B49A
20 10 16AFA841
35 6 R1R8C0
26 15 69OE172
4 28 13300113020203
22 30 LJFK697
34 35 214OM99
24 18 1
36 24 7AID52
30 16 1809SS7
22 30 1225HH9E
8 8 31063624520
8 24 24153637214
13 20 1
7 20 61354615430
17 26 994B2637
9 14 7143286545
34 3 DCAL2L
30 15 12AJE4A
22 21 0
29 9 49BQHKS
21 8 J3492BC
6 8 1333103535332
8 12 15600363240
12 12 BA8B891B
36 16 1JI11AF
14 10 459C0D24
22 5 KDA123D
27 26 1DD287J
22 2 1LIBD9I
12 3 3070B801A
4 22 2122213123311201
22 7 119LBLK9
22 18 E7CGB78
31 8 342HCTT
16 14 85B23F0A
3 32 22010222102122020
16 26 3A1EFA89
16 31 C293671D
36 16 FN4QF6
4 16 3232122302200000
36 4 R8HUOS
29 31 6630BPM
35 30 1217Q36
29 5 34D45RD
5 31 1000202400320
15 17 D4C4A02
23 10 11GJM3GK
35 6 233X7G8
12 7 390BA6071
15 36 136AE1975
30 24 4PED3Q
28 16 5MA6FP3
6 26 1002120015520
16 30 E76E0A62
24 35 6G37KDH
16 19 E73585A6
32 32 NIUNMH
15 18 660416C4
18 25 42265278
15 25 118EAC10
31 33 3GGBNFQ
26 16 BACN1GK
7 11 1
33 33 CT07NR
15 35 B9EDE8D0
34 10 1LATDNL
20 28 2I9I5II1
25 5 64B9EIJ
10 13 1084987342
18 22 17142109
7 26 106435426103
8 32 17772223367
24 20 8BJCGC1
7 34 50223201605
26 31 AB5A77G
26 35 E5A62L
6 33 1421341204051
11 11 1333518290
27 35 2D66KO5
15 14 A6A84422
36 34 1U4ZDRL
12 20 555755A46
36 36 1DLZZX4
2 2 10010010010010110010001101010001
14 15 25A24A89B
36 31 J7OUY0
13 32 8679C714
11 36 287337241
28 18 71GPQ6D
7 12 200602642426
8 13 12567511525
26 11 899C0BO
34 14 9LINBQ
25 9 FH54LFO
25 31 205C525
6 16 542010555543
11 5 A95284AA5
23 25 55G5MMA
17 30 4620B48E
24 4 248LFIE
7 33 4312016253
29 4 4J1KCOB
34 8 1EET959
35 31 1RCQLEP
3 33 101022012221011211010
18 28 2CA5G8GE
34 14 1FSM5C
32 2 K2V6QB
16 19 C79DF033
20 12 31882E9H
10 33 2189910116
18 6 3FB21FBA
13 31 4B9921709
3 27 100122211002212110212
17 26 3F9F3EG9
7 28 100152341414
20 13 1421H47I
22 36 2F999D8
8 7 22101462360
35 25 NTU2XX
35 22 IJ15RN
35 26 1XRMGHC
11 36 1071054016
23 2 JM523H4
24 28 GA23I3N
33 32 2JLQSDE
11 7 1
11 17 A96149455
27 16 3L3NI24
26 7 2N5FD80
4 32 1110222320103332
4 20 2012323112023
8 29 34023066544
32 4 3EB8GU3
34 16 IJHO6T
3 32 20010201100112010212
18 27 D2GH0D9
2 14 1011110010011101110001001110010
14 28 B412DD43
30 32 13R8Q1A
30 24 2CKK9G4
8 24 20474740031
5 33 22030320442012
20 18 2J6J4G41
29 23 1MMA2EO
12 9 571B9B787
20 21 2HFA991A
30 9 416OQ58
5 22 13240333443223
35 28 1VR1VMD
22 36 1659JLHI
7 30 150421143264
5 35 20141140344434
11 27 1644027429
19 35 10GC1695
10 35 247458945
6 18 1052105314524
21 31 1D5A4KKC
4 11 1123102013213300
8 2 12315653116
13 30 18CBA2C74
34 27 1NRM1PS
23 7 GC1M086
29 29 1SSNAG6
9 9 1226002037
12 24 779AB175B
14 8 124030061
13 29 1
36 26 1AQEOV1
4 15 3211230201032002
6 29 1153144131021
21 4 1CJE0J3G
6 10 415234005432
24 6 JB8M2GM
29 13 QN9SAR
3 14 2012212001202022211
24 5 528MLB3
29 21 2G2L3G1
26 20 B0ECPE2
33 19 2QNQRG8
17 22 144FCCA
3 23 2112121022000201112
5 33 11231224322103
23 36 DC2M4CI
25 18 B74O91
3 33 1120110000112102221
14 23 26B678811
11 36 32161084A
30 28 4KP2FT6
22 14 1CGAL6LB
17 17 6FD2DA17
10 25 2765446586
12 8 660969185
30 16 1NQTKN8
26 14 JEELNA
31 11 QRCPBD
22 33 1466372I
3 4 10222200200202120012
34 16 1
9 2 10301663674
15 17 E182E5A4
25 5 A1HG7ND
22 22 14KCCIGE
22 16 176B1F98
22 14 1D6378HI
30 27 5998P7E
18 14 582H17E7
30 15 3RF03EH
11 19 11965A2687
25 25 ANF8H3I
33 25 996CP6
11 23 A00784688
18 29 4G861H9
18 4 28DB104
30 11 3R2AEH8
29 32 0
17 28 77D05B8C
4 4 1332222331012233
30 8 254T231
34 9 JESTCM
27 27 8EKBFMB
11 21 756065264
31 35 2MP6MHU
25 34 498O847
22 10 1C048IC5
16 23 DD5979A5
18 23 69AFH104
14 30 DAADDCD1
10 3 3647328546
10 22 3588291684
3 4 10101122120120010100
34 19 58MH7E
16 14 8565F948
10 34 2154645739
12 21 233478071
21 20 BHFG58D
29 12 4NM0RAK
27 33 3AE6N6P
5 13 20433100320322
24 3 671NKN4
26 24 49NA42F
20 12 13IJ02F2
25 3 785EEFO
34 11 19NSM2J
8 11 35417225467
8 25 23752426354
30 29 3C0H1FA
31 10 3R1KBUS
18 9 A3A7B3A
15 23 6934B20
33 2 8T31O6
34 7 259QMFO
10 21 1929031470
22 3 1B0FK88K
22 21 15L1IE90
25 15 CBNNNJL
11 35 5A5A95500
36 6 LE13WY
6 33 1231535454354
25 20 A44305K
6 30 103424453525
36 36 5KYPU7
34 29 2G6SVPT
30 11 35NFKES
15 22 E7D59506
20 32 2EC749C9
23 19 LCHJ2A
24 28 0
7 28 32532433502
5 19 4313120122432
33 8 QORJQ6
24 11 AHM477M
24 27 J44ED5K
23 25 7D690GF
15 12 CD19400E
21 4 12DIF4EH
27 14 9Q81GE1
13 15 1
2 36 11101010011011111110010111111010
17 17 51C00CF0
19 28 477BCC34
31 2 1JLM2P8
29 5 3RIJH1N
25 30 8LE03K5
16 23 58B57A19
29 4 654IIIB
29 20 2150741
14 7 1DC66CB29
9 12 4720223451
3 8 100010110212012101121
21 22 763F7A3
10 33 3108958278
18 34 1EG5D0C7
16 35 B0C04D97
29 19 0
35 34 24RL5HB
7 28 150356000053
4 2 111010312121100
36 30 RHENWJ
20 27 13B9GE45
30 21 7AFABF
24 16 AGF869J
17 2 78622AF1
21 26 0
5 21 2413202134234
28 24 3NFN8B4
20 23 167G2H95
4 3 311332332012001
9 19 4308052880
16 36 A38D8663
28 8 6REKMFF
28 18 34BMRBM
25 24 EE7O17F
24 9 B40I78C
24 3 9NDG7FI
3 10 100211201021000112101
18 32 1
29 21 856I0I
36 3 YTW7JD
24 16 8M6I9H7
25 29 GC4LN3
31 8 352FL9K
9 36 11108500213
16 35 417F5CF5
14 3 1526330B7
18 6 3E7ABCG5
15 9 2E364BBE
23 34 IDM2MC5
14 14 157076591
22 21 G42323F
29 32 6L0DAGE
33 18 1353KMF
3 35 21020020000102111112
3 33 11201210101011222221
23 24 140AJ2FB
11 34 125A188109
17 22 0
8 6 0
17 14 7096DB5G
30 25 TL1KT9
24 8 G98EJ8L
35 3 0
7 8 112452321302
32 30 NH941E
28 36 35M10K2
22 6 64045JE
24 32 7G5HN23
12 6 57960184B
5 31 11313244343220
24 29 544F4HL
16 4 73409DBF
25 20 35CBKH5
10 26 134158522
3 3 21212100010011122122
17 6 0
17 26 372326C7
24 33 3E4A6L
22 5 126A3217
19 5 8I7I0DE
17 28 465260AA
27 33 46Q2C39
2 34 100111100001011100110010001111
15 27 C5DB8148
25 11 2H97KG1
23 33 9ID4GK
6 24 135242504520
24 32 5H2KA0C
11 3 15626998
18 36 52D2B8F9
17 32 8FB3CBGF
17 22 735E98G5
32 33 2LD8F00
5 4 1222433242321
33 22 1PIVUUR
25 36 B5LJ8AG
14 7 277C2C4A5
12 9 117346297
13 4 123463AAC
29 17 5D920KM
25 8 G9F0000
14 19 53664532
36 7 1EBPXMY
9 18 6104263022
2 29 11101101101100010101110111101100
23 35 13FLJD73
19 3 3815B9DF
5 9 20410134344403
11 35 117585946
2 18 11100010011011100000101000011010
10 30 2056223731
26 30 6OHHLHI
15 13 E02A4D3C
26 8 7NMAKJC
28 36 346BL1J
35 35 21OMMN9
19 33 28F09ADG
8 14 35632624000
32 4 9266I6
8 2 31024130133
17 21 5GDE53ED
14 5 1
25 29 5MH4F75
9 11 462830323
23 15 13CC6F8C
4 18 1232110202320111
14 12 CB80092
10 20 899112744
16 8 BDEFDF7F
32 4 2I29R9V
17 24 24983124
13 9 15284B796
32 4 BL25Q6
31 14 4KM5GI
23 22 4EL490L
18 27 1BB3DC
2 11 10001111111000110010100100100
34 29 2E9NHS2
21 10 G4FBH78
26 15 7KHAO9A
14 36 220C3B118
33 6 1O1FLLQ
9 30 335657724
22 29 82LD8D9
18 27 5B3D62B0
6 3 214215020503
31 5 19I0O6P
5 22 12442211144240
28 2 3MOGO1D
32 5 1BPF64Q
33 34 2IWSAB6
27 6 313687J
34 27 EUXJRW
27 26 41DQNOO
34 32 1WPD1MH
34 17 EERHPT
14 5 54A84AAD
4 7 133212220131001
12 26 2AA490028
5 18 21014400123204
25 32 1
18 28 44074G27
7 17 201060303403
