3995 39038 28
3207 1825 2607234 O
1112 2286 691758 O
1325 3201 4652576 I
3813 333 2675639 O
2132 3207 1094446 I
1877 1036 2013545 O
3000 1921 2026746 O
3880 2007 258151 O
2808 1536 4019470 I
3887 3200 1356732 I
1202 2395 3454949 O
633 2198 2692512 O
3782 3414 258941 I
958 2562 5192911 I
2660 3985 7252184 I
1735 2368 5072710 O
2834 3297 8484920 O
3770 3231 7725716 I
3409 909 8448583 I
2313 1909 2387682 O
1835 928 3119396 O
3756 1377 7908857 O
2190 165 4037627 O
357 3821 3245289 O
3256 2982 3166228 O
3105 3530 638699 O
2963 1626 4133474 I
2836 720 9542236 I
736 3369 6304372 O
347 3987 1587066 I
1853 2903 3863479 I
173 3392 1272437 O
2454 1378 13717 I
242 2782 2275864 I
2394 3497 4579903 I
42 2167 5318841 O
3974 2311 759727 I
3854 2924 1515074 O
2706 443 442043 O
2945 2172 6262343 I
3747 3277 9133924 I
3186 567 3149820 O
486 3226 2827014 O
3411 2350 1860768 O
1644 1618 3400372 O
2316 3548 7662019 O
3443 360 2163349 I
3723 3965 2257919 I
608 836 8186344 O
3713 3380 3896870 O
3765 2987 6102724 O
2313 3707 9516182 O
2687 3834 4177659 I
2818 416 4519170 O
1446 3150 9749724 O
876 1757 2857219 O
120 2645 6980861 O
1064 1454 5476490 I
2874 2887 5639809 I
3750 2853 9614657 O
301 2254 5019507 O
180 3491 3968028 I
1000 5 476809 I
3530 203 6455721 I
1611 1843 2937704 O
2368 1451 9269219 O
2381 1542 9929296 I
3873 1096 9252988 I
568 702 4318696 O
3389 367 2136061 O
1583 3763 5020499 I
2773 1792 7719686 O
1558 1577 1615563 I
1547 3097 3066198 I
1237 1832 7404353 I
3288 1168 4216062 I
1023 3213 578525 I
2407 2838 1796589 I
1464 3645 5837173 I
1471 591 1681380 O
3685 2377 5916997 O
1136 2150 9341168 I
485 354 2627759 I
3084 3946 3907023 I
1594 904 9288874 I
70 1982 3723166 I
382 3191 3269265 O
1125 3602 1681336 I
1771 391 2613494 I
878 1528 7030058 I
1060 1837 4558970 I
251 1288 9445629 O
1784 1765 3926492 I
1790 2497 3588106 O
2535 2945 8084726 I
1319 1669 2250249 O
3498 2469 7614109 O
3353 998 5659323 O
3937 7 5543126 I
3765 2899 1193074 I
3351 1067 53162 O
2438 61 2848653 I
2024 3348 9225241 I
3686 2052 3520140 I
604 3076 3586862 I
1911 3652 266494 O
3555 3565 5095036 I
1950 834 4478139 I
2425 305 3736897 O
1484 69 2660716 O
1505 2567 703727 I
3671 3661 5475761 I
1325 3298 3807168 I
1437 948 8802010 O
1312 3662 1822254 O
2620 2371 7266359 O
2170 287 5455027 O
1253 2736 4230553 O
378 3836 8412378 I
263 1702 6185558 I
866 1104 3325888 I
2078 3777 2906097 I
2307 2637 5176274 I
1155 52 3580233 O
642 1070 8320334 O
1833 3986 7293416 I
1479 2202 1245641 I
57 1915 71683 I
3904 37 6430665 I
3 966 6001266 O
958 1036 2826247 I
3303 198 8729919 I
465 1455 9272511 O
798 278 4963887 I
1668 2561 7166902 I
604 1118 7377937 O
473 2924 3877201 O
3524 3584 9792989 O
1797 348 311123 I
1328 863 2877786 I
1234 2899 7175492 O
127 3312 1680035 I
634 3957 940982 I
2959 677 3941806 O
1229 519 6347545 I
3132 2156 8218523 I
1696 2679 3930276 I
2163 2727 6479743 I
2205 1524 6396683 I
392 2400 5201496 I
2677 1444 7009145 O
2056 2716 6998783 O
2127 921 393683 O
1480 1685 7154822 I
207 2524 3263450 O
3472 582 8894741 O
3875 815 9609821 I
991 3532 8853479 I
125 2151 1314560 O
844 3659 3807343 O
3851 1695 5376214 I
1112 737 9124287 O
1214 2295 7128000 O
631 868 6487017 I
1143 1231 3695706 O
3334 754 5705721 I
1831 91 8402798 I
2433 2748 1471869 O
3144 3059 504285 O
3258 2646 6276174 I
1638 131 3933507 O
2190 806 8929665 O
1879 1887 7515668 O
1200 2834 2798583 O
3009 2916 7539051 O
565 2170 1771467 I
1845 716 354055 I
1258 1759 5849274 O
2150 1183 8122802 O
2719 761 7384958 I
23 2308 7484696 I
738 2472 2270944 I
501 3006 1385024 I
2765 3458 2484922 I
2818 242 2938717 I
3766 3426 3976523 I
1401 489 1010352 I
2984 2814 3402573 I
427 2527 5216098 I
1120 1272 151210 I
1772 499 3825085 O
1328 2677 8622166 I
1875 399 1422709 O
985 961 1772069 O
1549 2456 2673927 O
3665 3419 9893378 I
494 188 2965841 O
681 3138 1983859 O
256 2324 484603 O
2513 121 7569023 I
3188 3628 5605852 I
2830 1523 25355 I
1649 593 8177363 O
19 703 7522900 O
222 1859 8565580 I
1094 318 6119092 O
2903 2370 3099369 O
2823 3184 6721324 O
2547 562 4800179 O
1776 3057 8495412 I
1347 1030 4912867 I
1739 1925 5829475 I
22 3504 8155352 I
2365 592 6354592 I
2655 768 1742855 O
1900 781 2515729 O
196 1053 5443565 I
1550 989 1361864 O
2521 2289 6923535 I
2919 1806 2344901 I
1411 1482 8471249 I
2579 273 4823227 I
2837 2568 3487395 I
2921 2497 4532733 I
1658 543 2423795 I
1831 474 4825870 O
2693 3498 7497484 I
1996 3984 3724411 I
3287 2590 1965885 O
1074 1538 3967784 I
1464 694 8790668 I
727 2981 8281037 O
25 2563 2821683 O
2770 1007 3251774 O
112 1804 4040418 O
1037 1528 5144214 O
2994 539 3801590 O
943 51 6576419 I
2866 3216 6832673 O
601 979 736320 O
1999 3559 848064 I
1636 1303 107814 I
2938 3177 6120409 O
983 1384 6476419 I
968 1840 9358650 I
1868 3153 2256038 O
2656 3948 6127707 O
641 653 9594520 O
1863 1240 2616985 O
1129 2130 4798449 I
542 3244 5724830 O
2470 812 9314372 O
2343 987 8583139 I
2178 438 6933260 O
1290 726 1503993 O
3490 1417 7597274 O
1588 116 7145921 I
3098 1727 6878544 I
1543 3573 888316 O
2251 940 3358196 I
3437 3316 783520 O
344 3118 1376147 I
1049 1312 3974290 O
649 2937 5671267 O
114 1071 9775021 O
376 538 1258604 O
2183 539 8751239 I
2093 1183 8485084 O
919 1793 3750283 I
2035 110 2677242 O
107 540 9490711 O
2412 2830 8689456 O
3060 2191 6647697 I
3357 2857 8010232 O
1291 3098 2188009 O
1927 2356 1345461 I
2983 1474 3456880 O
2473 1139 4823653 O
80 737 7808886 I
1881 1527 7529611 I
3346 3429 6775933 O
3190 124 8394539 O
233 438 5865896 I
2106 2640 5061067 O
844 2526 8017422 I
413 2483 4678729 O
3476 28 567684 I
1225 2384 6138781 I
3028 179 7550951 O
875 2435 523942 I
3426 2319 5741139 O
1274 2069 8415770 O
900 239 9642860 I
3847 2495 2017664 O
1931 401 1928565 O
784 2518 4961345 O
781 3210 5388301 I
2210 96 1048116 I
1937 1670 5667804 I
1891 2934 5698005 O
2219 2418 920175 O
242 2878 2590652 O
28 455 681985 I
3761 2046 2022077 O
1711 2113 9884589 I
1634 387 9056133 O
3019 2982 2212009 I
1469 3477 1069080 O
1741 2226 6639764 I
3843 1264 2657133 I
1014 3275 2728218 I
835 696 2624305 O
350 1774 7876671 O
769 3001 6135322 I
3260 2834 4327395 I
2175 1936 8549968 I
3460 1172 7429262 O
2772 2948 1514464 I
3774 2907 7276717 I
3942 2278 1868747 I
1960 1727 1343842 I
2936 2276 8447509 O
1763 2694 3553713 I
2149 2488 3951125 O
2121 3530 1319590 I
1087 2973 3047382 I
562 2577 1102126 O
694 448 3204606 O
3579 2678 7463980 O
2251 1927 7544798 O
3417 3211 1659516 I
3747 3238 7520218 I
1570 2257 2216859 O
769 2881 371283 I
3238 3697 6452570 I
454 3023 9867614 O
3312 1119 2578945 O
2550 650 818713 O
1198 1243 1324520 O
1405 2608 1049425 O
93 430 6372739 O
2751 3257 4264368 I
900 1198 9398625 O
2970 2266 9833764 O
3112 238 3347078 I
1814 113 2940374 O
2382 1619 1616965 O
1490 1322 5700648 O
693 1955 595032 O
3632 2806 9859268 I
856 134 4549931 I
355 344 8560593 O
612 1275 6771823 I
177 3977 2099702 I
2944 2861 1808861 O
2720 2985 6608075 I
159 2645 6072684 O
271 3731 9640098 I
1272 920 7563393 I
54 89 5442953 O
37 2364 2450567 O
2208 2538 4785358 O
946 994 4621750 I
2665 357 3430571 O
985 3142 8907848 I
2042 662 7083040 O
386 2315 1568716 I
2363 444 2824397 O
991 2442 1116785 O
283 2414 5231180 O
422 3444 8075434 I
3671 2550 5098609 O
352 3047 1295532 I
3662 315 6734867 I
2241 1636 6352401 I
545 3536 1438420 O
1178 3371 8051500 O
1094 2540 8436484 I
3610 1567 9217509 O
3285 327 7994438 I
3229 3926 6827474 I
3555 2643 7252777 I
2591 2357 9008768 I
1976 1363 5756222 O
2287 969 5172070 I
1170 1143 435695 O
2644 570 3873037 I
2177 3465 5810238 I
1653 3130 9026410 I
3569 3803 3597529 O
3922 1334 9799748 O
2057 795 5830583 I
3248 3221 440608 O
3105 1771 2009316 I
640 2958 3308158 I
726 3434 5356081 O
192 1760 8971454 O
2931 683 2055356 O
3125 32 4514834 I
2317 3236 6529697 I
988 1889 8598817 O
1582 2989 4743621 I
3648 1733 6913832 O
135 2406 9145268 O
570 3914 3637306 I
1352 2881 6929752 I
2077 360 4556360 O
619 428 3200857 O
1891 547 6705887 O
2935 403 8081383 O
2048 1922 1936061 O
2462 3358 1214115 O
3537 3735 5907392 I
3249 1198 62024 O
1076 2914 3458682 O
1765 3655 4922891 O
3015 824 8287457 O
3431 2212 6005969 O
3340 2639 3994315 I
3186 3859 7401345 I
409 2872 2651743 O
2525 2993 2088002 I
9 1167 1198947 I
1932 2824 8956516 O
2759 3033 102397 O
987 3425 2398697 O
715 3308 4778955 I
1685 1152 8861929 I
2811 408 9578203 O
75 1703 3940662 I
2522 307 4875500 O
406 338 399411 O
580 3052 4805278 O
1210 1398 3579258 I
3207 1110 5570002 O
1419 748 7391430 O
3444 578 1698071 O
3470 1404 88919 I
2338 1632 4793847 O
312 1655 588923 I
1084 3412 8743243 I
1579 3897 9320607 O
2610 2054 318940 O
974 2262 6567636 O
3474 1750 498815 O
2168 3165 2088602 O
2789 3930 4271154 O
687 2072 8060364 O
624 203 3264527 O
4 215 1179440 I
3422 3751 9651257 O
234 1565 7351792 I
2451 129 1631815 O
3810 3307 1286750 O
442 312 9947701 I
2334 3497 8319220 O
2884 1436 8578552 O
3576 1001 1751462 O
3746 3984 9398891 O
1581 2137 9242052 I
2737 2575 4472841 O
1180 2838 7003776 O
1761 1284 5816874 I
1478 3818 3784930 O
1444 444 3577955 O
3053 2814 1308485 I
2325 2858 7536848 I
638 698 5952801 O
3965 1227 9680996 I
2620 2566 6120438 O
3399 3422 146146 O
744 3638 2416032 O
2225 882 8344736 I
740 2056 327187 I
489 3413 3199424 I
3531 104 6911261 I
1301 1641 6047562 I
3647 1748 8275219 O
3620 734 1348531 O
406 609 3990311 O
115 766 35508 O
116 1367 4300324 O
1920 2014 1517765 O
1734 2431 7915504 O
3430 640 310186 I
1937 2047 7565909 I
3686 2527 1513080 I
3137 1473 7649144 O
1555 606 1384593 O
269 384 9605234 I
959 1620 603298 I
1225 2806 258842 O
218 541 1422615 O
2196 3841 2179364 O
1244 1908 3919005 O
303 922 4580293 O
3389 3515 2785021 I
1469 1939 9071986 I
2143 124 9385631 O
770 3836 6631599 O
2956 2038 173817 I
24 3390 8141442 O
3085 1910 5891065 I
3550 683 1964891 O
3901 2493 6788578 I
679 2338 3575689 O
2511 662 4947229 O
3107 2355 323586 I
3768 2603 746094 I
3774 1173 3379131 O
2402 3142 2989477 O
430 2948 1930335 O
2758 3786 3733458 I
1085 906 8361559 O
227 2534 845092 O
2567 132 1270231 I
3141 1512 139125 O
1825 2971 8618240 O
2116 1756 3441703 O
1476 3446 9515878 O
2117 196 7406925 I
43 137 5460425 O
3196 1650 4995471 O
340 3336 300006 O
1033 2745 7148985 O
3340 1898 844770 I
2864 2152 4173815 I
779 3734 8028157 O
3182 1551 1703052 O
3853 1969 8254170 I
3900 1473 8280519 O
1274 111 7974014 O
2074 3549 9080559 I
1110 2860 3734387 I
2211 2594 1918071 O
1655 2391 5727194 O
2810 1389 2348599 I
2240 3286 7098459 O
2339 239 8016187 O
1422 3445 1428070 O
2592 3398 2915521 O
3068 3237 8195271 I
553 2447 820681 I
2153 3010 233668 O
3650 1276 9623972 I
2892 2880 9678238 I
1740 842 1943248 O
740 2496 5740676 I
3539 2962 7061623 O
1414 1575 2196831 O
2902 235 423971 I
3609 3176 9034711 O
2726 2834 6218576 I
2727 933 2420538 I
3784 3192 9596141 I
617 757 1051993 O
2521 1409 7226200 O
337 534 5943748 O
843 506 2400238 I
2079 1221 2744117 I
3623 3202 8465302 I
628 1968 6640031 I
2665 2963 4393729 O
670 3606 8976767 I
94 2713 7970399 I
3857 3357 1103923 O
229 3706 2626879 I
396 63 4593618 I
1392 1697 5292231 O
4 1052 5609362 O
3269 142 326255 I
3545 5 2384225 O
3973 2745 3487019 I
1894 3766 8097140 I
2347 3595 4794836 O
1368 3291 4996331 I
3334 1280 3070030 O
874 2070 1527903 I
3331 2451 4529884 I
1251 807 4471921 O
1834 1177 3926535 O
1616 2792 9755389 O
319 719 4126385 O
980 172 9957231 O
2056 3618 3077179 O
2226 1192 5865584 O
2147 3890 9424289 I
3840 2195 6173422 I
112 1991 5979878 O
3628 335 5626746 I
69 2185 5076536 O
2345 2182 4489542 O
3749 2018 2476848 O
3795 2579 7088574 I
2784 2435 3254405 I
416 3136 5310242 I
3082 3824 1592221 I
2200 2304 5233747 O
131 436 9408855 O
2859 2642 7427850 I
3937 2933 2745946 I
1035 561 6726910 I
441 2594 7678668 I
3231 1217 6726717 I
2815 636 5834133 O
3687 1224 9326204 O
1934 3340 506383 I
3020 954 1313392 I
1999 2842 4397446 O
1575 2503 2890241 O
3152 1014 6211699 I
2065 2383 9069724 I
3391 2258 7936861 I
906 368 88531 O
3989 3344 5606689 I
3330 2051 960715 I
855 414 6373251 I
2548 425 4642086 O
2803 3490 4812889 I
1055 3269 4935378 I
1958 2153 8968416 I
2460 2748 1990611 O
391 11 6921110 I
3536 1362 7295298 I
1016 1912 4313171 I
1581 2015 3689679 O
901 1000 3263164 O
307 1375 442212 I
63 33 223494 O
3323 145 9076598 O
101 3028 8029031 O
1120 2481 4839416 O
3767 1960 6143539 I
1417 3335 7064851 O
1264 2272 8687638 O
2126 3558 2939392 I
1062 0 770764 O
1567 1794 115621 I
693 3724 1672925 I
924 1538 4336439 I
562 1496 1310004 I
1997 1282 7054240 O
3281 3319 4899589 I
63 2891 3240811 I
2026 720 3064888 I
1915 2555 8071487 I
3201 3756 7795281 I
63 560 1738728 I
3666 1252 2429369 O
2327 3043 7219937 O
1574 3886 1373760 O
1845 2135 8444540 I
2867 434 365001 I
711 3187 7235449 O
3440 3228 658538 O
3132 3695 7168310 I
3098 123 718131 O
3700 2417 7987228 O
300 3897 8040975 O
3626 1409 9278134 O
1337 2169 2151678 O
1478 1427 4677988 O
329 3138 3557816 I
895 3928 2757708 I
3960 1368 3641270 I
191 761 971869 I
275 3318 4678942 I
377 2420 5645268 O
3982 1481 6449744 I
3622 1301 1880242 O
1137 3027 33799 I
2592 2146 3046393 I
1406 190 1370875 O
364 1830 1707526 O
2642 2247 7185626 I
3755 794 4085167 O
152 2718 4050824 I
1408 1305 3959463 O
3405 3618 3572465 I
616 3386 5765178 I
1207 3129 5218874 I
3464 3961 4452175 O
2158 2316 7393756 O
1216 1149 2298945 O
3993 1497 8049919 O
1722 652 8530452 O
3042 1819 8568593 I
496 3889 1135041 O
3237 548 7060105 I
1208 74 5462919 O
2642 3229 1812182 O
1914 3655 6999149 O
280 608 4857304 O
2804 3326 5870919 O
1832 2406 5312590 O
3800 312 6915726 O
3437 3525 9681651 I
3149 1710 7064495 I
3226 16 1300165 I
1535 3849 3370950 O
2377 63 6602377 O
2451 114 1236635 I
616 964 6387129 I
67 1252 4102956 O
1981 1236 1266656 I
3630 1063 523032 O
2936 351 6359341 I
1261 9 5995140 O
2082 3976 4284808 I
3920 1796 5368715 O
1599 3500 7039434 O
2876 716 2916238 O
1958 476 8823006 O
1434 1547 1433957 O
1957 1834 9645076 O
1744 2858 8525874 O
1959 2381 5679882 O
2082 573 2440935 O
2073 3805 8519802 O
2968 621 2862919 O
253 800 4808980 O
173 3963 6015052 I
1940 3471 8501313 I
3684 1955 5026789 O
3161 436 1437682 O
2746 499 8100856 O
3904 3565 5864164 I
1909 1617 1530291 O
626 2174 1539003 I
3115 2406 4496717 I
2036 1944 8942850 I
3987 1399 7104810 I
46 644 3913047 O
1208 678 4061809 I
349 3033 8829288 I
1208 2777 3264591 O
347 267 2409371 I
1573 1580 7867708 I
520 3201 2111410 I
2982 1034 7735454 O
929 1311 1606539 I
1150 3576 5570335 I
1161 415 2503940 O
990 751 4061476 O
1290 2896 8387493 O
2486 1809 9334017 O
1110 2743 7212287 I
2295 2854 554487 O
333 2493 6269925 O
932 3707 258827 O
679 656 5907034 I
1600 3056 1509063 O
3211 2325 3903960 I
3993 3910 4100108 O
1197 3866 9507601 I
818 311 6304963 O
532 2318 788325 I
2802 811 7290774 O
3386 639 328009 O
2317 1235 743645 O
2138 1614 325892 O
3192 3115 3863304 O
2202 1771 9690738 I
2758 2720 4485528 O
2193 146 4494948 I
3400 3475 8090018 O
2165 747 8170749 O
3927 3652 557369 I
3378 1154 1482202 O
3658 649 7113949 I
101 815 8317408 O
3797 1348 2087847 I
2107 3828 7010991 O
1615 3860 4713517 I
483 2735 8890636 I
2669 2454 8101422 O
1942 3297 9286712 O
3039 2285 1632154 O
2368 2726 4134436 I
2600 1923 5283806 I
3500 3572 9385591 O
476 3611 2390950 O
359 390 733350 I
25 3521 5992684 I
916 168 1214386 O
2170 975 5373164 I
1283 2433 7531451 O
3865 2007 3036153 I
3844 381 3694680 O
3413 3342 2158126 I
1653 3686 1752040 I
3077 3042 3247824 I
262 3879 8140485 I
1918 174 6900200 O
3712 1171 7824035 I
1325 2369 8625792 I
2947 767 5039288 I
2005 346 5140667 I
387 3268 9275320 I
3653 3910 1071155 I
582 1911 3900299 O
1569 1560 9371587 I
3006 1147 626635 I
2953 1725 5685348 I
2908 1989 7102148 O
878 2111 6997765 I
3819 1205 6203351 O
2978 2713 2403665 O
3830 3948 112401 I
1732 1674 6525665 I
3723 582 4090087 I
168 3414 9699087 I
2465 3146 7388383 O
3467 280 6532785 I
3326 2220 655360 I
1400 1847 1358952 O
2929 956 2921289 O
2069 2151 4604012 O
928 1108 2844838 O
1768 993 8843427 I
640 2808 8541068 I
543 550 4331399 I
3649 2459 2445225 I
3571 2927 6420325 O
3190 668 7387565 I
825 279 6404987 O
1418 550 8093434 I
1490 2908 2942922 O
3226 779 7089362 I
1397 46 665970 I
1024 2667 2974766 I
