3952 39492 30
3797 1077 9673136 O
1886 2707 3121699 I
90 179 8358835 I
1983 2307 9050065 I
2232 984 6910290 O
3456 2866 6598148 I
3514 2989 944436 I
283 963 748533 O
2229 3839 5218464 O
784 2157 6833315 O
3751 2494 6057421 I
781 199 2370989 O
1706 232 1073644 I
1749 1914 9489931 I
1136 1170 4511377 I
1563 1778 6477498 O
2486 1935 4167275 O
262 3021 2523949 O
2019 1734 5289753 O
2156 1225 1035850 I
1479 2831 69012 I
713 3385 5763848 O
3678 3158 2400577 O
1158 1553 6781372 O
1676 2390 8657098 I
628 2709 7812571 O
1697 3407 8224226 I
3184 718 5586271 O
1892 2321 6650185 O
335 1796 5059021 I
3257 3854 3401356 O
3728 276 4087198 O
2445 3227 6729989 O
1791 2843 8761053 O
3558 1390 3093181 O
541 408 3094140 O
3189 65 7714335 I
2283 2461 8264695 O
21 1085 8966186 O
654 2735 3221350 O
667 3312 2144219 I
1001 1553 129555 I
2469 3223 11298 O
1064 3356 8886173 I
2845 3076 9353655 O
593 170 2847883 O
1445 1416 7940445 O
2354 3125 1877758 I
683 681 1809856 I
760 717 337609 I
3556 2397 6727577 O
1748 2975 5615176 O
1617 893 8918301 O
1653 2253 22621 I
1279 211 7964062 I
2130 2444 2787126 I
2192 939 4722502 O
414 3617 435852 I
1605 1365 502898 O
581 3347 5671229 O
1941 257 7832394 O
3355 3084 9952854 O
2788 849 4902758 O
513 823 1130054 O
1295 1146 3355253 I
1857 323 1865655 O
1730 2752 347184 O
3582 706 6054770 O
2387 1848 5625664 O
2522 1272 7567600 O
518 948 1216861 O
2890 2305 6692044 I
489 3759 2025913 I
2997 1337 1068262 I
1481 2059 3131383 I
2258 411 2077945 O
728 3638 391083 I
2570 1960 5665393 I
1975 1207 8078855 I
921 3164 8697613 O
2028 303 3394680 O
1725 1662 6202003 I
669 41 8183577 O
1685 333 4670198 I
3859 2636 4541572 I
3202 2613 5397086 O
1112 2629 1128599 I
2424 1674 5692885 I
600 2096 9753941 O
366 3898 9003136 I
307 910 8675661 O
3065 2573 5508374 I
3561 1213 1317203 O
3173 2502 6891701 I
2684 53 4767092 O
1259 384 1796945 O
881 3623 9238458 O
1675 3491 1787574 I
1150 2382 9346820 O
148 3342 2417199 O
3613 2335 1808378 I
2198 2716 1660229 O
647 3354 2828590 I
1527 3841 6572046 O
3162 344 4028305 O
2202 3740 6334207 I
2275 1596 8639939 O
888 2116 2347391 O
3844 3781 2017998 I
3739 2157 386570 I
927 2392 7611150 O
2126 1282 1127041 I
2392 2279 5873777 I
2318 1098 9217671 O
1526 1774 7829754 O
619 3012 1688953 O
1233 3778 2701706 I
695 2140 4171316 O
3525 802 7537800 I
3125 454 8493142 O
3214 2408 6236074 O
987 3296 7266050 O
3658 2359 5785032 O
1664 1058 2694511 O
1801 3003 827286 I
1230 2606 7738174 O
3135 1502 4938598 I
1776 2914 4596524 O
1953 3183 7500858 I
628 3122 2050848 O
51 1322 3172782 O
2250 432 9754402 I
3008 3717 6328695 O
1283 3222 6026971 O
1777 2862 79296 O
1123 1240 5887300 O
3268 1599 3774444 I
447 3909 9402494 O
3110 716 9713673 O
2447 3764 1914340 I
777 2850 8095216 I
1820 2681 232733 I
1742 1927 2728034 O
1234 2479 2465942 I
2204 1422 2819129 O
1615 236 8090650 O
631 226 8495439 O
3106 2658 145438 O
2152 2215 7573018 I
3724 26 4847314 O
1563 2589 7452094 I
162 2152 3031724 O
2668 863 4988326 I
3768 684 5914085 I
201 1438 5787804 O
2295 1197 5757402 I
226 2120 6701239 I
3079 2957 9047685 I
3244 725 6518942 O
1685 1610 5262366 I
217 3477 8400236 O
846 3384 7538196 O
3024 997 7849119 O
2289 937 6213174 I
3883 1785 5977028 I
545 1287 6503955 I
996 3937 9043901 I
2048 1430 7949417 O
822 773 8528486 O
85 1765 7225509 O
1234 2155 916744 O
3094 2187 2086762 O
1270 3374 4272290 I
574 2699 4832255 O
3415 1909 5159279 I
376 2146 3664240 I
2184 2628 8998179 I
609 3477 664739 I
3216 3347 7990366 O
2777 1030 6323114 O
3336 2618 3945057 I
2994 3134 8102872 I
2698 999 8946682 I
383 2321 8146621 I
498 1652 4481141 I
1542 2223 6991035 O
976 2099 6348734 I
798 3294 7224002 O
1332 403 7437484 O
17 1923 6741750 I
3632 1546 8973631 O
3051 3512 2674255 I
1481 298 4597778 I
456 2068 9639701 O
854 1198 6958749 O
2457 1768 8636565 O
431 2267 1883845 O
1839 2478 7904418 I
2494 338 2493959 O
3550 3130 8254266 O
417 1114 5017528 O
43 2347 9973951 I
2869 343 7068272 I
414 2856 6516955 O
1340 1976 238299 I
2464 212 726712 O
3320 994 4802211 I
206 3212 7696215 O
3789 1992 4532794 I
739 2549 7362103 O
386 820 4625000 I
3441 672 2564104 O
512 1308 2664129 O
2873 1240 2114186 I
545 1872 9735253 O
2221 3777 9573391 I
2162 3095 9331476 O
3317 520 1829997 O
1521 2887 5879087 I
3830 3879 6811437 O
2670 2508 2191270 I
1644 3279 7275789 O
350 1982 361024 I
705 2877 5032466 I
3731 2525 8276106 O
2483 2951 8262266 O
3460 3030 2494043 O
3873 3358 9738999 I
123 716 7986214 I
2526 2508 6028163 O
2434 2433 8297936 O
2780 565 1458302 O
2884 1469 5381589 O
1874 3719 5695384 O
1266 3891 6609460 I
1430 539 3343530 I
187 1 5473019 O
2851 3011 8546012 O
2049 2397 5605428 O
1780 3388 4152781 I
1754 3802 5749849 O
1814 1963 5709283 I
733 803 511410 O
2298 721 4311791 O
2033 2588 4066712 O
1312 3673 9598447 O
1217 1574 537123 I
204 102 2087155 I
793 586 1219643 I
580 2056 8228503 O
1193 106 4320939 I
1087 2485 986162 O
2785 3476 6658388 I
3047 385 4747977 I
1555 1136 8249171 O
1463 2680 4450063 O
3060 2575 9473281 O
478 3697 9071005 O
3675 2412 674260 I
2314 3706 2632303 O
2208 2140 1812102 O
1725 3680 4836682 I
797 3919 2722077 I
1275 3638 3586822 O
3328 2302 5441346 I
2841 3098 9939666 I
855 3181 7421049 O
2751 2117 7333410 I
2834 2728 5196898 O
1959 3849 7600681 O
787 807 3902804 O
2283 3715 8800654 I
1440 1963 8548362 O
3450 2520 2479195 I
48 3024 2480108 I
1906 3033 7285937 I
3418 1051 3730618 I
1815 1 5055228 O
57 1804 3411246 I
2411 2643 4094891 I
2905 506 7223319 O
1011 3230 4974533 I
3626 2171 6514321 O
3192 3178 5172222 I
3852 459 8892597 I
3362 2506 458407 O
2721 3025 2950411 O
94 538 4061752 O
3343 3055 6999644 I
3001 1105 8015267 I
2282 49 2862390 I
1939 781 8000830 I
781 1770 5330957 I
1757 3675 6078579 I
530 572 3863819 O
682 2125 1593121 O
789 2494 5614975 I
3505 2980 284968 O
1012 3173 2773287 O
776 2629 4407844 I
3233 2334 1155363 O
826 3909 2990723 I
2414 255 4297195 O
626 2608 3340303 I
623 1387 9183801 I
2765 3051 5833121 I
3723 2380 5380921 I
1964 2503 4525273 O
1627 329 875279 O
2143 1935 1742812 I
1625 2863 2673050 I
1834 3590 2227719 I
3362 1882 3184681 I
2691 443 1538217 O
2020 1387 5564358 I
2289 694 5760697 I
2688 1152 5189342 I
1278 106 7567645 O
2664 3489 6054194 I
950 547 7715572 O
2625 1486 1738693 I
3446 311 5987195 O
1874 1076 3899162 I
701 3911 6177180 I
2147 519 903676 I
1229 572 6332162 O
3583 3943 2436095 I
1338 1228 5434217 O
225 3597 4219024 O
809 2772 1062607 O
2650 220 7077103 I
2578 1500 3850674 I
2713 3890 5052230 O
3615 3128 7681345 I
2289 3014 511015 O
3722 2868 7349144 I
1574 73 5251192 O
1090 613 7396427 O
2607 1319 2999835 O
518 1756 1046057 O
2757 229 9278582 I
135 1603 8853316 I
3458 3538 5678750 O
1082 2095 3482895 O
755 2391 2044418 O
2996 3902 2597851 I
2422 1689 6208410 O
2459 3256 2251707 O
2828 2371 8486028 O
3275 3904 655881 O
2455 1918 6111975 O
3374 2722 1916086 O
1037 3563 2530788 O
3202 3572 8380880 O
3346 5 2953612 I
3191 390 9284194 I
449 2434 7033786 I
206 740 4180568 I
388 3472 2684175 O
3706 2000 5312242 O
3527 921 3418390 O
3570 3610 7883060 I
760 3233 4350647 I
2525 762 7801218 O
3177 2836 9334008 I
3235 610 2194644 O
2092 459 1203675 O
2002 2654 489794 O
965 1717 6469430 I
1223 2325 9367427 O
236 48 6393004 O
3520 2999 3467504 O
2504 1871 8061172 I
1072 3582 1138108 O
3540 3154 1225615 O
1738 2271 2332665 O
269 2195 7208871 O
2229 504 2698458 O
1777 3813 3150077 I
2054 3793 6879829 O
705 1333 4113186 O
2008 1165 2898069 O
2575 1787 4653463 O
279 343 615473 O
1456 3703 2056855 I
3215 3655 4717787 I
3051 134 1923368 I
2978 3549 794109 I
72 2716 6767709 I
1199 1906 4804052 O
2578 168 5686542 O
3659 3755 1101064 O
2485 1637 10625 O
1195 1527 7261390 O
3519 181 6487032 O
2375 3278 5979098 I
2722 3734 8106740 O
2985 1633 6619069 I
3904 2142 3404992 I
715 3150 4585800 O
3053 1969 3015279 O
2284 539 4142801 I
2081 1239 9704184 O
1019 1416 7054365 I
1539 3832 5053602 O
3082 63 3433843 I
1630 3874 7952251 I
3819 2629 2799993 O
287 286 5983437 I
3302 3864 8393777 O
3524 768 6942911 I
1713 2528 4239518 O
2558 2774 7935003 O
2224 2922 80125 I
1734 749 9473357 O
1891 1241 8563622 O
3361 3546 9657854 I
945 1242 9379559 O
3748 565 5157945 O
1785 3516 9584722 O
2292 2755 1630642 I
2359 2741 1182134 I
1423 1511 8610466 O
1405 2170 3846679 I
2239 522 1220155 I
1483 3155 689438 O
2967 3060 5195295 I
648 1291 9799340 I
373 1072 3941459 O
728 286 3073165 O
3169 3212 8002736 O
2838 3849 5064939 O
1466 2326 6230109 I
264 3469 8586110 I
3309 1071 7342878 I
2496 396 9904448 O
687 2747 1534590 O
695 858 7140414 O
671 3119 3692166 I
18 2972 2433716 O
71 1649 8234602 I
3807 1996 8006736 O
3834 2827 4444072 I
1478 658 8585891 I
1253 2568 7211911 O
1385 1228 9874194 O
1583 3413 7050585 I
2262 3319 4038283 I
138 1521 6022887 I
3201 611 931514 I
3218 588 462406 I
1805 3778 7557261 I
2858 1035 4089070 I
3122 1640 2520227 O
1348 258 3580329 I
805 3116 6654801 I
3351 3352 2046898 O
2197 741 4927726 I
3608 646 3652013 I
1289 3646 6036599 O
2212 296 3149595 O
3605 1107 2944080 O
2065 2282 2499091 O
323 1521 6192483 O
2642 1579 1418827 O
3116 3737 7995139 O
2482 2429 9568329 O
3343 3292 8999825 O
453 2354 5598021 I
1606 2656 8416326 O
1852 3264 5684951 I
2549 361 6001692 I
1775 606 9796954 O
2124 832 6236145 I
1154 148 5674324 O
690 1903 7853187 O
1442 3502 1170932 I
1273 3411 2795092 I
2871 41 7273039 O
751 1064 6922238 O
2802 804 6815603 O
72 2448 542628 I
1501 80 753837 O
54 3212 7200211 I
383 3088 1313289 I
3763 784 9728735 O
3031 185 7844331 I
3811 3443 5528939 I
814 3522 1118722 O
2933 3292 8359056 I
887 3749 5854173 I
1872 982 4027673 I
3504 2156 8246392 O
792 3244 388424 O
2192 3332 4166663 I
472 317 6567694 I
2345 732 738786 I
3126 1944 7045141 I
1445 1687 2684915 O
564 353 5635158 O
3593 2581 8834873 O
3163 2970 4571765 O
1910 2573 8428479 O
3455 1658 5906573 I
2309 2134 5145585 I
1584 2137 9930694 I
2617 3353 8314059 O
3061 913 2367683 O
430 3760 1961295 I
3808 2270 1369454 O
3885 2314 8190470 I
1694 782 326521 I
2391 1236 2574072 I
3910 2418 1387207 O
1255 2112 7519163 I
2903 2011 1608481 I
2323 1121 699773 I
3692 2541 8236111 O
1289 653 8280243 I
1449 3438 2860225 O
484 393 1671208 O
1724 3751 1942538 O
2645 1616 1435820 I
478 2305 4124534 O
300 620 381231 O
2962 2633 9624148 O
1950 731 5788913 I
770 1133 4838043 I
2462 1403 872151 I
1431 1324 5127683 O
3286 509 6178914 O
2543 26 4056311 I
2236 821 6557090 O
2710 3241 3955538 I
3360 663 9659831 I
2800 2751 1031808 O
1290 604 6929776 O
3930 870 1916347 I
1518 1883 2926861 I
1134 1303 3909353 I
329 1711 1304885 I
3597 3566 2739467 I
3490 1463 5829527 I
3684 3161 9121661 O
2172 3536 1372351 O
570 2744 4048722 O
2512 3885 5462074 I
1806 3310 5574091 O
1797 3711 2015154 I
1914 2030 544439 O
2730 781 1927659 I
676 2206 2128215 I
3608 1085 8564834 I
2154 3479 312508 I
2370 1240 4075005 I
3379 1058 1446919 O
3701 3353 904288 O
1170 1564 6917470 O
3210 2894 2562318 O
2068 3506 5101497 O
2769 1621 9115497 O
1422 885 9059050 O
3686 1088 9573519 I
657 3687 3963529 I
3310 3073 2041774 I
696 1148 1939370 O
3864 1118 4164324 I
2630 2825 2523713 O
909 2013 5018699 I
3275 1704 8577321 I
561 2297 1006738 O
1677 3506 5299767 I
3746 3627 6719377 I
1313 2258 1078017 O
3846 3456 416886 O
433 1032 9769980 O
3887 2345 7560165 O
1204 307 6484650 I
3863 2934 6077054 I
1835 3477 3034448 I
3814 1178 1102784 O
751 2003 6128016 I
377 2810 9694562 I
1974 1138 249765 I
2090 1437 6892130 O
2142 1003 9160536 O
364 1516 2750046 I
430 1191 5847173 I
3950 2355 5006820 I
2185 3794 3064301 O
869 1614 5670396 I
1963 2715 1838227 O
2115 3356 4569799 I
2140 3490 5362856 O
2196 3567 6069129 O
3290 2521 2860320 I
93 74 237742 O
1089 3075 882751 O
3790 1665 4899241 I
1252 1240 3756309 O
3167 348 7558880 O
1890 2942 9887185 I
2067 1987 6168110 I
628 1425 7784112 I
2025 2674 5092260 I
1691 27 7487267 I
3912 2279 2536114 O
1604 2812 290448 I
384 3631 7787244 O
3381 211 3858789 O
3869 1372 8905643 O
3647 2386 9421230 I
2517 113 3523029 I
107 2477 6431321 O
3174 963 5030741 I
639 3643 7610152 I
91 1001 717381 I
3144 99 167137 O
2086 1645 7830124 I
2591 2192 6841961 I
2788 3225 7878029 I
3654 3533 3222551 O
718 218 1023401 O
1818 2905 9742922 I
1588 944 9330441 I
224 4 5334295 O
1457 1499 6183646 I
1337 303 6018297 I
3484 3583 3856124 O
159 576 31515 I
1475 3024 9216958 I
3080 1211 163638 I
2495 1126 7263591 O
2496 2841 1691481 O
596 1978 236406 I
2832 2148 3512601 I
799 711 6453667 I
1435 392 9963498 I
2392 409 4317661 O
301 3476 5190396 I
2272 3889 4842415 O
2700 3654 3539235 O
1585 2206 2660161 I
1929 3586 9174923 O
162 1268 710128 O
301 907 4767603 I
2930 3241 7568099 I
3230 3240 7895371 O
2922 2226 9167217 O
3545 1616 8383792 O
1758 2730 9814974 O
2391 2766 3510845 I
1914 636 8411627 I
3530 317 6943238 O
2630 1779 2898619 I
3214 572 6206197 I
643 2224 9610926 I
218 3050 7389008 I
3549 3636 6492169 I
2878 3914 3859191 I
3881 1441 4626620 O
2053 176 7932986 I
1430 188 9988673 I
178 2962 9270878 O
781 830 20015 I
1220 1096 771966 I
819 1934 4504328 I
3587 652 339651 I
3396 2856 7616670 I
1714 762 3295693 O
679 3176 8112289 I
2029 96 7880647 O
1998 2063 1227629 I
2874 863 9963825 O
1044 1069 3897144 O
1626 2839 610270 O
2815 2036 6195327 O
3366 2014 8667753 O
2285 971 4376903 O
2740 202 3023858 I
3304 856 5170306 O
833 1234 9747479 I
692 3892 458617 O
2661 1008 9428000 I
1309 347 5362693 I
2020 3793 5486236 O
2620 1273 2613795 I
3114 1858 6246312 I
2912 61 4482583 O
2251 421 1994805 I
1303 185 5717591 I
1978 2650 6952829 I
1572 2415 1904667 O
1857 2038 2400817 I
1480 2021 9310966 O
3203 1918 8076341 I
2843 1233 6079244 I
3823 556 9645790 O
49 1102 3372142 O
2445 1049 6888126 O
823 3285 8334139 O
3088 945 6447546 O
84 2132 131364 O
740 2114 8057544 I
2267 2682 7831393 O
3406 1996 4604982 I
3877 1640 3240464 O
2769 1025 847985 O
3529 17 1763735 I
1173 838 7394851 I
3382 3114 5990120 O
3600 3040 3111333 I
3189 922 4130787 O
3215 1928 3363292 I
1225 1226 6475925 I
714 2039 2560783 O
2848 166 8537673 O
3765 298 1785118 O
3040 3418 7200561 O
1291 2750 2407742 I
2893 3798 4481727 I
1139 916 6603373 O
783 2826 5986854 O
1501 1550 5849445 I
2878 1354 1411130 I
1171 3199 5380441 I
2952 1898 2146096 I
2730 3583 5400368 I
3782 2002 1246260 I
864 2996 1563469 I
3693 2762 5537675 I
2317 2266 4898219 O
2600 1535 9972174 O
660 1787 2588571 O
1056 364 1636858 O
2305 551 6700915 O
534 3841 151890 I
3529 429 8384866 O
405 3855 6438793 I
3311 1455 746460 O
2642 1210 6061490 I
1755 2002 9326177 I
1373 1861 5209376 O
2562 2331 1402506 I
3312 2073 7502296 I
2371 2066 6568688 I
220 605 3182905 O
3686 3250 7751157 O
720 3406 7401534 O
3324 1335 7895438 O
1028 1673 8077865 O
1859 1758 4659759 O
1847 1564 7832783 I
1073 264 5548849 O
1398 3720 3954686 I
2550 1366 3561091 O
2886 2305 1322899 O
3260 1918 7880782 O
1543 2363 28562 O
200 2420 4432997 O
2033 750 8003682 O
840 2049 407475 I
1191 2659 5120043 I
676 1295 6609459 O
3256 3445 6700096 O
958 3371 1376719 O
2603 3553 2647904 O
3636 2657 939529 I
80 3637 6904153 O
1083 3891 1573941 I
1779 3092 5688136 O
1299 610 9833479 O
394 1631 5852014 O
1623 130 1851789 I
3171 573 745246 I
2731 746 1586828 I
1305 1172 6627059 I
1102 1073 7282360 O
3870 3245 5686703 I
856 1714 1581122 O
1504 2259 2334032 I
2506 488 4893301 O
2645 3092 9725398 O
290 3602 361275 O
1744 942 1572014 I
2646 832 2529240 I
1916 3010 4443890 O
3350 1811 2943651 O
3773 3861 1012581 I
732 2016 9939094 I
1460 41 9738529 O
1964 1341 2566275 I
2297 136 1734878 O
2054 3794 8074236 O
800 2009 5366211 O
3137 3242 7308392 O
1735 3656 6614177 O
2160 2543 1506051 O
3923 498 5514826 O
2110 1120 3949664 O
1528 5 6243179 I
1715 157 3689565 I
992 2740 689284 O
782 2137 1171657 O
752 2961 2172881 I
1994 1975 6372503 O
312 1553 5824426 I
1243 2030 2862731 O
1889 699 1210520 O
1008 1573 8935951 O
2974 3352 7559028 I
2704 3366 7304439 I
2733 2884 8270007 I
3535 1262 5290518 O
2117 2491 3390157 I
3815 2043 1709125 I
1176 1596 5254089 I
3713 2140 438728 O
992 2521 1701605 I
2300 3925 6661682 I
3251 981 4688799 I
770 2296 8002978 I
800 3476 1908988 O
1703 1339 1359107 I
3568 669 4364270 I
2043 2776 1988685 I
696 2955 2357557 O
1493 1736 7611193 O
388 3015 5510468 I
871 119 539050 I
1643 2255 6241666 O
3006 2339 4986227 O
3823 3298 4437369 I
2833 2892 6043658 O
411 3073 4870950 O
3231 117 3839863 O
1397 96 3976111 O
3059 3313 8132201 I
1755 1714 9445984 O
225 1286 9769944 O
2903 1135 5677011 O
3128 2973 7856063 O
1789 705 2026149 I
2911 1871 2294900 O
3754 226 856237 I
249 345 416609 I
2772 2703 660472 O
1763 248 3053805 O
2254 600 9625505 O
2659 1470 6365653 I
114 3405 8006472 I
3880 2778 7086995 I
1462 1521 2586181 O
2718 1971 9862094 O
858 267 4798594 I
2361 126 6435830 I
3382 1440 5547323 O
2822 2819 7453141 O
1358 1386 8583898 O
911 2379 8461642 O
3311 3587 5425695 I
3749 2372 4871470 I
657 1145 7993948 O
2805 3547 1665356 I
356 2316 6992249 O
614 1984 6475620 I
2645 427 6513492 I
1367 3829 7864923 I
184 2282 1768460 I
3747 3167 8699244 O
1485 2079 4988525 I
1950 1619 2088065 O
2428 2992 227198 I
2214 3177 3295372 I
3850 2245 576056 I
2484 1852 7944908 O
2948 908 91741 I
3115 2712 5483052 I
2641 591 7238836 O
1765 3498 8414020 O
1698 175 2781448 O
1675 1059 1491084 O
3475 2685 4858625 I
3483 3237 8713798 I
857 1483 7122229 I
33 851 2096434 I
1171 3454 5349114 I
3824 1301 9901359 I
986 3247 8827411 O
3400 1601 2579015 O
835 2581 9232885 O
3887 3811 6062834 I
841 155 926650 O
1130 2757 4664041 I
2805 1552 7388073 O
2339 3079 9995545 O
2776 3010 4873601 O
2929 376 9449707 O
93 2193 7488609 I
3733 3450 6570495 I
937 3106 3900819 I
3017 1345 3348484 I
2525 2361 8949891 O
2657 2228 7384247 I
3920 1389 4544657 I
1419 3146 2231806 O
1078 2167 9181586 I
3152 622 4597190 O
1566 2434 6617171 O
2754 1596 1799628 I
3773 2476 4065627 I
1198 2017 1375261 O
1461 1619 3806095 I
2345 157 8470840 O
1587 1449 1653118 O
3861 372 573842 I
3418 1760 6537605 O
906 600 9908639 O
1578 862 7991399 I
3791 256 7789467 I
61 3834 2825807 O
416 3573 5735093 O
1190 3052 8280598 O
2983 79 6742632 I
3458 3776 5200792 I
1701 1627 6191353 I
1912 2419 8131608 O
2599 103 9243071 I
1114 660 5631190 O
1667 2388 854206 I
948 2948 9416205 O
1738 83 1575058 I
586 3158 7625674 I
502 152 8509546 O
1883 3871 7037746 I
666 2314 779234 I
3346 166 3952727 I
1735 2240 6883087 O
657 3269 2006984 O
1859 2181 1443375 O
293 501 7739136 O
1761 1492 9388364 I
2439 2245 1025679 I
1645 3195 4988389 I
39 964 6545434 O
799 1996 4042415 O
514 301 1858039 I
3559 969 8393054 O
83 309 9690605 O
1841 2770 7931802 I
171 2661 6753078 O
2128 2108 2582055 O
146 2319 9974770 O
1452 1829 1967534 I
1584 1344 9197764 O
1887 1942 3074638 O
562 2236 3623376 O
3109 1489 8583841 O
387 3525 3540309 I
2045 469 6556016 O
1235 3555 5986060 I
2469 2294 1337334 I
2739 3371 1337054 I
2641 903 2907773 I
886 3786 8027656 O
164 1713 1353189 O
3218 3065 3868418 I
148 891 3627459 I
1628 1320 8147758 O
1898 3602 2152355 O
1871 3220 8129658 O
3119 3295 3248812 O
2885 675 4517913 O
2304 1174 6184179 I
2491 2196 2679615 O
3003 3139 2873302 O
2657 3089 3417719 I
3423 3740 5842482 O
2247 3710 6734055 O
431 2659 2457224 O
1393 457 9762327 O
591 115 3779679 O
436 2361 2628482 O
3749 2400 9541061 O
3318 498 1428365 O
2537 1929 4138093 I
2369 3421 1295330 O
2516 2167 2489303 I
703 1377 9961616 I
3860 1037 8022855 I
2367 1375 4622123 O
3670 727 9669176 O
1694 431 2816354 I
3370 3693 6193218 I
1439 3349 5428120 I
1667 1183 8629644 I
1651 1408 1266179 O
2596 1240 1137774 I
273 2455 416269 I
3571 2220 3365063 O
895 2044 2612912 O
3400 811 5119623 O
390 1562 579684 I
1135 1614 9651786 O
3601 2009 9740728 I
3249 3783 5198057 I
3374 3862 5445821 I
1967 2371 5383190 I
2715 3917 5284459 I
2983 1560 5422023 I
1625 1441 4544963 O
3148 2569 2216021 O
1660 1248 2300345 I
1169 1935 8692141 I
3785 1953 3777607 I
3038 3743 9128941 I
2295 1271 4966420 O
2297 248 9645401 O
574 1997 1159954 I
3902 3379 530718 I
554 2281 7260327 I
1800 2227 2019427 I
1016 3147 6012946 O
1316 3636 8095046 I
1462 1020 9731362 O
1828 2542 8572566 I
999 2865 9815743 I
1562 2833 2899886 O
1325 1736 1582882 O
2776 1983 8957589 I
3864 3618 5410065 I
2600 115 3164388 I
978 2605 7764685 I
3263 962 7214318 O
1043 2008 1028285 O
1511 1245 809276 O
1377 2588 4914751 I
1874 856 5732286 I
1996 3317 5548486 O
77 3206 2688881 O
956 224 7015933 O
3935 3518 6442386 I
1863 990 5103238 O
104 1737 4510841 O
3625 127 1007850 O
260 3008 7419336 O
59 3064 8120100 O
1016 194 5514411 O
622 2813 28943 I
593 1644 6791310 O
1279 2038 1256222 I
2378 2062 2789306 O
259 3006 1085835 I
1172 940 5573775 O
2329 2831 5359230 I
2156 2378 9668797 I
1596 1862 5827330 I
1690 2431 9789825 O
3488 1525 4957937 I
942 114 7888571 O
2738 1627 2421508 I
3859 1360 235126 O
155 461 6292867 O
30 2259 1861410 I
3547 3505 6120641 I
1758 1963 4124027 I
191 1693 3780933 O
3019 473 8699719 I
3132 860 2373047 I
2776 1678 3431999 I
3059 760 6050010 I
1042 1824 1309584 I
